English,Ekegusii
"If one is mean to himself, to whom will he be good? He won’t enjoy his possessions.","Oyio omonyene enibo, nigo arabe omoitongo ase ng’o, n’onye tari kwegokia ere omonyene?"
There is none more evil than he who is grudging to himself. This is a punishment for his wickedness.,Monto tari ore omobe kobua omonto okweng’itiera ere omunyene.
"Even if he does good, he does it in forgetfulness. In the end, he reveals his wickedness.","Ekero akorire egento ekiya, nigo akogekora mosiabano, ase igo bworokia buna are omoriri ere omonyene."
A miser is evil. He turns away and disregards souls.,"Omonto ore n’endamwamu oyio n’omoriri; nigo akorigereria ’nse ase ogosiereria abande,"
A covetous man’s eye is not satisfied with his portion. Wicked injustice dries up his soul.,"oyio naende otari goisaneka n’ekio are nakio, n’ogochaaya okwo nigo kogosaria omoyo bw’omonto."
"A miser begrudges bread, and it is lacking at his table.",Abanto bande nigo bare abang’iti mono ase ogotereka endagera emesa;
"My son, according to what you have, treat yourself well, and bring worthy offerings to the Lord.","ase igo ebinto biao tibikonyara kogoisanekia buna egwenerete, korende morue ekengwanso keria keganeirie."
"Remember that death will not wait, and that the covenant of Hades hasn’t been shown to you.","Inyora ng’a amakweri tari koganya, ngocha are engaki ende yonsi, nonya rituko tirimanyekaneti ekero orakwe."
"Do good to your friends before you die. According to your ability, reach out and give to them.","Kora aya are amaronge otarachia gokwa; kabe omoitongo, na moe buna okonyara kwao kore."
Don’t deprive yourself of a good day. Don’t let your share of a desired good pass you by.,Tibwerina omogooko nonya nerituko erimo. Tobaisa gotiga ensemo yao y’omogooko eyio ere enchera yogokogwenia.
"Won’t you leave your labors to another, and your toils be divided by lot?",Rituko erimo n’obatigere abanto bande eng’eria y’ebigeri biao; enibo yao yonsi eyio kwarigirie n’ebigeri biao negabanwe ase ogoaka ekura.
"Give, take, and treat yourself well, because there is no seeking of luxury in Hades.","Ase Igo karue ekio obwate ase abande, erio bwegokie kore moyo. Korende, naende ancha koegwa, ekiagera tokwegokia ase abakuure."
"All flesh grows old like a garment, for the covenant from the beginning is, “You must die!”","Omobere o Mwanyabaanto nigo okogota buna eanga, ekiagera korwa kare omobere: “Goika okwe.”"
"Like the leaves flourishing on a thick tree, some it sheds, and some grow, so also are the generations of flesh and blood: one comes to an end and another is born.","Buna omote omonene oichire n’amato are machani, erio make aaroroka erinde ayande naende aseboka; nabo mwanyanto are igo, ase omobere n’amanyinga aye: oyomo nigo agokwa, naende oyonde oiborwa."
"Every work rots and falls away, and its builder will depart with it.","Kende gionsi kerosirie nigo gekogota erio gesira, n’oyo ogokerosia nere osira n’emeremo yaye boigo."
"Blessed is the man who meditates on wisdom, and who reasons by his understanding.",Omonto okorengereria bweka naende ore n’obong’aini nere bweka oraikeere ayio.
He who considers her ways in his heart will also have knowledge of her secrets.,Onde bwensi ogosoma ase enchera y’echisemi naende oyokorengereria igoro y’obobisi bwekerengerio kiaye.
"Go after her like a hunter, and lie in wait in her paths.",Rigia chisemi koreng’ana buna omotwari akorigia na koganyerera ase chinchera na koganyerera.
He who peers in at her windows will also listen at her doors.,Rigereria gochia ase chitirisa chi’echisemi.
He who lodges close to her house will also fasten a nail in her walls.,"Chisemi nigo chire buna omonto okobera aang’e n’enyomba yaye, erio osiba eema yaye ase ekeroochi na koyesiba ase enyasi y’enyomba eyio yaye."
"He will pitch his tent near at hand to her, and will lodge in a lodging where good things are.",Eema yaye aang’e nere erio oikaransa ase egeikaro kiaye egetoereru.
"He will set his children under her shelter, and will rest under her branches.",Nigo akobeka abana baye
"By her he will be covered from heat, and will lodge in her glory.","ekiriri eki gekomokengera omogaso, nere oikaransa n’obotoereru bwaye."
He who fears the Lord will do this. He who has possession of the law will obtain her.,"Omonto omoirogete Nyasae, omonto obwatete ebirage biaye n’amonyore chisemi."
"She will meet him like a mother, and receive him like a wife married in her virginity.",Ere chisemi n’akwariganie buna omokungu omonyanyangi akoarigania omonywomi.
She will feed him with bread of understanding and give him water of wisdom to drink.,Nyasae nakoe obong’aini buna omonto akoegwa endagera amo n’ekenyugwa.
"He will be stayed upon her, and will not be moved. He will rely upon her, and will not be confounded.",Omonto n’agamerere chisemi erio chimokoonye tagwa erinde anyore obosooku.
She will exalt him above his neighbors. She will open his mouth in the midst of the congregation.,Ere chisemi nakoimokererie igoro kobua abaamate bao; n’ekero ogokwana gati-gati y’abanto ere chisemi nakoe ekio orakwane.
"He will inherit joy, a crown of gladness, and an everlasting name.","Ase chisemi aye n’onyore omogooko n’omogooko bw’ekeene, erio erieta riao ng’a riinyorwe goika kare na kare."
Foolish men will not obtain her. Sinners will not see her.,"Korende, abanto abariri amo n’abanyabibe tibakonyora chisemi."
She is far from pride. Liars will not remember her.,Chisemi nigo chire aare korwa abanto aberori; chisemi tichigosoa ase ebirengererio biabang’ainereria.
Praise is not attractive in the mouth of a sinner; for it was not sent to him from the Lord.,"Omonyabibe tagwenereti goteera amateera yokomotogia Nyasae, ekiagera ogosasiima kwaye tikori korwa enkoro yaye ime."
For praise will be spoken in wisdom; The Lord will prosper it.,Amateera goika abe ekemanyererio gi’echisemi. Ekio gegokong’usa gochia ase Nyasae.
"Don’t say, “It is through the Lord that I fell away;” for you shall not do the things that he hates.",Tiga gotaamera ng’a: Nyasae ogera namocha. Naki aragere okore ekebe nere ogechete ekebe?
"Don’t say, “It is he that caused me to err;” for he has no need of a sinful man.","Tobaisa goteeba ng’a Nyasae nere ogerire, ekiagera ere taganetie ogokoonya kwomonyabibe."
The Lord hates every abomination; and those who fear him don’t love them.,Nyasae nigo angete okogecha gwonsi. Nonya mbaria bamoirogete Nyasae nigo bayangete ayio.
He himself made man from the beginning and left him in the hand of his own counsel.,"Agwo ritang’ani kegima, Omonene nere otongete mwanyabaanto, akamoa obosibore bw’ogwechorera amang’ana aye ereomonyene."
"If you choose, you can keep the commandments. To be faithful is a matter of your choice.","Onye koganetie, nabo okoigwera ebirage bia Nyasae, erio omenye ase okwegena gose ochore buna origetie."
He has set fire and water before you. You will stretch forth your hand to whichever you desire.,"Omonene obekire bosio bwao omorero amo n’amache: rambora okoboko kwao, bwechorere keria oganeti."
"Before man is life and death. Whichever he likes, it will be given to him.","Mwanyabaanto obekeirwe bosio bwaye obogima amo n’amakweri; ase ebio bibere, keria agochora nakio akoegwa."
"For the wisdom of the Lord is great. He is mighty in power, and sees all things.",Chisemi chia Nyasae n’echinene kegima; ere nigo abwate chinguru chi’obomanyi bwa kera egento.
His eyes are upon those who fear him. He knows every act of man.,Omonene nigo arigereretie ase obuya; ere nigo amanyete aya Mwanyabaanto agokora.
He has not commanded any man to be ungodly. He has not given any man license to sin.,"Chisemi tichianya kobetereria monto onde bwensi komoiroka Nyasae, gose gochika onde gokora ekebe."
"Don’t desire a multitude of unprofitable children, neither delight in ungodly sons.",Toba n’okogania gotwara abana abange batari n’engencho asore; gose kwerorera abana abamura batamoirogeti Nyasae.
"If they multiply, don’t delight in them unless the fear of the Lord is in them.",Nonya kobwate abana abaange mbosa onye mbamoirogeti Nyasae.
"Don’t trust in their life. Don’t rely on their numbers; for one can be better than a thousand, and to die childless than to have ungodly children.","Abana buna abwo, tobeeka ogosemeria kwao ase bare; abange babo tobaisa gosemeria ase bare. Ekiagera omwana oyomo nigo are omuya kobua abana elifu batari nagokoonya asore. Ase engencho ende, mbuya nokwa otari namwana kobua gotwara abana batamoirogeti Nyasae."
"For from one who has understanding, a city will be populated, but a race of wicked men will be made desolate.","Enka ya abanto nabo egokiina ase chisemi chia omonto oyomo, ko bono, egeku ekegima ki’abaanto batari n’erichiko nabo ogotigara bosa."
I have seen many such things with my eyes. My ear has heard mightier things than these.,Amoiso ane arorire amang’ana amange buna aya; n’amato ane ategereire amang’ana amange y’ogokumia kobua ayio.
"In a congregation of sinners, a fire will be kindled. In a disobedient nation, wrath is kindled.","Omorero n’outwe gati y’erisango ri’abaanto abanyabibe, gose obororo ng’a boitekere abaenenu."
"He was not pacified toward the giants of old time, who revolted in their strength.",Nyasae Taaberete amamonto aria akare ayio egenete chinguru chiabo erio akagenda mamincha yaye.
"He didn’t spare Lot’s neighbors, whom he abhorred for their pride.",Nyasae tarorerete eamate ya Loti amaabera; baria agechetigwe n’obwerori bwabo.
"He didn’t pity the people of perdition who were taken away in their sins,","Nyasae taorogeti maabera egesaku keria kiare gochia gosirigwa, egesaku keria giatinyeretigwe inse okoba ebibe biaye,"
"or in like manner, the six hundred thousand footmen who were gathered together in the hardness of their hearts.","nonya omoganda oria bw’abasikari chielifu amagana atano narimo b’amagoro abwo basangererekanete ase aamo, bakaenenera Nyasae ase obwerori bwabo."
"Even if there is one stiff-necked person, it is a marvel if he will be unpunished; for mercy and wrath are both with him who is mighty to forgive, and he pours out wrath.","Nonya ere ng’a nomonto oyomo ore omwerori, nigo erabe ogokumia mono onye oyio takoegwa egesusuro."
"As his mercy is great, so is his correction also. He judges a man according to his works.",Ekiagera egesusuro kia Nyasae n’ekeroro buna koreng’ana n’amaabera aye.
The sinner will not escape with plunder. The perseverance of the godly will not be frustrated.,Ere nigo akogambia kera omonto n’ogokora kwaye. Na ogosemeria gwokomoiroka Nyasae tikori okwabosa.
He will make room for every work of mercy. Each man will receive according to his works.,Omonto omwegenwa nanyore aya amogwenerete koreng’ana n’amakora aye.
"Don’t say, “I will be hidden from the Lord,” and “Who will remember me from on high?” I will not be known among so many people, for what is my soul in a boundless creation?","Tobaisa goteeba ng’a: Ninyebise aare korwa ase Nyasae; erio niinyebise aase onde atanyoore gose kong’inyora! Ninyebisa ase abanto bare abange igo tinkororekana, ekiagera ribaga riane ninki ase ebitongire bitari n’omobaro."
"Behold, heaven, the heaven of heavens, the deep, and the earth, will be moved when he visits.","Ama bono, igoro ya igoro kegima, omosunte n’omobaso, ebio bionsi ng’a biteengechigwe ekero Nyasae arachiche."
The mountains and the foundations of the earth together are shaken with trembling when he looks at them.,Ebitunwa amo n’oboroso bw’ense mbitengeche ekero Nyasae arabirigererie.
No heart will think about these things. Who could comprehend his ways?,Korende Mwanyabaanto taiyo orengereretie ayio; niing’o oranyare komanya chinchera chia Nyasae?
"Like a tempest which no man can see, so, the majority of his works are hidden.",Tobaisa goteeba ng’a: Niinsa gokora ekebe onde taiyo ondoche. Niinkora igo bobisi kegima ning’o oramanye?
Who will declare his works of righteousness? Who will wait for them? For his covenant is afar off.,"Naende, ninkora amaya ning’o orayatore? Ning’o mokorengia oraganye erio atebigwe amageni? Ere nigo akoganya mono aikeranie egetebanio kiaye."
He who is lacking in understanding thinks about these things. An unwise and erring man thinks foolishly.,Naboigo ase omonto okorengereria ime yaye; omonto omoriri osiriigwe nabo akorengereria ase oboriri bwaye.
"My son, listen to me, learn knowledge, and heed my words with your heart.","Omwana one, ntegerere erio onyore obong’aini. Tega ogoto erio otegerere amang’ana ane."
"I will impart instruction with precision, and declare knowledge exactly.",Niinkoe chisemi chindito naende nkworokererie obong’aini boria bogoisaine.
In the judgment of the Lord are his works from the beginning. From the making of them he determined their boundaries.,"Ekero Nyasae akorete emeremo y’ogotonga agwo ritang’ani kegima, nigo abagete kera egento ase omoroberio."
"He arranged his works for all time, and their beginnings to their generations. They aren’t hungry or weary, and they don’t cease from their works.",Erio Nyasae akaa kera egetongwa omoroberio goika kare na kare kera ekemo ase omoroberio oyio. Korwa agwo goika reero iga kera ekemo nkeremeiri kobwata omoroberio oye.
No one pushes aside his neighbor. They will never disobey his word.,"Kende nkeiyo nonya n’ekemo kegotwomana n’ekende, na kera egento kiaigwera Nyasae."
After this also the Lord looked at the earth and filled it with his blessings.,"Magega yayio, ekero Nyasae akorire aya onsi, akayerigereria ense akayeichoria n’ebinto biaye ebiya."
"All manner of living things covered its surface, and they return into it.","Nigo atubete ense nebitongwa bia kera engencho, ebio bigokwa na koirana ase riroba."
"The Lord created mankind out of earth, and turned them back to it again.","Nyasae nigo atongete Mwanyabaanto korwa ase amaroba, naende Mwanyabaanto nairane ase riroba."
"He gave them days by number, and a set time, and gave them authority over the things that are on it.",Nyasae nigo aroberetie amatuko Mwanyabaanto akomenya ase obosio bw’ense; na kobaa chinguru chi’okogambera kera egetongwa ase ense yonsi.
"He endowed them with strength proper to them, and made them according to his own image.","Nigo abaete chinguru buna echiaye ere omonyene, ekiagera nigo atongete Mwanyabaanto ase omobwekano oye ere omonyene."
"He put the fear of man upon all flesh, and gave him dominion over beasts and birds.","Erio Nyasae akabikora ebitongwa bionsi bimoiroke Mwanyabaanto, erinde akaa Mwanyabaanto chinguru igoro y’eching’iti chionsi chi’orosana amo n’echinyoni chikoiruruka."
"He gave them counsel, tongue, eyes, ears, and heart to have understanding.","Erio Nyasae akaa Mwanyabaanto chimeme, amaiso n’amato, erinde akabaa n’omoyo bw’okorengereria."
"He filled them with the knowledge of wisdom, and showed them good and evil.","Na Nyasae akabaichoria n’echisemi, abaorokererie okomanya na koigwa gati y’amaya n’amabe."
"He set his eye upon their hearts, to show them the majesty of his works.",Erio naende Nyasae akabeka nere eriso riaye ime yabo ase okobookia obosibore bw’egasi yabo.
"And they will praise his holy name, that they may declare the majesty of his works.","Mwanyabaanto nanyore ribaga ri’okoritogia erieta richenu ria Nyasae, na koraria obosiani bw’ememo yaye."
"He added to them knowledge, and gave them a law of life for a heritage.","Nyasae akabaa bosio bwabo chisemi, na kobaa ebirage bi’obogima."
"He made an everlasting covenant with them, and showed them his decrees.","Erio akabakora nabarabwo babe n’egetebanio gia kare na kare, na kobamaanorera ebirengererio biaye."
Their eyes saw the majesty of his glory. Their ears heard the glory of his voice.,"Erio amaiso abo akarora obonene bwaye, na mato abo akarora obonene bw’eriogi riaye."
"He said to them, “Beware of all unrighteousness.” So he gave them commandment, each man concerning his neighbor.","Nyasae akabateebia iga: “Timobaisa gokora bobe bonde bwonsi,” erio akabateebereria enchera bakomenya n’abamate babo."
Their ways are ever before him. They will not be hidden from his eyes.,Nyasae nabo aroocche orogendo rwa Mwanyabaanto; mbakonyara kwebisa bosio bwaye.
"For every nation he appointed a ruler, but Israel is the Lord’s portion.","Obekire omogambi bosio bwa kera egesaku, korende Israeli n’obotenenku bwa Nyasae omonyene."
All their works are as clear as the sun before him. His eyes are continually upon their ways.,"Amakora y’abanto onsi nigo are maiso marore ase Nyasae, na kende gionsi Mwanyabaanto agokora ere nigo agokerora bosio bwaye."
Their iniquities are not hidden from him. All their sins are before the Lord.,Obobe bwa Mwanyabaanto tibori konyara kobiseka bosio bwaye.
With him the alms of a man is as a signet. He will keep a man’s kindness as the pupil of the eye.,Ekengwanso ki’omotaka nigo kenga omoori asare. Ere nigo akobwaterera amakora amaya buna ebioge bie riso riaye.
"Afterwards he will rise up and repay them, and give their repayment upon their head.",Agwo magega n’ababekere kobaakania egesiomba kera oyomo ekemogwerete.
However to those who repent he grants a return. He comforts those who are losing hope.,"Korende, baria bamoitabete omokia nabae enema baria abakuure emioyo abae ogosemeria erio bamoiranere."
"Return to the Lord, and forsake sins. Make your prayer before his face offend less.","Inchuo ase Nyasae, tiga gokora ebibe, saba ase obosio bwaye na otige amamocho ao."
"Turn again to the Most High, and turn away from iniquity. Greatly hate the abominable thing.",Moiranere Omonene n’otigane amabe ao; gecha ekebe n’omoyo oo bwonsi na tiga ogokora gwokogechia.
"Who will give praise to the Most High in Hades, in place of the living who return thanks?",Agwo ase omosunte ning’o oratererie Omonene Nyasae? Mbaria boka bare moyo baranyare komwakera buya.
"Thanksgiving perishes from the dead, as from one who doesn’t exist. He who is in life and health will praise the Lord.","Abakuure na bataiyo naende tibakonyara komotogia Nyasae; mbaria boka bare moyo naende bare buya, abwo nabwo boka baramotogie."
"How great is the mercy of the Lord, and his forgiveness to those who turn to him!","Naki amaabera a Nyasae akare amanene, naende naki okwabera kwaye okonene ase baria bakomoiranera."
"For humans are not capable of everything, because the son of man is not immortal.",Ntwe Mwanyabaanto titokonyara gotwara kera egento keria toganetie; ekiagera intwe twensi n’ebitongire biria bigokwa.
What is brighter than the sun? Yet even this can be eclipsed. So flesh and blood devise evil.,"Ngeto ki naende gekomesa buna risase? Nonya nabo risase narirorio nkonyoora rire enyakoira. Korende, Mwanyabaanto oyio oyio ore egetongwa ere nigo akorengereria amabe oka."
"He looks upon the power of the height of heaven, while all men are earth and ashes.","Nyasae nigo akoyetarera enuko y’abasikari baye ba igoro, korende Mwanyabaanto nigo are orotu bosa amo n’eribu."
He who lives forever created the whole universe.,"Nyasae ere oyomenyete goika kare na kare, nere otongete ense yonsi."
The Lord alone is just.,Nyasae bweka nere ogokora ebinto bionsi ase oboikeranu.
He has given power to declare his works to no one. Who could trace out his mighty deeds?,Taramoa monto onde chinguru naende chi’okoraria emeremo yaye; na monto tari oranyare koyetuka.
Who could measure the strength of his majesty? Who could also proclaim his mercies?,Ning’o naende oranyare korenga chinguru chiaye chinene? Ning’o oranyare ase oboikerenu chinema chiaye.
"As for the wondrous works of the Lord, it is not possible to take from them nor add to them, neither is it possible to explore them.",Tekonyarekana ase ogokeia chinguru gose komenta emeremo yaye. Tekonyarekana koyamanya amang’ana amakumia a Nyasae.
"When a man has finished, then he is just at the beginning. When he stops, then he will be perplexed.","Ekero Mwanyabaanto agoika omoerio bw’amang’ana ayio nigo akwenyora ng’a ko nario omochakano bw’amang’ana; n’ekero atigire, nario bono agotabanana."
"What is mankind, and what purpose do they serve? What is their good, and what is their evil?",Omonto ning’o naende ninki aisaine?
The number of man’s days at the most are a hundred years.,"Omonto ekero aikire emiaka rigana, oyio omenyire emiaka emenge."
"As a drop of water from the sea, and a pebble from the sand, so are a few years in the day of eternity.","Korende, ekero okorigereria buna entonyi y’amache korwa nyancha na buna koreng’ana omochanga ore ase engegu y’enyancha; naboigo ere emiaka ere emeke kobua obogima bwa kare na kare."
"For this cause the Lord was patient over them, and poured out his mercy upon them.","Ase igo, Nyasae nigo akobaremereria gocha ase tore na amaabera, naboigo tore n’oboremereria ase okororerana amaabera."
"He saw and perceived their end, that it is evil. Therefore he multiplied his forgiveness.",Ere nigo agotorigereria na korora buna toragereirie ase ogokwa; nakio gekogera are ang’e gotwabera
"The mercy of a man is on his neighbor; but the mercy of the Lord is on all flesh: reproving, chastening, teaching, and bringing back, as a shepherd does his flock.","Omonto nigo akoba n’amaabera ase omoamate oye, korende amaabera a Nyasae nigo are gochia ase ebitongire biaye bionsi. Ere nigo agotogonyera naende bw’orokereria, na obasomia, na nigo akobarenda buna omorisia akorenda riicho riaye."
"He has mercy on those who accept chastening, and that diligently seek after his judgments.",Nyasae nigo abwate amaabera baria akoraa na banchete bakobwata na bakoigwera ogochika kwaye.
"My son, don’t add reproach to your good deeds, and no harsh words in any of your giving.","Omwana one, toburukania amakora ao amaya n’echingencho chimbe chi’okoragererigwa. K’ogokoonya omotaka tiga komosiibia obororo n’amang’ana ao."
Doesn’t the dew relieve the scorching heat? So a word is better than a gift.,"Inee, rimi tiriri kogokia ebimeri ase engaki y’omorakera, boigo eng’ana yao eyemo enke nigo eisaine kobua ekeegwa."
"Behold, isn’t a word better than a gift? Both are with a gracious person.","Ring’ana erimo ndisaine kobua ekegeni, n’omonto omwororo nigo abwate ebio bionsi bibere."
A fool is ungracious and abusive. The gift of a grudging person consumes the eyes.,"Omonto omoriri, ere n’omoiti. Ekeegwa kiomonto omochayi, nigo kegotuba amaiso."
Learn before you speak. Take care of your health before you get sick.,Eorokererie ritang’ani otarachaka gokwana. Renda obuya bw’omobere oo ritang’ani otararwara.
"Before judgment, examine yourself, and in the hour of scrutiny you will find forgiveness.","Eitone na kweitia rituko r’ekina ritaraika, ase rituko erio, ekero gwaikire, ng’a n’onyore amaabera."
"Humble yourself before you get sick. In the time of sins, repent.",Ekeyie aye omonyene otarachia koegwa egesusuro ki’obebe bwao.
Let nothing hinder you to pay your vow in due time. Don’t wait until death to be released.,"Onye kwabeekire egeteebanio na Nyasae, koranche ikerania egeteebanio ekio ase obwango buna ekonyarekana, tobaisa koganya amakweri, ng’a erio omanye kw’aberwa."
"Before you make a vow, prepare yourself. Don’t be like a man who tests the Lord.",Eariganie ritang’ani kegima otarachia gokora ebitebanio; erio tobaisa koba buna omonto okomoteema Nyasae.
"Think about the wrath coming in the days of the end, and the time of vengeance, when he turns away his face.",Rengereria! Inyora ekeririanda kia Nyasae ekio kerabeo rituko riria orakwe kore n’ekebe. Ere nigo arakoererie amagega rituko ria ekiina.
In the days of fullness remember the time of hunger. Remember poverty and lack in the days of wealth.,"Ekero oigotete, inyora engaki y’enchara; n’ekero y’obotenenku, inyora engaki y’obotaka."
"From morning until evening, the time changes. All things are speedy before the Lord.","Korwa mambia chuni goika mogoroba, chingaki nigo chikona goncha-onchokana. Nyasae nare n’okobua kwogonchora omoroberio bw’ebitongire biaye bionsi."
"A wise man is cautious in everything. In days of sinning, he will beware of offense.",Omonto ore n’echisemi oyio n’omonto okorigereria mono ase kera egento kere bosio bwaye. Ekero aikereirwe n’ekebe nigo akwerenda tamocha.
Every man of understanding knows wisdom. He will give thanks to him who found her.,"Kera omonto okorengereria namanyete chisemi, na nigo agotogia kera omonto ochinyorire."
"They who were of understanding in sayings also became wise themselves, and poured out apt proverbs.",Abanto baria bagotegerera chimbachero nigo bagochia baba n’echisemi; nabarabwo nigo baichire n’emebayeno.
Don’t go after your lusts. Restrain your appetites.,"Tobaisa kobwatia erang’o yao embe, korende keyia okogania kwao."
"If you give fully to your soul the delight of her desire, she will make you the laughing stock of your enemies.","Oise gwechwara ase okwegokia n’erang’o y’amabe, nigo oranyore kweirire aye bweka ababisa bao bagosekerere."
"Don’t make merry in much luxury, and don’t be tied to its expense.","Tobaisa gwesoia ase emegoko emenge yabosa, ekiagera enengo eyio nigo ekogotakaia."
Don’t be made a beggar by banqueting with borrowed money when you have nothing in your purse.,"Tiga gwekora omotaka ase okonagosaberera, erio gotwara chitaabu chi’emeyega emeneene ekero aye otari nagento ase ekemoya kiao ime."
A worker who is a drunkard will not become rich. He who despises small things will fall little by little.,"Omokori emeremo omoriri, oyio tagotenenka. Oyogosiereria amang’ana amake-amake naboigo nere nigo akonakogwa ng’ora-ng’ora."
Wine and women will make men of understanding go astray. He who joins with prostitutes is reckless.,"Edivai amo n’okorigia abakungu, ebio bibere nigo bigosiria abasacha b’echisemi,"
Decay and worms will have him as their heritage. A reckless soul will be taken away.,n’omosaacha ogwechwara igo oyio nasirie obogima bwaye.
He who is hasty to trust is shallow-hearted. He who sins offends against his own soul.,"Omonto okwegena abanto bande bwango-bwango, oyio tari nobong’aini. N’oyogokora ebibe, oyio nigo agwesiria ere omonyene."
He who rejoices in wickedness will be condemned.,"Omonto okogokera ekebe, oyio nagambigwe."
He who hates gossip has less wickedness.,"Eginge n’echikwana chitari ndonge, erio mbweriite n’amang’ana amabe."
"Never repeat what is told you, and you won’t lose anything.","Tiga kona koirorera amang’ana kwaigure boire-boire, erio nario naye nario oreongore korwa ase amang’ana amange."
"Whether it is of friend or foe, don’t tell it. Unless it is a sin to you, don’t reveal it.","Tobaisa goteebia monto, naaba omosani gose omobisa oo, otatiga ekero rioka erabe ekebe onye togoteeba."
"For if he has heard you and observed you, when the time comes, he will hate you.","Ekiagera nabo erabe ng’a omonto gete okoigure na gokorora, n’ekero engaki yaikire nigo arakwange bobe."
Have you heard something? Let it die with you. Be brave: it will not make you burst!,Inee! Kwana koigwa kende? Na tiga gekwe amo naye. Korende tibwoboa! Erio tirikogera okwe.
"A fool will travail in pain with a word, as a woman in labor with a child.","Omonto omoriri otagete kobisa ’ng’ana rinde rionsi, oyio nigo akoberebencha n’obororo buna boria bw’omokuungu okoibora."
"As an arrow that sticks in the flesh of the thigh, so is gossip in a fool.","Buna riria ensara yamobetire omonto ase ekenama kiaye, nabo ere igo igo ase omonto omoriri oyio origetie goteeba ring’ana aigure."
"Question a friend; it may be he didn’t do it. If he did something, it may be that he may do it no more.","Kooraigwe ng’a omosani oo omochire, ’mbuya ritang’ani omoborie ere omonyene, ekiagera nabo oranyore ng’a amang’ana ayio tari ay’amaene. Korende eisa koba amaene omonto oyio takoirorera rimocho erio naende."
"Question your neighbor; it may be he didn’t say it. If he has said it, it may be that he may not say it again.","Koraigwe ng’a omoamate oo okwanire ring’ana ritagwenereti, karamoria ritang’ani, nabo oranyore ng’a tarikwaneti. N’onye orikwanete, takorirorera naende."
Question a friend; for many times there is slander. Don’t trust every word.,"Onye kwaigure ring’ana riibe igoro y’omosani oo, nabo oranyore tarikwaneti. Ase igo, tobaisa kwegena kera egento ekio kwaigure."
"There is one who slips, and not from the heart. Who is he who hasn’t sinned with his tongue?","Omonto nabo arakwane egetagwenereti, ekio ere omonyene ategeneti. Korende, ning’o ere otanagokora ekebe?"
Reprove your neighbor before you threaten him; and give place to the law of the Most High.,"Koraigwe kende igoro y’omwamate oo; moborie, tobaisa komogosa! Kae ebirage bia Nyasae ribaga bikore emeremo."
All wisdom is the fear of the Lord. In all wisdom is the doing of the law.,"Chisemi chionsi bombera, n’okomanya Nyasae; n’echisemi chionsi nigoro y’okoigwera ebirage bia Nyasae."
The knowledge of wickedness is not wisdom. The prudence of sinners is not counsel.,"Korende okomanya amabe tari korokwo chisemi, n’ogosemia kw’omonyabibe tari obong’aini."
"There is a wickedness, and it is an abomination. There is a fool lacking in wisdom.",Nabo eranyarekane omonto gokorera obong’ainereria ase chinchera chimbe ase okogechia gwoka. Korende nareo omonto omoriri otari na semi.
"Better is one who has little understanding, and fears God, than one who has much intelligence and transgresses the law.","Mbuya ase omonto omoirogete Nyasae otari na semi kobua omonto ore omong’aini, ko bono okobuna amachiiko."
"There is an exquisite subtlety, and it is unjust. And there is one who perverts favor to gain a judgment.","Mbareo abanto bare abang’ainereria, abwo batari gokora ayare aboronge; mbareo n’abande abwo bagosiria obuya bare nabwo ase okonyora ebi baganetie."
"There is one who does wickedly, who hangs down his head with mourning; but inwardly he is full of deceit,","Mbareo abanto bande abwo bagotirigoya, bagwetakoria ng’a mbare n’obororo, korende ime yabo nigo baichoirwe n’oborimo bwoka."
"bowing down his face, and pretending to be deaf in one ear. Where he isn’t known, he will take advantage of you.","Abanto buna abwo nigo bakobisa amasio erio boorokia ng’a mbarochi kende; korende nigo bare buna abatari kororekana, na abwo nigo baragosirie."
"And if for lack of power he is hindered from sinning, if he finds opportunity, he will do mischief.","Onye ase enchera eyemo gose eyende tibari neribaga riogokora amabe, ekero bagochia konyora ribaga erio, goika bakore ebibe."
A man will be known by his appearance. One who has understanding will be known by his face when you meet him.,"Omonto nigo akomanyekana koreng’ana buna akororekana, n’omonto ore n’ echisemi nigo okomomanya ekero mwaumeranire nere."
"A man’s attire, grinning laughter, and the way he walks show what he is.","Enchera omonto aboyetie n’echiaanga chiaye, n’enchera agoseka na gotaara, ebio bibere nabo bikomoorokia buna are."
There is a reproof that is not timely; and there is a person who is wise enough to keep silent.,Omonto nabo aratogonyerwe ase engaki etagweneretie; ogokira nkore okwo gokworokia ng’a omonto nare n’echisemi.
"How good is it to reprove, rather than to be angry. He who confesses will be kept back from harm.",Korende nigo ere buya komoonya omonto kobua koba n’obororo nere.
"As is the lust of a eunuch to deflower a virgin, so is he who executes judgments with violence.",Omonto ogwancha amamocho aye oyio nigo agwetanga korwa ase okoragererigwa.
There is one who keeps silent and is found wise; and there is one who is hated for his much talk.,"Buna ere akong’u ase omosacha entang’ana kogania omoiseke, naboigo ere akong’u ase omonto konacha ekiina n’egekuba."
"There is one who keeps silent, for he has no answer to make; And there is one who keeps silent, knowing when to speak.","Omonto nare ekero akirire kiri okororekana koba n’echisemi; n’oyonde kogechwa ase engencho ng’ere n’omogenki, oria omobe kegima."
"A wise man will be silent until his time has come, but the braggart and fool will miss his time.",Omonto onde nere okira kiri ekiagera tari na gento agoteeba; ekiagera namanyete engaki egwenerete ekero omonto agokwana.
