concept_id,English,Kiswahili,Ekegusii,source,dataset_origin
130557,"The soldiers’ counsel was to kill the prisoners, so that none of them would swim out and escape.",Wale askari wakapanga kuwaua wale wafungwa ili kuzuia hata mmoja wao asiogelee na kutoroka.,"Omoroberio bw’abarwani nigo orenge ng’a baite abasibwa, omonto tareema abaise gotama.",Trilingual-Bible,bibile.csv
130558,"But the centurion, desiring to save Paul, stopped them from their purpose, and commanded that those who could swim should throw themselves overboard first to go toward the land;","Lakini yule jemadari alitaka kuokoa maisha ya Paulo, basi akawazuia askari wasitekeleze mpango wao. Akaamuru wale wanaoweza kuogelea wajitupe baharini kwanza, waogelee mpaka nchi kavu.","Korende omotang’ani oria akarigia gotooria Paulo, akabataanga, tibakora buna barengereretie. Agachiika baria baranyare komura berute nyancha ime, bagende ense enyomo.",Trilingual-Bible,bibile.csv
130559,"and the rest should follow, some on planks and some on other things from the ship. So they all escaped safely to the land.","Waliosalia wangefika nchi kavu kwa kutumia mbao au vipande vya meli iliyovunjika, hivyo ikatimia kwamba wote wakaokoka na kufika nchi kavu salama.","Abaratigare bagende, abande ase chibao, na abande ase ebinto binde bi’emeeri. Naboigo abanto bonsi bagaika ase ense enyomo buya.",Trilingual-Bible,bibile.csv
130560,"When we had escaped, then they learned that the island was called Malta.","Baada ya kufika nchi kavu salama, ndipo tukafahamu kwamba jina la kile kisiwa ni Malta.","Gatwatoorekire twensi, erio tokamanya ng’a egesinka keria nigo kiare korokwa Melita.",Trilingual-Bible,bibile.csv
130561,"The natives showed us uncommon kindness; for they kindled a fire and received us all, because of the present rain and because of the cold.",Wenyeji wa kile kisiwa wakatufanyia ukarimu usio wa kawaida. Waliwasha moto na kutukaribisha sisi sote kwa sababu mvua ilikuwa inanyesha na kulikuwa na baridi.,"Abanyene ense eria bagatokorera obuya boetete engencho, ekiagera bagatoutera omorero, bagatoroisia intwe twensi, ekiagera embura yatwete na obokendu mbwarenge.",Trilingual-Bible,bibile.csv
130562,"But when Paul had gathered a bundle of sticks and laid them on the fire, a viper came out because of the heat and fastened on his hand.","Paulo alikuwa amekusanya mzigo wa kuni na alipokuwa anaweka kwenye moto kwa ajili ya joto, nyoka mwenye sumu akatoka humo na kujisokotea mkononi mwake.","Paulo nigo arenge gosangereria chinko na gochibeka ase omorero, eng’iti egasoka ase engencho y’omorero oria, ekamwenarerera okoboko kwaye.",Trilingual-Bible,bibile.csv
130563,"When the natives saw the creature hanging from his hand, they said to one another, “No doubt this man is a murderer, whom, though he has escaped from the sea, yet Justice has not allowed to live.”","Wale wenyeji wa kile kisiwa walipomwona yule nyoka akiningʼinia mkononi mwa Paulo, wakaambiana, “Huyu mtu lazima awe ni muuaji, ingawa ameokoka kutoka baharini, haki haijamwacha aishi.”","Abanyene ense eria, ekero barora eng’iti eria esung’unaine ase okoboko kwaye, bagateebania: “Takomocha omonto oyo koba omoiti, nonya otooregete korwa ase enyancha, oboronge tibokomotiga abe moyo.”",Trilingual-Bible,bibile.csv
130564,"However he shook off the creature into the fire, and wasn’t harmed.",Lakini Paulo akamkungʼutia yule nyoka ndani ya moto wala yeye hakupata madhara yoyote.,"Korende akayesamunsera riko, taba na bobe bonde.",Trilingual-Bible,bibile.csv
130565,"But they expected that he would have swollen or fallen down dead suddenly, but when they watched for a long time and saw nothing bad happen to him, they changed their minds and said that he was a god.","Watu walikuwa wanangoja avimbe au aanguke ghafula na kufa. Lakini baada ya kungoja kwa muda mrefu na kuona kwamba hakuna chochote kisicho cha kawaida kilichomtokea, wakabadili mawazo yao na kuanza kusema kwamba yeye ni mungu.","Bakamorigereria mono, bagakaga ng’a nabimbe, gose nagwe inse na gokwa bwango, korende ekero baganya engaki entambe, na bobe bonde tibomonyooreti, bakaonchora ebirengererio biabo, bakaboora ng’a ere nenyasae.",Trilingual-Bible,bibile.csv
130566,"Now in the neighborhood of that place were lands belonging to the chief man of the island, named Publius, who received us and courteously entertained us for three days.","Basi karibu na sehemu ile, palikuwa na shamba kubwa la mtu mmoja kiongozi wa kile kisiwa, aliyeitwa Publio. Alitupokea na akatuhudumia kwa ukarimu mkubwa kwa muda wa siku tatu.","Ang’e nase aria yarengeo emegondo y’omonene bw’egesinka keria, erieta riaye Pubilio. Omonto oyo agatoroisia ase omoyo bw’obosani, tokaba abageni baye ase ekero ki’amatuko atato.",Trilingual-Bible,bibile.csv
130567,"The father of Publius lay sick of fever and dysentery. Paul entered in to him, prayed, and laying his hands on him, healed him.","Baba yake Publio alikuwa mgonjwa kitandani, akiwa anaumwa homa na kuhara damu. Paulo akaingia ndani ili kumwona na baada ya maombi, akaweka mikono juu yake na kumponya.","Ekaba ng’a ise Publio narenge omonyareku ase esosera na gosaa amanyinga. Paulo agasoa asare akamosabera, akabeeka amaboko aye igoro yaye, akamogwenia.",Trilingual-Bible,bibile.csv
130568,"Then when this was done, the rest also who had diseases in the island came and were cured.","Jambo hili lilipotukia, watu wote wa kisiwa kile waliokuwa wagonjwa wakaja, nao wakaponywa.","Ayio agachia gokoreka, abande ase egesinka keria, abarenge namarwaire, bagacha, bakagwenigwa.",Trilingual-Bible,bibile.csv
130569,"They also honored us with many honors; and when we sailed, they put on board the things that we needed.","Wakatupa heshima nyingi, nasi tulipokuwa tayari kusafiri kwa njia ya bahari, wakapakia melini vitu vyote tulivyokuwa tunavihitaji.",Na barabwo bagatosika ase ogosika okonene; naende ekero twachia gosoa emeeri bagatoa ebinto biria twaremeire.,Trilingual-Bible,bibile.csv
130570,"After three months, we set sail in a ship of Alexandria which had wintered in the island, whose figurehead was “The Twin Brothers.”",Miezi mitatu baadaye tukaanza safari kwa meli iliyokuwa imetia nanga kwenye kisiwa hicho kwa ajili ya majira ya baridi. Hii ilikuwa meli ya Iskanderia yenye alama ya miungu pacha waitwao Kasta na Poluksi.,"Magega y’emetienyi etato tokagenda n’emeeri y’Aleksanderia, eyabegetwe kobeera aria ase egesinka ekero gi’etoigo, na ekemanyererio kiaye kiarenge Diosikuri (engencho yaye abamura chibarongo).",Trilingual-Bible,bibile.csv
130571,"Touching at Syracuse, we stayed there three days.",Kituo chetu cha kwanza kilikuwa Sirakusa na tukakaa huko siku tatu.,"Togaika Sirakusa, tokamenyao amatuko atato.",Trilingual-Bible,bibile.csv
130572,"From there we circled around and arrived at Rhegium. After one day, a south wind sprang up, and on the second day we came to Puteoli,","Kisha tukangʼoa nanga, tukafika Regio. Siku iliyofuata, upepo mkali wa kusi ukavuma, na siku ya pili yake tukafika Puteoli.","Korwa agwo togaetanana, togaikera Regiumu. Magega ye rituko erimo embeo ya Irianyi ekagusa; rituko ria kabere togaika Puteoli.",Trilingual-Bible,bibile.csv
130573,"where we found brothers, and were entreated to stay with them for seven days. So we came to Rome.","Huko tukawakuta ndugu, nasi tukakaribishwa tukae nao kwa siku saba. Hivyo tukaendelea na safari mpaka Rumi.","Agwo tokanyora abaminto, bagatosorora tomenye amo nabarabwo amatuko atano, na abere; erio togaika Rumi.",Trilingual-Bible,bibile.csv
130574,"From there the brothers, when they heard of us, came to meet us as far as The Market of Appius and The Three Taverns. When Paul saw them, he thanked God and took courage.","Ndugu wa huko Rumi waliposikia habari zetu, walikuja mpaka Soko la Apio na mahali paitwapo Mikahawa Mitatu kutulaki. Paulo alipowaona, alimshukuru Mungu akatiwa moyo.","Abaminto b’aroro, ekero baigwete amang’ana igoro yaito, bagacha goika Apioforo na Tiretaberne gotorototera aroro. Paulo ekero achia kobarora, akamobaka Nyasae, akaremigwa.",Trilingual-Bible,bibile.csv
130575,"When we entered into Rome, the centurion delivered the prisoners to the captain of the guard, but Paul was allowed to stay by himself with the soldier who guarded him.","Tulipofika Rumi, Paulo aliruhusiwa kuishi peke yake akiwa na askari wa kumlinda.","Ekero twasoa Rumi, Paulo akaegwa ribaga komenya ere bweka, amo nomorendi ore komorenda.",Trilingual-Bible,bibile.csv
130576,"After three days Paul called together those who were the leaders of the Jews. When they had come together, he said to them, “I, brothers, though I had done nothing against the people or the customs of our fathers, still was delivered prisoner from Jerusalem into the hands of the Romans,","Siku tatu baadaye Paulo akawaita pamoja viongozi wa Kiyahudi. Walipokwisha kukusanyika akawaambia, “Ndugu zangu, ingawa sikufanya jambo lolote dhidi ya watu wetu au dhidi ya desturi za baba zetu, lakini nilikamatwa huko Yerusalemu nikakabidhiwa kwa Warumi.","Magega y’amatuko atato, akarangeria abanene b’Abayahudi amo. Ekero basangererekanire akabateebia: “Baminto, nonya tinkoreti ring’ana riibe ase abanto baito, gose ring’ana riatananegete korwa ase chingencho chie chisokoro chiaito, korwa Yerusalemu nkabekwa ase amaboko ’Abarumi buna omosibwa.",Trilingual-Bible,bibile.csv
130577,"who, when they had examined me, desired to set me free, because there was no cause of death in me.","Wao walipokwisha kunihoji, wakataka kuniachia huru kwa sababu hawakuona kosa lolote nililolifanya linalostahili adhabu ya kifo.","Ekero bakoorire komboria bakarigia gonsibora, ekiagera tibanyorete engencho ende yonsi yangwenerete ng’itwe.",Trilingual-Bible,bibile.csv
130578,"But when the Jews spoke against it, I was constrained to appeal to Caesar, not that I had anything about which to accuse my nation.","Lakini Wayahudi walipopinga uamuzi huo, nililazimika kukata rufaa kwa Kaisari, ingawa sikuwa na lalamiko lolote juu ya taifa langu.","Korende ekero Abayahudi bangete aya, nkabetererigwa korigia ekiina kiane keirwe ase Kaisari, tari ng’a narenge ne ring’ana ri’ogosoera abanto b’egesaku kiane.",Trilingual-Bible,bibile.csv
130579,For this cause therefore I asked to see you and to speak with you. For because of the hope of Israel I am bound with this chain.”,"Basi hii ndiyo sababu nimewatumania, ili niseme nanyi. Kwa kuwa ni kwa ajili ya tumaini la Israeli nimefungwa kwa minyororo.”","Nabo ase engencho eyio nero nabarangereirie, erinde mbarore, na gokwana nainwe, ekiagera nasibirwe ase ekenyuri eke ase engencho y’ogosemeria kw’Abaisraeli.”",Trilingual-Bible,bibile.csv
130580,"They said to him, “We neither received letters from Judea concerning you, nor did any of the brothers come here and report or speak any evil of you.","Wakamjibu, “Hatujapokea barua zozote kutoka Uyahudi zinazokuhusu, wala hapana ndugu yeyote aliyekuja hapa ambaye ametoa taarifa au kuzungumza jambo lolote baya juu yako.","Baria bakamoteebia: “Intwe titwana konyora amarube ande agokwana amang’ana igoro yao korwa Boyahudi, gose onde ominto tari nonya noyomo oikire aiga na gototeebia amang’ana, gose okwanire ring’ana riibe igoro yao.",Trilingual-Bible,bibile.csv
130581,"But we desire to hear from you what you think. For, as concerning this sect, it is known to us that everywhere it is spoken against.”",Lakini tungependa kusikia kutoka kwako unalofikiri kwa sababu tunajua kwamba kila mahali watu wanazungumza mabaya kuhusu jamii hii.”,"Korende ntorigetie koigwa korwa ase ore buna orooche aye, ekiagera ase ekeombe keria twamanyire ng’a giakwanirwe bobe kera aase.”",Trilingual-Bible,bibile.csv
130582,"When they had appointed him a day, many people came to him at his lodging. He explained to them, testifying about God’s Kingdom, and persuading them concerning Jesus, both from the law of Moses and from the prophets, from morning until evening.","Baada ya kupanga siku ya kuonana naye, watu wengi wakaja kuanzia asubuhi hadi jioni akawaeleza na kutangaza kuhusu Ufalme wa Mungu akijaribu kuwahadithia juu ya Yesu kutoka Sheria ya Mose na kutoka Manabii.","Kobachorire rituko nere, abanto abange mono bagacha asare aase amenyete. Akabateebereria korwa mambia goika mogoroba, na koorokia amang’ana igoro y’oborwoti bwa Nyasae, agateema kobateebereria amang’ana igoro ya Yeso korwa ase amang’ana ’amachiiko a Musa na korwa ase ababani.",Trilingual-Bible,bibile.csv
130583,"Some believed the things which were spoken, and some disbelieved.","Baadhi wakasadiki yale aliyosema, lakini wengine hawakuamini.","Abande bagancha ayakwanete, abande tibayaancha.",Trilingual-Bible,bibile.csv
130584,"When they didn’t agree among themselves, they departed after Paul had spoken one message: “The Holy Spirit spoke rightly through Isaiah the prophet to our fathers,","Hivyo hawakukubaliana, nao walipokuwa wanaondoka, Paulo akatoa kauli moja zaidi: “Roho Mtakatifu alinena kweli na baba zenu aliposema mambo yale yaliyomhusu Bwana Yesu kwa kinywa cha nabii Isaya kwamba:","Ekiagera batabwatanete barabwo ase barabwo, bakagenda ekero Paulo akwanete ring’ana eri erimo ng’a: Omoika Omochenu nokwanete buya ne chisokoro chiaito goetera ase omonwa bw’omobani Isaya, ogoteeba,",Trilingual-Bible,bibile.csv
130585,"saying, ‘Go to this people and say, in hearing, you will hear, but will in no way understand. In seeing, you will see, but will in no way perceive.","“ ‘Nenda kwa watu hawa na useme, “Hakika mtasikiliza lakini hamtaelewa; na pia mtatazama, lakini hamtaona.”","Genda ase abanto aba, obateebie: Okoigwa namoigwe, korende timokomanya nonya ng’ake, na okorora namorore, korende timoyarengereria nonya ng’ake.",Trilingual-Bible,bibile.csv
130586,"For this people’s heart has grown callous. Their ears are dull of hearing. Their eyes they have closed. Lest they should see with their eyes, hear with their ears, understand with their heart, and would turn again, then I would heal them.’","Kwa kuwa mioyo ya watu hawa imekuwa migumu; hawasikii kwa masikio yao, na wamefumba macho yao. Wasije wakaona kwa macho yao, na wakasikiliza kwa masikio yao, wakaelewa kwa mioyo yao, na kugeuka nami nikawaponya.’","Naki chinkoro chi’abaanto aba chiabeire chinyoro, na amato abo nigo are amarito ase okoigwa, na amaiso abo bayamiamirie, tibacha korora namaiso abo, gose baigwe namato abo, gose bamanye ne chinkoro chiabo, baonchoke, na inche mbagwenie.",Trilingual-Bible,bibile.csv
130587,"“Be it known therefore to you that the salvation of God is sent to the nations, and they will listen.”","“Basi na ijulikane kwenu kwamba, huu wokovu wa Mungu umepelekwa kwa watu wa Mataifa, nao watasikiliza.”","Naki amanyekane ase more ng’a ogotooreka oko kwa Nyasae kwairirwe ase abanto b’Ebisaku, nabarabwo nabaigwe.",Trilingual-Bible,bibile.csv
130588,"When he had said these words, the Jews departed, having a great dispute among themselves.","Naye akiisha kusema maneno haya, Wayahudi wakaondoka wakiwa na hoja nyingi miongoni mwao.","Ekero akoorire gokwana amang’ana aya, Abayahudi bakagenda, bakaamererania amang’ana amange barabwo ase barabwo.",Trilingual-Bible,bibile.csv
130589,"Paul stayed two whole years in his own rented house and received all who were coming to him,",Kwa miaka miwili mizima Paulo alikaa huko kwa nyumba aliyokuwa amepanga. Akawakaribisha wote waliokwenda kumwona.,"Paulo akamenya engaki y’emiaka ebere ase enyomba amenyete, eye are goakanera, akaba okoroisia abanto bonsi abarenge komochiera,",Trilingual-Bible,bibile.csv
130590,"preaching God’s Kingdom and teaching the things concerning the Lord Jesus Christ with all boldness, without hindrance.","Akahubiri Ufalme wa Mungu na kufundisha mambo yale yaliyomhusu Bwana Yesu Kristo, kwa ujasiri wote na bila kizuizi chochote.","okorandia amang’ana ’oborwoti bwa Nyasae, na kworokereria abanto amang’ana igoro y’Omonene Yeso Kristo noboremu obonge, takanigwa na monto.",Trilingual-Bible,bibile.csv
130591,"Paul, a servant of Jesus Christ, called to be an apostle, set apart for the Good News of God,","Paulo, mtumishi wa Kristo Yesu, aliyeitwa kuwa mtume na kutengwa kwa ajili ya Injili ya Mungu,","Korwa ase inche Paulo, omosomba o Kristo Yeso, n’omotomwa nachoretwe nakorangerigwa, korandia enchiri ya Nyasae,",Trilingual-Bible,bibile.csv
130592,"which he promised before through his prophets in the holy Scriptures,","Injili ambayo Mungu alitangulia kuiahidi kwa vinywa vya manabii wake katika Maandiko Matakatifu,",eye Nyasae atang’anete koria eira ase emenwa y’ababani baye ase amariiko amachenu.,Trilingual-Bible,bibile.csv
130593,"concerning his Son, who was born of the offspring of David according to the flesh,","yaani, Injili inayomhusu Mwanawe, yeye ambaye kwa uzao wa mwili alikuwa mzao wa Daudi,","Eye nenchiri igoro y’Omwana oye Yeso Kristo, Omonene oito. Ere akaiborwa buna Mwanyabaanto ase ororeria rwa Daudi,",Trilingual-Bible,bibile.csv
130594,"who was declared to be the Son of God with power according to the Spirit of holiness, by the resurrection from the dead, Jesus Christ our Lord,","na ambaye kwa uwezo wa Roho wa utakatifu alidhihirishwa kuwa Mwana wa Mungu kwa ufufuo wake kutoka kwa wafu, yaani, Yesu Kristo, Bwana wetu.",naende ase okobokigwa korwa ase abakuure na ase chinguru chi’Omoika bw’Obochenu akaorokigwa koba Omwana o Nyasae.,Trilingual-Bible,bibile.csv
130595,through whom we received grace and apostleship for obedience of faith among all the nations for his name’s sake;,"Kwa kupitia kwake na kwa ajili ya Jina lake, tumepokea neema na utume ili kuwaita watu miongoni mwa watu wa mataifa yote, waje kwenye utii utokanao na imani.","Asare ere ntwanyorete obuya na obotomwa, erio ase engencho y’erieta riaye tworokererie abanto b’ebisaku bionsi, erinde banyare koba nokoigwera gw’okwegena",Trilingual-Bible,bibile.csv
130596,among whom you are also called to belong to Jesus Christ;,Ninyi nyote pia mko miongoni mwa watu walioitwa ili mpate kuwa mali ya Yesu Kristo.,"amo nainwe abanyene, inwe abamwarangeretigwe koba aba Yeso Kristo.",Trilingual-Bible,bibile.csv
130597,"to all who are in Rome, beloved of God, called to be saints: Grace to you and peace from God our Father and the Lord Jesus Christ.",Kwa wote walioko Rumi wapendwao na Mungu na kuitwa kuwa watakatifu: Neema na amani itokayo kwa Mungu Baba yetu na kwa Bwana wetu Yesu Kristo iwe nanyi.,"Nabariikeire inwe mwensi abamomenyete Rumi, abanchwa ba Nyasae, abamwarangeretigwe koba abachenu. Obuya bobe ase more na omorembe bikorwa ase Nyasae Tata oito, na ase Omonene Yeso Kristo.",Trilingual-Bible,bibile.csv
130598,"First, I thank my God through Jesus Christ for all of you, that your faith is proclaimed throughout the whole world.","Kwanza kabisa, namshukuru Mungu wangu kwa njia ya Yesu Kristo kwa ajili yenu nyote, kwa sababu imani yenu inatangazwa duniani kote.","Ritang’ani naakeire Nyasae one ng’a mbuya mono ase Yeso Kristo ase engencho yaino inwe mwensi, ekiagera okwegena kwaino kwamanyekanire ase ense yonsi.",Trilingual-Bible,bibile.csv
130599,"For God is my witness, whom I serve in my spirit in the Good News of his Son, how unceasingly I make mention of you always in my prayers,","Kwa maana Mungu ninayemtumikia kwa moyo wangu wote katika kuhubiri Injili ya Mwanawe, ni shahidi wangu jinsi ninavyowakumbuka","Inaki Nyasae, oyo ’ngokorera ase omoika one korandia enchiri y’Omwana oye, nere kirori one ng’a tintigeti kobaatora botambe ase ogosaba kwane.",Trilingual-Bible,bibile.csv
130600,"requesting, if by any means now at last I may be prospered by the will of God to come to you.","katika maombi yangu siku zote, nami ninaomba kwamba hatimaye sasa kwa mapenzi ya Mungu, njia ipate kufunguliwa kwa ajili yangu ili nije kwenu.","Botambe nigo ngosaba ng’a Nyasae karanche konyigorera enchera engiya, inchiche ase more.",Trilingual-Bible,bibile.csv
130601,"For I long to see you, that I may impart to you some spiritual gift, to the end that you may be established;","Ninatamani sana kuwaona ili nipate kuweka juu yenu karama za rohoni ili mwe imara,","Nigo inde n’amaiga kororana nainwe na kobaa ekeegwa ase enchera y’Omoika Omochenu, erio mobekwe chinguru,",Trilingual-Bible,bibile.csv
130602,"that is, that I with you may be encouraged in you, each of us by the other’s faith, both yours and mine.","au zaidi, ninyi pamoja nami tuweze kutiana moyo katika imani sisi kwa sisi.","erinde toremanie inche nainwe, kera omonto ase okwegena kw’oyonde, okwaino na okwane.",Trilingual-Bible,bibile.csv
130603,"Now I don’t desire to have you unaware, brothers, that I often planned to come to you (and was hindered so far), that I might have some fruit among you also, even as among the rest of the Gentiles.","Ndugu zangu, napenda mfahamu kwamba mara nyingi nimekusudia kuja kwenu (ingawa mpaka sasa nimezuiliwa), ili nipate kuvuna mavuno miongoni mwenu kama nilivyovuna miongoni mwa wengine ambao ni watu wa Mataifa wasiomjua Mungu.","Korende abaminto, nindigetie momanye ng’a ekero ase ekero nigo narengereretie gocha ase more (korende ngatangeka goika bono) erinde inyore okwama ase egati yaino, buna inde nakwo ase abanto b’Ebisaku binde.",Trilingual-Bible,bibile.csv
130604,"I am debtor both to Greeks and to foreigners, both to the wise and to the foolish.","Mimi ni mdeni kwa Wayunani na kwa wasio Wayunani, kwa wenye hekima na kwa wasio na hekima.","Ase ayio ninde n’esiira ase Abagiriki na ase abatari Abagiriki, ase abanyasemi na ase abariri.",Trilingual-Bible,bibile.csv
130605,"So as much as is in me, I am eager to preach the Good News to you also who are in Rome.",Ndiyo sababu ninatamani sana kuihubiri Injili kwenu pia ninyi mlioko Rumi.,Ase ensemo yane nigo nganetie mono korandia enchiri nonya nase more abamomenyete Rumi.,Trilingual-Bible,bibile.csv
130606,"For I am not ashamed of the Good News of Christ, because it is the power of God for salvation for everyone who believes, for the Jew first, and also for the Greek.","Mimi siionei haya Injili ya Kristo kwa maana ni uweza wa Mungu uletao wokovu kwa kila aaminiye, kwanza kwa Myahudi na kwa Myunani pia.","Inaki tinkororera enchiri obosooku, ekiagera ero n’okobua kwa Nyasae gokorenta ogotooreka ase onde bwensi oyo bwegenete, ritang’ani ase Omoyahudi, na ase Omogiriki boigo.",Trilingual-Bible,bibile.csv
130607,"For in it is revealed God’s righteousness from faith to faith. As it is written, “But the righteous shall live by faith.”","Kwa maana katika Injili haki itokayo kwa Mungu imedhihirishwa, haki ile iliyo kwa njia ya imani hadi imani. Kama ilivyoandikwa: “Mwenye haki ataishi kwa imani.”","Ekiagera ime yaye oboronge bokorwa ase Nyasae bwaorokiigwe korwa okwegena goika okwegena, buna eriikire, “Omonyene oboronge nabe moyo ase okwegena.”",Trilingual-Bible,bibile.csv
130608,"For the wrath of God is revealed from heaven against all ungodliness and unrighteousness of men who suppress the truth in unrighteousness,","Ghadhabu ya Mungu imedhihirishwa kutoka mbinguni dhidi ya uasi wote na uovu wa wanadamu ambao huipinga kweli kwa uovu wao,","Inaki endamwamu ya Nyasae yaorokiigwe korwa igoro, ase ogotamoiroka Nyasae gwonsi na obobe bwa Mwanyabaanto, abagotanga ekeene nobobe bwabo.",Trilingual-Bible,bibile.csv
130609,"because that which is known of God is revealed in them, for God revealed it to them.","kwa maana yote yanayoweza kujulikana kumhusu Mungu ni dhahiri kwao, kwa sababu Mungu mwenyewe ameyadhihirisha kwao.","Bono ayaranyare komanywa igoro ya Nyasae aorokigwe ase bare, ekiagera Nyasae nabaorokeretie.",Trilingual-Bible,bibile.csv
130610,"For the invisible things of him since the creation of the world are clearly seen, being perceived through the things that are made, even his everlasting power and divinity, that they may be without excuse.","Kwa maana tangu kuumbwa kwa ulimwengu, asili ya Mungu asiyeonekana kwa macho, yaani, uweza wake wa milele na asili yake ya Uungu, imeonekana waziwazi, ikitambuliwa kutokana na yale aliyoyafanya ili wanadamu wasiwe na udhuru.","Inaki chingencho chiaye, echi chitari kororekana, engencho yaye okobua kwaye gwa kare na kare, na obonyasae bwaye, nchimanyekanete korwa ase ogotongwa gw’ense ase ebinto atongete. Ase igo tibari naya bagotaamera.",Trilingual-Bible,bibile.csv
130611,"Because knowing God, they didn’t glorify him as God, and didn’t give thanks, but became vain in their reasoning, and their senseless heart was darkened.","Kwa maana ingawa walimjua Mungu, hawakumtukuza yeye kama ndiye Mungu wala hawakumshukuru, bali fikira zao zimekuwa batili na mioyo yao ya ujinga ikatiwa giza.","Inaki nonya bamanyete Nyasae, tibamosigete buna Nyasae, gose komoakera ng’a mbuya mono; korende ebirengererio biabo bikaba bosa, na emioyo yabo y’oboriri ekabekwa omosunte.",Trilingual-Bible,bibile.csv
130612,"Professing themselves to be wise, they became fools,","Ingawa walijidai kuwa wenye hekima, wakawa wajinga","Bagateeba ng’a mbare nobong’aini, korende bakaririeka.",Trilingual-Bible,bibile.csv
130613,"and traded the glory of the incorruptible God for the likeness of an image of corruptible man, and of birds, four-footed animals, and creeping things.","na kubadili utukufu wa Mungu aishiye milele kwa sanamu zilizofanywa zifanane na mwanadamu ambaye hufa, na mfano wa ndege, wanyama na viumbe vitambaavyo.","Bakaonchoreria obonene bwa Nyasae, oyotari n’ogosareka, ase omogwekano bw’ekieni kia Mwanyabaanto oyore nogosareka, na oyobwechinyoni, na bwe ching’iti chire n’amagoro ane, na bwe ching’iti chikwagura.",Trilingual-Bible,bibile.csv
130614,"Therefore God also gave them up in the lusts of their hearts to uncleanness, that their bodies should be dishonored among themselves;","Kwa hiyo, Mungu akawaacha wazifuate tamaa mbaya za mioyo yao katika uasherati, hata wakavunjiana heshima miili yao wao kwa wao.","Ase ayio Nyasae akabatiga ase okogania okobe gwe chinkoro chiabo, batunyane obonyaka goika bagasarerania ogosika ase emebere yabo barabwo ase barabwo,",Trilingual-Bible,bibile.csv
130615,"who exchanged the truth of God for a lie, and worshiped and served the creature rather than the Creator, who is blessed forever. Amen.","Kwa sababu waliibadili kweli ya Mungu kuwa uongo, wakaabudu na kutumikia kiumbe badala ya Muumba, ahimidiwaye milele! Amen.","ekiagera batigete ekeene kia Nyasae, bagachoora oborimo, bagasasiima na gokorera ebitongwa ribaga ri’Omotongi, oyorabaakwe kare na kare! Amina.",Trilingual-Bible,bibile.csv
130616,"For this reason, God gave them up to vile passions. For their women changed the natural function into that which is against nature.","Kwa sababu hii, Mungu aliwaacha wavunjiane heshima kwa kufuata tamaa zao za aibu. Hata wanawake wao wakabadili matumizi ya asili ya miili yao wakaitumia isivyokusudiwa.","Ase engencho eyio Nyasae akabatiga batunyane okogania kwabo kw’obosooku, goika abakungu babo bakaonchoreria okomenyana kw’omobere kwa boronge ase oko gotari kwa boronge.",Trilingual-Bible,bibile.csv
130617,"Likewise also the men, leaving the natural function of the woman, burned in their lust toward one another, men doing what is inappropriate with men, and receiving in themselves the due penalty of their error.",Vivyo hivyo wanaume pia wakiacha matumizi ya asili ya wanawake wakawakiana tamaa wao kwa wao. Wanaume wakafanyiana matendo ya aibu na wanaume wengine nao wakapata katika maisha yao adhabu iliyowastahili kwa ajili ya upotovu wao.,"Na abasacha boigo bagatiga okomenyana nabakungu kwa boronge, bagasambwa ase okorigania abasacha ase abasacha, bagakora ogokora kw’obosooku, bakanyora abanyene ogoakanwa kwa boronge kw’ogosaria kwabo.",Trilingual-Bible,bibile.csv
130618,"Even as they refused to have God in their knowledge, God gave them up to a reprobate mind, to do those things which are not fitting;","Nao kwa kuwa hawakuona umuhimu wa kudumisha ufahamu wa Mungu, yeye akawaachilia wafuate akili za upotovu, watende mambo yale yasiyostahili kutendwa.","Ekiagera batabarete ng’a ngento komomanya Nyasae, Nyasae akabatiga ase ebirengererio bie chingencho chiabo chimbe, bakore aya’atagwenereti.",Trilingual-Bible,bibile.csv
130619,"being filled with all unrighteousness, sexual immorality, wickedness, covetousness, malice; full of envy, murder, strife, deceit, evil habits, secret slanderers,","Wakiwa wamejawa na udhalimu wa kila namna, uasherati, uovu, tamaa mbaya na hila. Wamejawa na husuda, uuaji, ugomvi, udanganyifu, hadaa na nia mbaya. Wao pia ni wasengenyaji,","Bagaichorwa ne chingencho chionsi chitari boronge, na obobe, na okogania okobe, na okorengereria okobe, ne ribero, na oboiti, na eriomana, na obong’ainereria, na okogeechana. Bakaba abagenkani,",Trilingual-Bible,bibile.csv
130620,"backbiters, hateful to God, insolent, arrogant, boastful, inventors of evil things, disobedient to parents,","wasingiziaji, wanaomchukia Mungu, wajeuri, wenye kiburi na majivuno, wenye hila, wasiotii wazazi wao,","abaitania, abamogechete Nyasae, abachaayi, abaenenu, abetogia, abaroisia amabe, abatari koigwera abaibori babo,",Trilingual-Bible,bibile.csv
130621,"without understanding, covenant breakers, without natural affection, unforgiving, unmerciful;","wajinga, wasioamini, wasio na huruma na wakatili.","abariri, abatari abegenwa, abatari nobwanchani, abatari n’amaabera.",Trilingual-Bible,bibile.csv
