English,Ekegusii,Domain,dup_target,encoding_ok
"""We urge Kenyans to double-check the legitimacy of any NGO requesting donations via mobile payment. Many have been flagged for fraud.""","""Nigo togosaba abakenya koirorera gocheki oboamaene bwebiombe bia NGO dchigosaba ogokonya goetera entaneti. Chinyinge chiechio chianyorirwe koba echioboibi""",Security,False,True
the adoption of agricultural practices due to increased access ... The results indicate that credit access and market access are significant factors in honey ...,abaremi gochaka goitaba ase engencho yogoikera ... Amairanerio nigo akworokia ng'a ogoikera echiro nenchera eyemo ase oboke …,Agriculture,True,True
"""Be cautious of agents offering NHIF registration at matatu stages. Report such individuals to the nearest police post. NHIF registration is free.""","""Kabe maiso korwa abanto bagwekora ng'a nkorika bare ase omoroberio bweinsuarensi ya nyagitari (NHIF) abwo ase chirori chikorinerwa. Ripoti abanto abwo ase eporisi ere ange naye. Kwerika koba oyomo ase Einsuarensi ya Nyagitari (NHIF) mbosa egokorwa.""",Security,False,True
"These actions may also be combined with a push–pull strategy where the deer are ... Animal Feed Science and Technology, 181, 15–25. https ...","Ogokora oko nabo korabwatanigwe nomoroberio nogosegeta ase chingabi chire ... Obosayansi bwendagera yetugo na tekinorochia, 181, 15–25. https ...",Agriculture,True,True
KNCHR trains paralegals to support communities on legal rights.,Ekeombe keria ekenene kerendete oboronge bwakemwanyabanto KNCHR ngosomia kere abaegereri boboronge koegerera abanto igoro yoborongo bwabo.,Education,False,True
Expectant mothers are urged to start antenatal care visits during the first trimester of pregnancy to monitor both mother and baby's health. Early check-ups help identify risks and ensure safe delivery.,"Abasubati bebwateranetie basoroirwe gochaka kogenda ekeriniki ase emetienyi emetang'ani etato y'oborito, erio korenga afya y'omwana na ng'ina",Health,False,True
Use fog lights correctly to enhance visibility.,Okia ebitochi biria ebike bierori yao kore para kworokia ng'a erori ngocha ere.,Security,False,True
Technology supports gender-based violence prevention through safety apps and digital tools that offer emergency contacts and discreet help-seeking features.,Etekinorochi ngokonya ere gotanga ogokorerwa bobe ekiagera eki ore goetera ebikoreri bioborendi bwaya amo negedichitari konyora chinamba chiesimi korigia ogokonya otari kwemanyekania.,Security,False,True
KMTC March 2026 intake: Apply online before December 20.,Okarangerigwa kwa abana ase chikorechi chiobonyagitari omotienyi ogatato 2026: Toma ogosaba kwao goetera ientaneti yechitariki 20 chiomotienyi 12.,Education,False,True
Anti-bullying policy launched in all junior secondary schools.,"Amachiko arengete gotanga, gokwanerana na gokeania okomocherwa gose gochaya abana bande arurwe ase chisuku chiesekenderi ya nse chionsi",Education,False,True
This conversation seeks to understand what Government and private sector have done in presenting DPI in boosting agriculture.,Enkwana eye nerigie komanya eki eserikari egokora amo neki abanyabiasara ase okobeka DPI erio kogendereria chingencho chioboremi.,Agriculture,True,True
"Educational institutions must implement prevention programs that address harassment, assault, and exploitation in learning environments.","Chisukuru razima chiikeranie emeroberio gotanga gokorerwa bobe kobasuguma gose kobagechi, kobarwania ngose komiga oboronge bwabo ase engencho bare abagongeru ase chisukuru.",Security,False,True
"Kenya has reported high infection rates of Covid 19 every day; already 3077, 123 already registered in Kenya.","Kenya koripoti okomentekana okonene ase okoambokera gwa COVID-19 kera rituko; Ase ebipimo 3,077,123 biatokire koba na ebinyinyi bia COVID -19",Health,True,True
"Explore opportunities for your small farm or cooperative to supply fresh meat to hospitals (schools, hospitals) for their feeding programs.","Rigia komanya omoroberio oreo as oboremi bwao oboke gose ekeombe erio koonia enyama yao korwa egechinchio bwango kegima gocuia chinyagitari (chisukuru, na chinyagitari) ase omoroberio bwoborageria bwabo.",Agriculture,True,True
"Services to an organization with many people Kenya, have started awareness aimed at promoting foods rich in iron-folate to young people in Busia, Kiyui and nakuru regions","Obokoreri aae ekeombe kere nabanto abange Kenya, bachakirie amasomo borengete chindagera chire namadini yechuma-folate ase abasae chinsemo chia Busia, Kitui amo na Nakuru",Health,False,True
Announcement to farmers to use certified seeds and harvest big nationally.,Ogokurerwa gochia abaremi igoro yogotumia embusuro eria yancheire erio kogesa omoroberio bwense ase okorema endagera.,Agriculture,True,True
Shred documents containing personal information before disposal.,Tandora na gosria gose samba amasakara ao abwate amang'ana bobisi otarayatuguta.,Security,False,True
Upgrade dorms! Install fire exits in schools.,Agacha kebiyia! Beka emerangwa nechitirisa chiogotamera ekero omorero bwatekire esukuru.,Education,False,True
"Communities, stay safe! Prevent abductions near schools.","Ebinyoro, menya bwoba botaiyo! Tanga okobwatwa kwa abanto ase enchera etabwenereti ange nechisukuru.",Education,False,True
Strategic communication campaigns promote non-violent norms and responsible media coverage of gender-based violence.,"Omoroberio bwoboamo obangire buya komanyia na gosomia abanto korengete gosegeta abanto goonchoreria na kwanga gokorera abanto bande bobe na korwa eripoti igoro ya baria bakoreirwe bobe otarikonyorwa, amo noboriki na komanyia abanto amang'ana goetera chiredio na amagaseti ase enchewra etari koeneria gokwanrera obobe bwogokorera aband bobe.",Security,False,True
Ministry of Education launches mobile app to monitor school feeding program activities and ensure transparency.,"Eminisitiri yechisemi yaansire omoroberio bwechisimi ogokonya abarai, abaibori na baria bande bare nokobua kobwatia, koraa, ana korenda emeroberio yechiukuru goetera egedichitari igiro yomoroberio bwokoragaria erio goikerania ng'a ayio ngokoreka are maiso marore.",Education,False,True
"Conserve water on your farm through techniques like mulching, rainwater harvesting, and drought-resistant crops like sweet potatoes.","Renda amache gose obonyiu koera ase riroba bwango ase ogotuba riroba nobanyansi gose eubi, gotacha na kogacha amache yembura, na gosimeka ebimeri biria bikoremereria eguragura buna amarabwoni.",Agriculture,True,True
"Encourage proper vehicle maintenance, child safety, and driver education programs","Segeta oborendi bwechirori obuya, oborendi bwabana, nemeroberio yogomia abagendia chirori.",Security,False,True
It was announced that schools under leadership of yopung people and how they prepare poridge….,Yararetigwe buna chisukuru chikoragwa na abasae bàkorosia chirongori chikongorie na ebitakunero amo na abaobisa bobochenu,Health,False,True
"Mungatana urges IEBC to ensure transparency, fairness in upcoming by-elections","Mungatana orure okoboria ase IEBC koenekia oboene, obwasioku ase obochori oboke obwo bore motwe.",Governance,False,True
Upgrade ICT infrastructure 2021.,Beka ebito ebiyia bietekinorochia yamangana na gokwanerana ICT omwaka 2021.,Education,False,True
"Community policing committees model in Narumoru station (serving Nyeri County), supported by IMLU, engaging community officers","Engencho engiya yechikomiti chia abarendi boborendi aaria omochie o'Narumoru station (Obokoreri bwakaonti ya Nyeri), bwasiretwe na IMLU, kobwaterana nabarai bebinyoro.",Security,False,True
"A multi-agency forum aligned civil society, oversight bodies, and government to develop a coordinated police reform strategy.","Okobwaterana kwebiombe biechi-enichio (NGOs), baria bakomongera, amo nesirikari korosia amo omoroberio bwokoererania ase okoererania kwa'maonchorerio a porsi.",Security,False,True
KNCHR conducts outreach to educate the public on constitutional rights.,Ekeombe keria ekenene kerendete oboronge bwakemwanyabanto KNCHR ngokora kere omoroberio bwogosomia abanto igoro yamachiko yoboronge bwomonto.,Education,False,True
Reduced soil erosion: Reducing tillage and maintaining soil cover with crop residues can reduce erosion by up to 80%. CA also generally increases soil organic ...,Keania omogoko bweriroba riao: Keania korema riroba na egera gotuba rirob rario cover neubi eria egotigara korwa rigesa buna enchera eyemo yogokeania omogoko bweriroba riao goika 80%. CA boigo nigo ekogesa obotobu ase riroba riao ...,Agriculture,True,True
"Progressive agriculture in kenya has transformed barren land, and increased yields among small scale farmers.",a Museo. Kwegera oboremi bwokwegendereria aiga Kenya bwaonchoire emegondo emenene yarenge emegomba koirania obotoby na kogesa obioremi nerigesa riebirengo bia igoro.,Agriculture,True,True
Train on data management 2023.,Somia igoro yokorenda amang'ana 2023.,Education,False,True
Youth Agenda introduces hackathons to design youth policies.,Achenda yaasae goetera okobwaterana korosia amachiko agosira abasae.,Education,False,True
Use privacy screens on laptops in public to prevent shoulder surfing.,Tumia ekerore ase ekombiuta yao yakoboko ekerore monto onde ore ange naye atanyarekorora eki okorikagose gwancha monto abekerere gento igoro ase ekombiuta yao. Eyio nabe arabe enchera eyemo yomoiba amangana ao gose kokoibera chibesa.,Security,False,True
"Do not share your MPESA PIN with anyone. Safaricom and banks will never ask for it. If in doubt, call official support.","Tobaisa gosanga enemba yao yobobisi ya MPESA nonde bwensi. Safaricom gose ebengi mbarikobori koboria nga obayetebie. Ekero ore nechitangutangu yeringana erio, rangeria ebengi yao koboria buya okonywe.",Security,False,True
Use crossing points and traffic lights where available.,Tumia gotamboka epara aase ebimanyererio bibekire gose chitochi chikogotebia ekero obwenerete gotamboka epara.,Security,False,True
"Lets talk about mental health! If they have abondoned this duty, reach out to them a speak","Tokwanere obochenu bwobongo! Onye batigire gokwana, koranche barigie obakwanere",Health,False,True
"If your child is not sitting, crawling, or speaking by the expected age, visit a pediatric clinic for evaluation","Onye omwana oo taraikaransa, tari kwagora, gose tari gokwana ase chingaki chibwenerete, tarera enyagitari y'abana igere onyore obomanyi.",Health,False,True
Great resolutions including individuals in a summit meeting G20. Finance and agriculture of G20 in Washington DC.. na..,Amangana engencho yomonto na aya okoinyoria nabwatekaine nokowa amangana amanene as omosangerekano obeene o G20 Bwechibesa na Oboremi korwa Omominisita o Washington D.C. na...,Agriculture,True,True
Good eggs sales on free range poultry both online and newspapers adverts. Learn on how you can promote the same and reach buyers.,Oboonia obuya bwamagena echingoko chiao chiria chigotara isiko goetera obokoreri bwembeo namagaseti. Nyora obomanyi igoro buna oranyare komanyekania amagena echingoko chiao na goikera abagori.,Agriculture,True,True
EACC filed 47 civil suits to recover KSh 9.2B in stolen assets.,Ekeombe keria ekenene gokorwania obokorekanu (EACC) ngiasoete ebina 47 biamang'ana egenka koirania chibirioni 9.2 chiebinto bieserikari bibire chikaonti ao ao.,Security,False,True
"Report child labor, forced marriage, and abuse to relevant authorities or hotlines.","Manyia abagambi bebinyoro gose abasikari otari konyorwa igoro yobosomba bwabana, enywomo yabana, gotibongwa gose gokorerwa bobe goetera enamba yesimi yamorero.",Security,False,True
The month of June is a commemoration of self care and your mental health. Practice to take care of yourself,Omotiènyi ogatano nekeinyorio giokoroberia okwerenda omonyene na obochenu bwobongo. Enari kwerenda,Health,False,True
"This document explains national joint efforts that focuses on weather patterns( here ""unity"") which aims at improving. ..","Omoroberio oyo bwemeremo nigo okoera buya buna ekeombe kiobomo bwense giachagete ase oboremo borengete rire (aigamotwe ""Obomo) obwo borigetie gokoinia...",Agriculture,True,True
Wrap children upside down to sleep and tend over it in a bid to strengthen its neck development and ….,Areria abàna maramama na kobarorà erio kokong'ià ebigoti na orogendo,Health,False,True
"A petition is a formal request submitted to the County Assembly by individuals or organizations from the public, seeking the Assembly's intervention on matters falling within its legislative authority.","Riuko riogosaba nenchera yabeene yokoboria Ebunge Yekaonti goetera omonto gose obomo bwebiombe, gosaba ogotegererwa kwa amangana are inse yobambi bwabo.",Governance,False,True
Ministry of ICT initiates targeted e-learning projects promoting girls — TM education in rural communities.,"Omoroberio bwe'Minisitiri Yamangan, Gokwanerana na Egetekinorochia (ICT) orengete gokinia amsomo goetera eintaneti ogosegeta chisemi ase abana abanyaroka ba risabu.",Education,False,True
KICD is accelerating the development of digital learning content to support the Competency-Based Curriculum (CBC) implementation.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) ngosegeta kere ogoikerania kwamasomo egedichitari erio gosira (CBC).,Education,False,True
"Discover the benefits of farmers groupd or cloud fundraising, including wholesale trading, joint marketing and getting loans.","Rigia komanya obuya obonge boreo ase okobwatana gose korosia ebiombe bigokonya korwa ebioboremi, amo nobogori bwebinto bioboremi ase obonge, ogosanga echiro, na buna ogoikera amakobeso yoboremi.",Agriculture,True,True
Government funds modernization of equipment and lab facilities in STEM resource centers across counties.,Eserikari yarure chibesa koagacha amaagacho a bono nabiganeirie biegesayansi chisenta chionsi ime yense (STEM).,Education,False,True
"Everyone has the right to participate in government and public affairs, including by seeking to be elected and to vote in genuinely democratic elections.","Kera omonto nare neribaga riokomanya na koboria buna eserikari egokora emeremo, amo na gochorwa gose goaka ekura ase enchera yekeene.",Governance,False,True
Employers to allow breast feeding mothers humble time to breast feed their children,Àbàtachiri barwa amabaga yokogonkia na gosegeta abangina bakogonkia,Health,False,True
"Maidens are expected to follow government guidelines on vaccination to protect their children from measles, polio and TB","Abareri nigo bagwenerete kobwatia omoroberio bw'ense bw'echanjo erio korenda abana korwa ase amarwaire amabe buna measles, polio na Esese",Health,True,True
Pregnat women should get tetenus injection for their care and their unborn babies from tenetenus infections,Abasubati bebwateranetie mbaganeirie konyora esindani ya tetanus erio berende amo nomwana otaraibirwa korua ase endwari eyio ya tetanus.,Health,False,True
Governor Isiolo county urges residents to support the government and be ready for development and growth in the county,omogabana bw'ekaunti ya isiolo orure okoboria ase abamenyi gosira eserekari naboigo kwerwa ase amagenderero amo nogokina gwekaunti yabo.,Governance,False,True
Residents are advised to participate in during this period.,Abamenyi basemigwe gosanga ebiro ebio,Governance,False,True
"Consumer Guide - Kenya Bankers Association Consumer Guide Home Consumer Guide Consumer Guide kbaadmin May 11, 2022 July 6, 2022 The Kenya Bankers Association (KBA) encourages its members to employ best practice when providing financial services, including the highest level of customer care when engaging with the banking public.","Egekoraa abagori - Oborai bwekeombe kia baria gachete chibesa chiabo ebengi kbaadmin omotienyi 5 chitariki 11, omwaka 2022, omotienyi 7 chitariki 6, omwaka 2022. Ekeombe kianyabengi gia Kenya (KBA) giasegetire abamemba babo nabakori emeremo bonsi korwa obokoreri oboikeranu, noborendi bwa igoro bwechikasitoma chiabo abwo bagocha korigwa obokoreri bwabo.",Governance,False,True
"EACC stresses multi‑sector participation, using technology to strengthen anti‑corruption action.","Ekeombe keria gekorwania obokorekanu (EACC) kiaboririe okobwaterana nebitengo ao ao, goetera etekinorochi gokong'ia korwania obokorekanu.",Security,False,True
African Anti‑Corruption Day linked corruption to human rights harm.,Rituko riokoinyora egegi igoro yokorwania obokengeka aiga Africa ndirogetie buna obokorekanu bokomiga oboronge bwekemwanyabanto bwabanto.,Security,False,True
Animal noise disturbs communities. Proper housing reduces noise and prevents complaints.,Okwana gwechiombe nigo gokogechia abanto. Koagacha obweri obuya nigo bogotanga eriogi riokwana na igo gotanga abanto kwemurangania.,Security,False,True
OMR answer sheets for KPSEA 2025 now use circles instead of lines.,Etekinorochi yokomaki amatemwa ase okororera ritemwa rimakirie (OMR) ase okorenga amatemwa yeschisukuru chioboroso (KPSEA) 2025 bono ata enoti na tari buna yarenge yokongororia.,Education,False,True
The use of GM technology has helped farmers to make money by giving them better seeds that resist the destructive insects from feeding on the crop in the field.,Omoroberio o tekinorochia ya GM okonyire abaremi korosia chibesaase okobanyorera embusuro yechintetere chiria chikoamereria ebichuni biria bigosaria ebimeri ase okobiria buna endagera yaboase omogondo.,Agriculture,True,True
An examination of patented technologies related to agricultural biotechnology illustrated the large in- crease in both public and private sector patents since.,Obokongori borendete oboremi bwetekinorochia yoboremi erio gokinia oboremi nerigesa nigo yaorogetie ogoitabwa na kobwatwa mono neserikari amo nabanyabiasara korwa abwo nyuma…..,Agriculture,True,True
Climate change has affected maize production and a robust plan is technically required to increase yields and food security across the world.,Ogoonchoka kwerire gwakeirie rigesa riebituma na ase ayio omoroberio otekinorochia noganeririe erio gokinia rigesa na korwania oboremu bwendagera ase ense engima.,Agriculture,True,True
Free laptops & toolkits for all 2025 TVET engineering graduates.,Chikombiuta chinke chiakoboko chibekire emeroberio yonsi yogosomera ase abana bonsi bechisukuru chiobobundi nechisemi chiokwegendereria (TVET) omwaka 2025 ase abainchinia bari bakorire amasomo abo.,Education,False,True
"Kisii County MP Donya Dorice Aburi distributes goats and household items to widows and vulnerable residents at Taracha, Nyaribari Chache, and urges them to be self-reliant during a community event that included sports activities.","omochumbe okisii kaunti Donya Dorice oenanire chimbori qmo nebinto bianyomba gochia ase ababoraka amo nabaria batari kwenyara ime ya taraacha nyaribari chache. naboigo kobaboria gwetenenera, ase omoroberio bwegenka oyuo boigo obwate nechigosori ao ao.",Governance,False,True
Big announcement in the region by use of….????,"Okoraria okonene ase orogongo gotumia chimbwatereri erio goserokia ebimo biomobere, okobwaterana, na gokeiya obworo",Health,True,True
KNEC releases KCSE 2025 chief examiner reports early – download before exams!,"Ekeombe keria ekenene getenerete amatemwa KNEC kiarure eripoti yabateneri abanene bamatemwa esekenderi KCSE omwaka 2025, nyora eripoti eyio nyuma yamatemwa!",Education,False,True
Access results via school portal from December 1.,nkonyora bare amairanerio yamatemwa abo gotera chisukuru chiabo korwa etariki eyemo yomotienyi 12.,Education,False,True
"Get special knowledge on the sale of maize to businessmen in different ways, to prepare them, promote and how to price them.","Nyora okomanya kwabeene ase okoonia ebituma biao gochia ase baria bakobionchoreria chinchera aoa ao, na kobirosia, kobomanyekania, nenchera yokobiakera rigori.",Agriculture,True,True
"Access accurate weather forecasts for your area to plan dairy farming like planting, spraying, or harvesting effectively.","Konyora ogokurerwa kwa bwango ase omorakera gose etoigo nekonye ase okweroberia ase oboremi igor yogosimeka, gosiarera eriogo na nomoroberio bwokogesa ase obikeranu.",Agriculture,True,True
Lead the way! Participate in school leadership elections.,Kabe motwe! Kabe oyomo ase okorigia gochorwa buna omorai bwesukuru.,Education,False,True
"Market accessibility and guidelines in agricultural activity is important. Let it remembered farmers adjacentvyo markets, reap big...","Goikera echiro namorokererio igoro yayio nayengencho ase ogkinia obokoreri as oboremi . Buna yarorekanire, abaremi baria bare ang'e nechichiro chigenderete buya nigo bakoamba koba...",Agriculture,True,True
Hospitals urged to embrace and provide services under SHA,Chinyagetari chiaborigwe korwa obobwenia inse yomoroberio omonene bw'obobwenia SHA.,Governance,False,True
Document and resist illegal evictions; share lessons learned.,Rika na gokana okonganyigwa kwa abanto ase enchera etari engiya; sanga amo amang'ana obobui.,Security,False,True
Ministry of Education and Agriculture partner to improve school feeding programs to boost student attendance and learning.,Eminisitiri yechisemi na eyoboremi chiabwatanire kobeka buya omoroberio bwokorageria chisukuru orengete korora nga abana mbarema goika esukuru gosoma.,Education,False,True
High threat of kidnapping targeting foreigners in northern and coastal areas and travelers are urged to avoid high risk zones.,Obwoba bwa igoro bwokobwatwa na kobiswa kwabanto korengete abarwa isiko bamenyete aaria Irianyi mbarabare nenyancha na baria bonsi bagotumia chigari ase rogendo baboriigwe gotaika ange nchinsemo echio chiregire nobokebago.,Security,False,True
Support inclusion! Ensure schools have ramps and aids for disabled students.,Sira emeroberio ya bonsi! Rora nga chisukuru nchibwate ebisirero na biria bigokobakonya koigwa ase abana bare noboremaru ao ao.,Education,False,True
"To raise yields through bumper harvests , expanding means to markets, utilizing technology, grasp technology, the potential that lies in irrigation; in addition..","Gokinia rigesa goetera okogesa ubuya bwerigesa, kogareyia chinchera chigosoa echiro, gotumia tekinorochia, na kobwata tekinorochia; korigia komanya okobua kore ase ogosiarera amache mogondo; kmentekana...",Agriculture,True,True
NPS published a list of most wanted terror suspects and urged anonymous public reporting.,Ekeombe keria ekenene kia abasikari (NPS) nkiarwete omoroberio obaria baganeirie mono buna ebibago biogoaka chipomu na gosaba abanto babamanyie bakagerwa bande bateri gweteba barabwo mbarabi .,Security,False,True
Ready to register your group? Follow this guide to understand the legal requirements and process for registering a cooperative in Kenya.,Korika ekeombe kiao?Bwatia omoroberion oyo komanya omoroberio bwamachiko no okogenderera ase okorika ekembe kiao ase obomo bwebiombe Kenya.,Agriculture,True,True
Free Adobe Creative Cloud for all university students – claim with .ac.ke email NOW!,"Abana beyunifasiti bonsi bono banyorire bosa chibicha nebibwekaine kobakonya ase amasomo abo goetera egekoreri gia Adobe, saba ayio .ac.ke toma rirube riembeo BONO!",Education,False,True
"If we realize that you have not declared some of your assets, we will sue you for that and recover the assets that you have failed to declare - EACC CEO Mohamud warns public officers",Eise gotoka ng'a tikwebegete tenene enibo yao yonsi togende bosio bwekegambero erio togosoere nagokoura enibo eyio otabegete arabu amang'ana aye omokoreri omonene ase ekeombe giokorwania obokurumi ime yense. mohamud gochia ase abakoreri beserekari.,Governance,False,True
"CS Miano urges Ndaragwa residents to continue registering with the Social Health Authority (SHA), emphasizing the importance of Universal Health Coverage.",omowasiri Miano oboririe abamenyi Bandaragwa banderere kwerikia ase omoroberio bw'obobwenia Bwabanto bonsi (SHA),Governance,False,True
National Counter Terrorism Centre helped develop social media monitoring systems to detect hate speech and radical ideologies while protecting freedom of expression.,"Ekeombe keria ekenene gekorwania obokebago bwokoruta chipomu (NCTC) ngiakonyete korosia chinchera abariki amangana baranyare komongera, koigwa na komanya amangana, chinkwana gose ebiorokererio biokogosereria, gochegia, gose gosegeta ogochaya abande egekogera eki bare, na chisemi chiogosaria ebirengererio ase okwebisa ime yerichiko riobosibore bwogokwana.",Security,False,True
Health PS distributes mosquito nets in Busia County. Malaria prevalence in Busia stands at 39%. 22 counties targeted in latest campaign,"Omoriki omonene bw'ewizara y'Oborwaria koenana chineti ase ekaunti ya Busia.Ogoichora Kwa Esosera ase ekaunti ya Busia gwaikeire 39%.Chikaunti 22 chirengire ase chikampeini chia ang,'e iga.",Health,False,True
Grade 9 learners transition after KJSEA results in December.,Okwamboka kwa abana bageredi 9 nyuma bakorire na konyora amairanerio yamatemwa abo a'KJSEA omotienyi 12.,Education,False,True
"Sustainable Farming Services Africa (SFSA) is an advisory, training and consulting firm working within the agriculture sector in Kenya and elsewhere in Africa. We exist to promote the concepts of sustainability in farming practices in order to ensure profitability from agribusiness today while securing productivity of the same resources for future generations.","Enchera engiya yoboremi agia Africa (SFSA) nigo gekorwa obosemia, amo nechisemi buna baria bakorwa obotebereria na bagokora nabaremi aiga Kenya na ande onsi aiga Africa. nao tore erio tosegete engencho ya oboremi obuya erio korora ng'a abaremi nafaida korwa ebigeri biabo bioboremi arero nabo gosangereria rigesa tore narirorio ase ebigori biamotwe.",Agriculture,True,True
National Treasury organizes awareness programs on tax and compliance.,Ekegancha ekenene nkoroberia kere igoro yokomanyia abanto amangana ogoikerani korwa ebango.,Education,False,True
Climate smart agriculture is important as it aligns to 17 goals of SDGs.,Oboremi borengete ebimeri biria bikoremereria ogoonchoka kwerire na egurargura (CSA) mbore obwengencho as ogoikerania ayarengete okorambaria kwamagenderero yense 17 buna erengete (SDGs).,Agriculture,True,True
Train teachers! Teach protest safety protocols.,Somia abarimu! Somia igoro yokwerenda ekero giechiburaburru esukuru.,Education,False,True
"The booming youthful generation stretch demand as well, inclusive knowledge and expertise in livestock production, market access for livestock products..","Okogeseka kwabasae nigo esiemete ogokomontana gwechinguru chia motwe buna chisemi chiobokreri korenta obonda bwa motwe, amo na nochusi ase oboremi bwetugo, gosoa echiro na chinguru ase obotugi...",Agriculture,True,True
Counties will start food distribution of good quality and by reaching twelf thousand children within in the next six months and fifty nine through vitamin A supliments and deworming tablets purposed to strengthen children's immunity through quality food.,Chikaonti nchichakie chirwe endagera eisaine ase ogoikera abana chirifu ikomi na ibere egati yemetienyi etano nomo na emerongo etano na kianda ase okoenana Vitamin A na amariogo yogoita ebianda erio gotingia obonyamasi goetera endagera engiya,Health,False,True
On September 10 2021 KUCCPS released placement results for 2020 KCSE candidates with 130000 placed in TVET diploma and certificate courses.,Chitariki 10 omwaka 2021 ekeombe keria ekenene getenerete gochora abana gochia eyunifasiti nechikorechi (KUCCPS) ngiasogetie romoreberio bwa'bana bagosoa chiyunifasiti nechikorechi omwaka 2020 ase abana baria bakorete esekenderi (KCSE) goika amabaga 130000 ase abana bekosi yedipuloma TVET na amasomo ande yechisatifiketi yedipuloma.,Education,False,True
Discover from your small scale farming how you càn supply faster from slaughter house your meat to hospital ( schhols or hospitals) dictated by their feeding timetable.,"Rigia komanya omoroberio oreo as oboremi bwao oboke gose ekeombe erio koonia enyama yao korwa egechinchio bwango kegima gocuia chinyagitari (chisukuru, na chinyagitari) ase omoroberio bwoborageria bwabo.",Agriculture,True,True
coffee sales is facing challenges that affect one on one production and getting farmers of value and expansive markets.,"Oboonia bwekagwa bwabeire omochando oyio ong'entire rigesa riabaremi bekagwa ase ogotaikera echiro nerigori rigiya yerigesa riabo na echiro engima ase obogare, ...",Agriculture,True,True
Government to equip community learning centers with resources to support out-of-school youth.,Eserikari nerengereretie koagacha na kobeka bionsi ebiganeirie ase ebinyoro gkorora ng'a abana baria batari kogenda esukuru banyore amasomo yokwegendereria.,Education,False,True
Climate smart agriculture is an approach that helps to guide actions needed to transform and reorient agricultural systems effectively support...,Climate smart agriculture (CSA) is an approach that helps to guide actions needed to transform and reorient agricultural systems to effectively support ...,Agriculture,False,True
CS Ruku urges North Eastern residents to register for National IDs,Omowasiri Ruku obaboririe abamenyi ba mocha ya rogoro gotoma amaborio yokonyora abibande,Governance,False,True
Farmer groups can start savings and loan each other internally to grow their economy and governance. Learn how you làunch one.,Ebiombe biabaremi ngoikerania bire omoroberio bwobogachi chibesa ase ogokonyana chibesa barabwo ase barabwo gokinia obogoko bwabo na gwetenenera. Egera buna oranyare gokora ayio.,Agriculture,True,True
Market linkage and coordination. Connecting farmers with markets through digital platforms requires coordination between various stakeholders.,"Kobwatania chichiro amo na oboererania, kobwatania abaremi nechichiro, goetera omoroberio bwegechidichitari dnoganetie oboereria gati baria bakobwaterana ao ao. .",Agriculture,True,True
Washing your hands with soap when you are attending the child e.g changing its napkins prevents infection transimision to the child and its mother,Gwesibia amaboko nesabuni otararagera na ekero ogoonchoreria ebinto biobosabi bwomwana buna chinapkini nigo egotanga okwambokera kwebinyinyi ase omwana na mama omwabo,Health,False,True
Ekeombe ekene kiobobwenia giense (WHO) has launched Lenacapavir (LEN) injection cure for HIV AIDS. Kenya is one among the 9 countries imnplementuing this trial,"Ekeombe kioborwaria bw'ense WHO giancheranire okoenana Lenacapavir (LEN), esindani yogotanga Enyamoreo. Kenya yachorirwe koba eyemo yechinse kianda chiogochakerwa.",Health,True,True
Evaluate program impact 2025.,Renga oborito bwomoroberio oyo 2025.,Education,False,True
Sleeping under treated nets helps in preventing expectant mothers and their unborn babies from malaria infections,Korara ime yechineti chisibirie namariogo yogoita chinkoromba nigo chikorenda abasubati bare barito na abana babo bataraiborwa korwa ase esosera.,Health,True,True
"A report documented systemic excessive force during protests and called for prosecutions, crowd control reforms, and stronger conduct enforcement mechanisms.","Eripoti yarekoorokia buna abasikari bagotumia chinguru chinyinge ekero abanto bakorobererekana na ekaboria ng'a egosoerwa, amaonchorerio igoro buna abakorobererekana bakorendwa, nenchera ebwenerete kobarenda bikorwe.",Security,False,True
"Over 120,000 KCPE 2025 candidates to get full secondary scholarships.","Goetania abana 120,000 bakorete amatemwa yechisukuru chioboroso KCPE 2025 bnyore chibesa chikobakonya gosoma bosa esekenderi.",Education,False,True
"All TVET trainees to get Ksh 7,000 monthly stipend starting January.","abarimu baria binsi bkwegerigwa gosomia baakanwe 7,000 kera omotieny bekonyere nechikombiuta chiokoboko chiokwegeria gosomia tekinorochia nyuma ya yomotienyi omtang'ani 2026",Education,False,True
The Kenya Institute of Curriculum Development revised TVET curricula to align with industry demands for the 2019/2020 academic year.,Ekeombe keria getenenerete korosia amasomo nebigosomigwa (Kenya Institute of Curriculum Development) kiarosirie keboyia amasomo aTVET koreng'ana nokogania gwechifakitori ase omoroberio bwamasomo omwaka 2019/2020.,Education,False,True
"Promoting technology on push- pull approach. A successful trial. Use of traps. ZARI, DoA,CABI,CIMMYT.Zambia. public information ,inclusivity, on call.","Ogosegeta etekinorochi. Obotuki bwa keene korora gose. Ogochakakorora gose okobeka emetego ya pheromone ngokora ere emeremo buya. ZARI, DoA, CABI, CIMMYT. Zambia. Okomanyia abanto. Kobwatania. Ase orarangerie.",Agriculture,True,True
Kindly proceed to apply for a duplicate logbook from your account. Please reach out if your require any more information.,Kamoranchegenda motwe nagosaba egetabu kiegari yao ekio kebwakaine ekenyene korwa ase ekegancha kiao.Keratoke nobwate mochando onde.,Governance,False,True
