PSA_ID,Domain,Target_Languages,Source,Metadata,English,Kiswahili
PSA_00103,Education,[Placeholders],KUCCPS,"{""url"": ""https://x.com/KUCCPS_Official/status/2080193618426438117"", ""platform"": ""X/Twitter"", ""media"": ""https://x.com/KUCCPS_Official/status/2080193618426438117/photo/1""}","To all prospective medical students, your time is now! The application for Kenya Medical Training College (KMTC) September 2026 intake is officially OPEN through the KUCCPS students portal! This is your chance to start your journey into a career in healthcare. Don't wait, log","📢 Kwa wanafunzi wote wanaotarajia kusomea udaktari na afya, wakati wenu ni sasa! Maombi ya Chuo cha Mafunzo ya Matibabu cha Kenya (KMTC) mchujo wa Septemba 2026 yamefunguliwa rasmi kupitia Tovuti ya KUCCPS!"
PSA_00104,Education,[Placeholders],Huduma Kenya,"{""url"": ""https://x.com/HudumaKenya/status/2080156661092585550"", ""platform"": ""X/Twitter"", ""media"": ""https://x.com/HudumaKenya/status/2080156661092585550/photo/1""}","Placements done! Hujaridhika and would like to be transferred from your current placement? Pitia Huduma Centres karibu nawe, are ready to assist in inter institution transfer portal application.","Uwekaji wa kozi umekamilika! Hujaridhika na ungependa kuhamishwa kutoka chuo chako cha sasa? Tembelea vituo vya Huduma Centre karibu nawe, maafisa wa KUCCPS wako tayari kukusaidia katika ombi la uhamisho kati ya vyuo."
PSA_00105,Education,[Placeholders],KUCCPS,"{""url"": ""https://x.com/KUCCPS_Official/status/2079839172026613995"", ""platform"": ""X/Twitter"", ""media"": ""https://x.com/KUCCPS_Official/status/2079839172026613995/photo/1""}",Missed university application? You have another chance via KUCCPS. Read details here: https://nation.africa/kenya/news/education/missed-university-placement-here-s-your-second-chance-5531548?sfnsn=wa…,Ulikosa ombi la kujiunga na chuo kikuu? Unayo nafasi nyingine kupitia KUCCPS. Soma maelezo zaidi kwenye tovuti rasmi.
PSA_00106,Education,[Placeholders],KUCCPS,"{""url"": ""https://x.com/KUCCPS_Official/status/2079521349970649179"", ""platform"": ""X/Twitter"", ""media"": ""nan""}","Over the past week, KUCCPS has conducted career sensitisation forums in Bungoma County, in collaboration with Bungoma County Directorate of Education. The activities were held across six sub-counties of Tongaren, Bungoma North, Bungoma East, Mt. Elgon, Kopsiro, and Cheptais,","Katika wiki iliyopita, KUCCPS imeendesha mikutano ya ushauri wa taaluma katika Kaunti ya Bungoma ikishirikiana na Kurugenzi ya Elimu ya Kaunti."
PSA_00107,Education,[Placeholders],KUCCPS,"{""url"": ""https://x.com/KUCCPS_Official/status/2078414056222757149"", ""platform"": ""X/Twitter"", ""media"": ""nan""}","KUCCPS has concluded a five-day career guidance outreach series of activities in Migori County, during which 5,000 learners from 32 junior schools in Kuria West and Rongo Constituencies were sensitised. The campaign concluded on Friday with sessions at Nyankore Comprehensive","KUCCPS hitimisha mfululizo wa siku tano wa shughuli za ushauri wa taaluma katika Kaunti ya Migori, ambapo wanafunzi 5,000 kutoka shule 32 za msingi za gredi za juu walihamasishwa."
PSA_00108,Education,[Placeholders],KUCCPS,"{""url"": ""https://x.com/KUCCPS_Official/status/2078144362580426796"", ""platform"": ""X/Twitter"", ""media"": ""nan""}","Instant Placement! Form Four leavers applying for university placement during the current late degree application window are getting instant placement, KUCCPS Chief Executive Officer Dr. Agnes Mercy Wahome has announced. She spoke today during a sensitisation forum held at","Uteuzi wa Papo Hapo! Waliotoka kidato cha nne wanaoomba nafasi za vyuo vikuu katika dirisha la sasa wanapata uteuzi wa papo hapo, Mtendaji Mkuu wa KUCCPS Dkt. Agnes Mercy Wahome atangaza."
PSA_00109,Security,[Placeholders],NHTSA / Public Transport Safety Authority,"{""category"": ""Speeding"", ""type"": ""Social Norming Campaign""}",Speeding Catches Up With You: This campaign focuses on social norming as a way of deterring people from speeding. Drive within speed limits to stay safe on the road.,Mwendo Kasi Unakufikia: Mkakati huu unalenga kubadilisha mienendo ya jamii ili kuwazuia watu kuendesha gari kwa mwendo kasi. Endesha gari kwa mwendo unaoruhusiwa ili kubaki salama barabarani.
PSA_00110,Security,[Placeholders],NHTSA / Public Transport Safety Authority,"{""category"": ""Speeding"", ""type"": ""Enforcement Campaign""}",Speeding Slows You Down: High-visibility enforcement campaign. Messaging is supported by increased law enforcement to enforce speed limits.,Mwendo Kasi Unakurudisha Nyuma: Mkakati wa usimamizi wa sheria barabarani. Ujumbe huu unaungwa mkono na kuongezwa kwa maafisa wa usalama ili kusimamia mipaka ya mwendo kasi.
PSA_00111,Health,[Placeholders],Public Child Safety & Health Authority,"{""category"": ""Child Safety"", ""type"": ""Public Health Advisory""}","Heatstroke Prevention: Resources to help educate parents and caregivers about the dangers of hot cars, including children getting trapped in an unlocked vehicle, being forgotten or left.","Kuzuia Mlipuko wa Joto (Heatstroke): Rasilimali za kuelimisha wazazi na walezi kuhusu hatari za magari yenye joto kali, ikiwa ni pamoja na watoto kukwama kwenye gari lililo wazi, kusahaulika au kuachwa ndani."
PSA_00112,Security,[Placeholders],Public Road Safety Authority,"{""category"": ""Vehicle Safety"", ""type"": ""Seasonal Driving Safety Advisory""}",Summer Driving Tips: Seasonal changes bring opportunities to share vehicle safety information and remind drivers to drive safely and prepare for seasonal conditions on the road.,Dokezo za Uendeshaji Magari Msimu wa Joto: Mabadiliko ya msimu yanatoa fursa ya kushiriki taarifa za usalama wa gari na kuwakumbusha madereva kuendesha kwa usalama na kujiandaa na hali ya barabara.
