English,Ekegusii,Kiswahili
"So when they were put apart one from another, he called one of them, and said to him, “O you who have become old in wickedness, now your sins have returned which you have committed before,","Erio Daniel akarangeria omogambi bw’eritang’ani akamoteebia, “Aye omogaka oyo omosareku, bono goika oiranerie igoro y’ebibe bionsi gwakorire.",
"in pronouncing unjust judgment, condemning the innocent, and letting the guilty go free; although the Lord says, ‘You shall not kill the innocent and righteous.’","Kwabeire gokonacha ebina bobe. Kwabeire gokogambia baria batari nokomocha na gotiga baria bare n’okomocha, nonya Nyasae kagoteeba buna tonachera omonto otari na komocha ekiina ki’ogokwa.’",
"Now then, if you saw her, tell me, under which tree did you see them companying together?” He answered, “Under a mastick tree.”","Bono ekeene onye aye kwaroche aba babere bagokora obotomani ntebie, inse ya mote ki barenge?” Erio ere akairaneria “Inse y’omoringamu omoke.”",
"And Daniel said, “You have certainly lied against your own head; for even now the angel of God has received the sentence of God and will cut you in two.”",Daniel agateba “Oborimo obwo bwao kogera bore osirie obogima bwao. Omomalaika o Nyasae oikire koegwa okobua akonachane kabere.”,
"So he put him aside, and commanded to bring the other, and said to him, “O you seed of Canaan, and not of Judah, beauty has deceived you, and lust has perverted your heart.","Omogambi oria omotang’ani akairwa gochia isiko oria okabere akaretwa ase Daniel. Daniel akamoteebia “Aye nigo obwekaine omokanani tari omoyahudi,” Ekieni ki’omosubati oyo giakogambirie na ogosanera kwao gwaonchoire okorengereria kwao.",
"Thus you have dealt with the daughters of Israel, and they for fear were intimate with you; but the daughter of Judah would not tolerate your wickedness.","Aye kwabeire gokona kogenda n’abasubati abaisraeli ase engencho bakoirogete, korende bono omokungu nare aiga omoyahudi oyio otanchete amang’ana ao.",
"Now therefore tell me, under which tree did you take them being intimate together?” He answered, “Under an evergreen oak tree.”","Bono intebie ekeene, “Inse ya mote ki kwabaroche bagokora obotomani.” Ere akairaneria “Inse y’omoaluni omonene,”",
"Then Daniel said to him, “You have also certainly lied against your own head; for the angel of God waits with the sword to cut you in two, that he may destroy you.”","Daniel akamotebia, “Oborimo obwo nkogera bore osirie obogima bwao; omomalaika bw’omonene nigo are n’omoro oye aganyete akonachane ebingese bibere, erio intwe tobasirie inwe babere.”",
"With that, all the assembly cried out with a loud voice, and blessed God, who saves those who hope in him.",Erio abanto bonsi bagaaka eriogi na komotogia Nyasae oyio ogotoria baria bamosemeretie.,
"Then they arose against the two elders, for Daniel had convicted them of false testimony out of their own mouth.",Bagaonchokera abagaambi baria babere ekiagera Daniel abaenekeretie buna nigo bang’ainereretie ase ogotiana.,
"According to the law of Moses they did to them what they maliciously intended to do to their neighbor. They put them to death, and the innocent blood was saved the same day.","Ogochika kwa Musa nigo kogoteeba buna onde bwensi okoba kirori bw’oborimo omonto oyio aitwe akwe, nere naegwe egesusuro ki’ogokwa. Ase igo abagaambi baria babere bagaitwa bagakwa na obogima bw’omokuungu oria otabwate komocha bogatorigwa.",
"Therefore Helkias and his wife praised God for their daughter Susanna, with Joakim her husband, and all the kindred, because there was no dishonesty found in her.","Abaibori ba Susana, omosacha oye, amo n’abairi baye bonsi bagaakera Nyasae mbuya mono ase engencho Susana atanyoretwe na komocha.",
"And from that day forth, Daniel had a great reputation in the sight of the people.",Korwa rituko erio kogenderera Daniel agasikwa mono.,
"King Astyages was gathered to his fathers, and Cyrus the Persian received his kingdom.","Ekaba ekero omorwoti Asitiage araarete ase chisokoro chiaye, Koreshi Omoajemi akabonyoora oborwoti bwaye.",
"Daniel lived with the king, and was honored above all his friends.",Nere Daniel nigo arenge etwoni erio omorwoti akamoa esiko kobua abasani baye bonsi.,
"Now the Babylonians had an idol called Bel, and every day twelve great measures of fine flour, forty sheep, and six firkins of wine were spent on it.","Abanto ba Babiloni mbarenge nomogwekano bw’ogosasiima orenge korokwa Beli. Kera rituko oro nigo orenge kogaberwa obosie obonuke ebibaaba ikomi na bibere, ching’ondi emerongo ene ne chigaloni isanonemo chie edivai.",
"The king honored it and went daily to worship it; but Daniel worshiped his own God. The king said to him, “Why don’t you worship Bel?”",Omorwoti nigo ayosigete mono omogwekano oyio na kogenda koyosasiima kera rituko. Korende Danieli ere nigo abeete okomosasiima Nyasae oye ore moyo.,
"He said, “Because I may not honor idols made with hands, but only the living God, who has created the sky and the earth, and has sovereignty over all flesh.”","Erio omorwoti akamoboria Danieli, ninki gekogera aye otari gosasiima Beli? Ere akamoiraneria: “Inche tinkonyaara gosasiima omogwekano orisirie n’amaboko a mwanyabaanto korende nigo nkomosasiima Nyasae ore moyo ere oria otongete igoro na ense, ere oyio ore nokobua ase bonsi abare nomobere.”",
"Then the king said to him, “Don’t you think that Bel is a living god? Don’t you see how much he eats and drinks every day?”","Erio omorwoti akamobooria, aye nigo okagete buna Beli tari Nyasae bw’ekeene? Aye torochi buna akoragera na konywa ase kera rituko?",
"Then Daniel laughed, and said, “O king, don’t be deceived; for this is just clay inside, and brass outside, and never ate or drank anything.”","Danieli agaseka erio akamoiraneria omorwoti: “Tong’aineka; ime yomogwekano oyio namaroba oka na isiko nechuma, ere tanakoria gose konywa gento kende gionsi.”",
"So the king was angry, and called for his priests, and said to them, “If you don’t tell me who this is who devours these expenses, you shall die.","Beli nigo yabwate abakuani emerongo etano n’ebere ekero okorusia abakungu na abana baabo aroro. Erio omorwoti akaberoroka n’obororo akarangeria abakuani baria agateeba: “Inwe motanyorogeti ning’o okoria chindagera echio tokoa Beli nigo mogokwa. Na ekero moraorokie ekeene buna Beli nere ogochiria, Danieli nakwe egekogera ere oramire Beli”.",
"But if you can show me that Bel devours them, then Daniel shall die; for he has spoken blasphemy against Bel.” Daniel said to the king, “Let it be according to your word.”",Danieli akamoiraneria: “Tiga ebe igo buna aye omorwoti gwateebire.”,
"Now there were seventy priests of Bel, besides their wives and children. The king went with Daniel into Bel’s temple.",Danieli amo n’omorwoti bagasoa ase enyomba ya Beli.,
"So Bel’s priests said, “Behold, we will leave; but you, O king, set out the food, and mix the wine and set it out, shut the door securely, and seal it with your own signet.","Abakuani ba Beli bagateeba, rora intwe inatosoke. Aye omorwoti serora endagera bwochoganie edivai na koyearigania. Erio aye osieke ebisieri kegima na koyeanera ase ekebuuri gekoigorerwa ebonyi yegechara kiao. Goika ankio ekero eraabe buna Beli takoreti koria bionsi, intwe inatokwe. Onye teri boigo, ere Danieli oyio ogototeebera oborimo nakwe.",
"When you come in the morning, if you don’t find that Bel has eaten everything, we will suffer death, or else Daniel, who speaks falsely against us.”","Ekaba ekero barureo, omorwoti akaarigania endagera eria ase obosio bwa Beli.",
"They weren’t concerned, for under the table they had made a secret entrance, by which they entered in continually, and consumed those things.","Nonya nabo, Abakuani tibarenge ngoichana ekiagera mbaroisetie ekebao inse yemesa agwo ase barenge goeta kera engaki na koria chindaagera chiria.",
"It happened, when they had gone out, the king set the food before Bel. Now Daniel had commanded his servants to bring ashes, and they scattered them all over the temple in the presence of the king alone. Then they went out, shut the door, sealed it with the king’s signet, and so departed.",Korende Danieli akabachiika abakoreri baye gosiarera riibu ase ekeoreri gie Hekalu yonsi ase obosio bw’omorwoti bweka. Erio bagasieka Hekalu ase ekebuuri gekoigorerwa ebonyi yegechara ki’omorwoti na gosoka.,
"Now in the night, the priests came with their wives and children, as they usually did, and ate and drank it all.","Ase obotuko boria, abakuani baria bagaacha buna barabwo benaretie amo na abakungu na abana baabo na koria kera egento. Mambia chuni ankio yaye, omorwoti amo na Danieli bagaacha ase Hekalu.",
"In the morning, the king arose, and Daniel with him.","Erio omorwoti akamoboria Danieli; “Ebibuuri mbibunire?” Danieli akairaneria, “Yaaya tibibuniri aye omorwoti.”",
"The king said, “Daniel, are the seals whole?” He said, “Yes, O king, they are whole.”","Ekero baigorete ebisieri, omorwoti agaaka eriogi ogoteeba; “Aye noyobwokumia ore Beli, ase ore aye kong’ainereria tikoiyo nonya ng’ake.”",
"And as soon as he had opened the door, the king looked at the table, and cried with a loud voice, “You are great, O Bel, and with you is no deceit at all!”","Erio Danieli agaseka na gotenena ase obosio bw’omorwoti, erio agateeba; “Rigereria ekeoreri na orore amabarato ayio na ayang’o areo.”",
"Then Daniel laughed, and held the king that he should not go in, and said, “Behold now the pavement, and mark well whose footsteps these are.”","Erio omorwoti agateeba, “Nindooche amabarato ya abasacha, abakungu na abana.”",
"The king said, “I see the footsteps of men, women, and children.” Then the king was angry,",Omorwoti akagechigwa mono na kobabwata abakuani baria bonsi amo na abakungu na abana baabo goika bakamworokia ebibao biria bia bobisi ase barabwo barenge goetera na koria chindaagera chiria chiarenge kobeekwa ase emesa.,
"and took the priests with their wives and children, who showed him the secret doors, where they came in and consumed the things that were on the table.",Omorwoti agachiika abakuani baria bonsi bagitwa na komorua Beli gochia ase Danieli. Danieli agasaria omogwekano oria amo ne Hekalu yaye.,
"Therefore the king killed them, and delivered Bel into Daniel’s power, who overthrew it and its temple.","Ase igo omorwoti akarua ribaga abakuani bagaitwa, na akaa Daniel enchoka akayesiria nagosiria hekalu yaye.",
In that same place there was a great dragon which the people of Babylon worshiped.,"Erio omorwoti akamoteebia Danieli, “Aye tokonyaara goteeba buna eye boigo nechuma, gose teri nyasae ere moyo; bono yesasiime aye.”",
"The king said to Daniel, “Will you also say that this is of brass? Behold, he lives, eats and drinks. You can’t say that he is no living god. Therefore worship him.”","Danieli agateeba, inche ninyaare komosasiima Omonene one ekiagera ere nere Nyasae ore moyo. Korende aye omorwoti oise kong’a inche ribaga, ninyaare koyeita enchoka eye bosa ntari neritimo gose ekegworo.",
"Then Daniel said, “I will worship the Lord my God; for he is a living God.","Danieli agateeba, “Inche nigo ngosasiima Omonene Nyasae, ekiagera nere ore Nyasae ore moyo.”",
"But allow me, O king, and I will kill this dragon without sword or staff.” The king said, “I allow you.”","Erio Danieli akabogoria oborembo, amaguta ne etukia na kobitogotia amo bionsi. Akabiroisia amatoronge na koyerageria enchoka eria. Ekero enchoka eria yabimerete ero egatandoka gati gati. Erio Danieli agateeba, “Rigereria! Eye nero enyasae mogosasiima!”",
"Then Daniel took pitch, fat, and hair, and melted them together, and made lumps of them. He put these in the dragon’s mouth, so the dragon ate and burst apart. Daniel said, “Behold, these are the gods you all worship.”","Ekero Abababiloni baigwete amang’ana ayio, barabwo bakagechigwa mono. Bakamonoga omorwoti na goteeba; “Omorwoti obeire Omoyahudi. Ere osaririe Beli, oiyeitire enchoka na kobaita abakuani no omoro.”",
"When the people of Babylon heard that, they took great indignation, and conspired against the king, saying, “The king has become a Jew. He has pulled down Bel, slain the dragon, and put the priests to the sword.”","Erio bakamochiera omorwoti na komobetereria bagoteeba; “Omorwoti obeire Omoyahudi, ritang’ani nigo asiretie Bel na kong’enta abakuani na bono osaririe enchoka yaito.”",
"So they came to the king, and said, “Deliver Daniel to us, or else we will destroy you and your house.”","Ekero omorwoti arooche buna nabo batagete goikerania okogania kwabo, ere akamorua Danieli na komobeeka ase amaboko abo.",
"Now when the king saw that they trapped him, being constrained, the king delivered Daniel to them.",Barabwo bakamobogoria Danieli na komoruta ime yengoro ye chindo goetera ase ekebao. Nere akaba aroro goika amatuko ata’narimo.,
"They cast him into the lion’s den, where he was six days.",Ime ase engoro eyio nchiarengeo chindo isano naibere echi chiarenge korgerigwa abanto babera amo ne ching’ondi ibere ase kera rituko; ekaba tichiaegwa endagera eyio ase amatuko ayio Danieli arenge ase engoro eria erio chimotandorane na komoria,
"There were seven lions in the den, and they had been giving them two carcasses and two sheep every day, which then were not given to them, intending that they would devour Daniel.","Agwo ase engoro chiarenge oo chindo isano ibere echio chiarenge koegwa emebere y’abanto ebere boigo n’eching’ondi ibere kera rituko. Ase egeka ki’amatuko atano na rimo, chindo echio chikaba chitari koegwa kende erio chimotaborane Danieli.",
"Now there was in Jewry the prophet Habakkuk, who had made stew, and had broken bread into a bowl. He was going into the field to bring it to the reapers.","Erio omomalaika Omonene akamoteebia Abakukki omobani, “Bogoria endaagera eyio kwaroisirie na omoirere Danieli oyio ore ime yengoro ye chisimba.”",
"But the angel of the Lord said to Habakkuk, “Go carry the dinner that you have into Babylon to Daniel, in the lions’ den.”","Korende omomalaika bw’omonene agateebia “Ira endagera eyio oimogetie oyee Daniel, oyio ore aria Babiloni ime y’engoro ye chisimba.”",
"Habakkuk said, “Lord, I never saw Babylon. I don’t know where the den is.”","Omomalaika Omonene akamobwata obosio, akamobogoria ase etukia yaye na ase okoeyana okomo, akamotereka igoro ase ekebao keria kiengoro eria ye chisimba.",
"Then the angel of the Lord took him by the crown, and lifted him up by the hair of his head, and with the blast of his breath set him in Babylon over the den.","Erio Abakukki agaaka eriogi gochia engoro eria ime ogoteeba; Danieli, Danieli! Rambaria orie endaagera eyi’Omonene akorenteire.",
"Habakkuk cried, saying, “O Daniel, Daniel, take the dinner which God has sent you.”","Danieli agateeba, Aye Nyasae kwang’inyoire inche naye tori kobatiga baria bagwanchete aye. Erio Danieli akabogoria endaagera eria na koyeria.",
"Daniel said, “You have remembered me, O God! You haven’t forsaken those who love you!”","Ekero Danieli aigwete Habakuki, agasaba, “Nyasae kwang’inyoire; aye tigwantigete baria bwanchete.”",
So Daniel arose and ate; and the angel of God set Habakkuk in his own place again immediately.,"Ase rituko ria gatano na kabere, omorwoti agacha erio amorore Danieli. Ekero aigete ase ekebao keria na korigereria gochia ime, akamorora Danieli oikaransete.",
"On the seventh day, the king came to mourn for Daniel. When he came to the den, he looked in, and, behold, Daniel was sitting.","Erio omorwoti agaaka eriogi okobora; Aye Omonene Nyasae o Danieli, aye naye Nyasae Omonene naende onde taiyo Omonene gokobua aye.",
"Then the king cried with a loud voice, saying, “Great are you, O Lord, you God of Daniel, and there is none other beside you!”",Erio kegima akarambora okoboko kwaye na komorusia Danieli ime yengoro eria.,
"So he drew him out, and cast those that were the cause of his destruction into the den; and they were devoured in a moment before his face.",Agwo akabaruta baria barigetie komoita Danieli ime ase ekebao keria na abanto baria bakariegwa agwo agwo ase obosio bwaye.,
Abanto 52 people tested positive for Covid 19,Abanto 52 nigo batokire babwate oborwaire bwa Covid 19,
abanto 52 people tested positive for Covid 19 yesterday with 1161 total cases so far.,abanto 52 nigo batokire babwate oborwaire bwa Covid 19 iase rituko erimo riaetire na koirera omobaro bwabanto babwate oborwaire obwo koba 1161.,
The Minister of Health Mutahi Kagwe said the case was confirmed in the Kibra area of Nairobi Kibra area.,omowaziri bwobochenu Mutahi Kagwe nigo atebire buna oborwaire obwo nigo bwamentekaire ase ensemo ya kibra aiga nairobi Kibra area .,
"The situation with crime in Baltimore has become quite serious, according to reports from CNN with Brian Todd. Yesterday, there was another shooting incident involving young people, and authorities are investigating what led to this latest act of violence.",Chinsemo chinde chia Baltimore ya bosongo nigo bono yarorokanire buna egetii kia esegi koreng’ana na omosaki Brian Todd so CNN. Emerero emeke nabo yarorekana rituko ria tichi kabere ekenyanchuge na abamenyi gokuruma enigo korwa ase chinyomba chia oboonchoreria emechie bogeka.,
"These incidents occurred near the Gilmor Homes in Baltimore, an area known for its high levels of poverty and crime.","Amaagacho ande abwatire omorero aaria Baltimore ase akorokwa Gilmor Homes, ase obomenyo boburukaine bosongo ya Baltimore.",
The seedlings need shade,Ekiage ki’amariko onsi,
This plant thrives well in the climate of Ekegusii Botanical Garden.,Aiga nonyore omariko onsi ime ya Botanix arikire ase Ekegusii.,
Category: Vegetable seeds for planting,Category: Amachiko igoro y’ogosimeka ebimeri,
These vegetable seeds are available,Amachiko buna ebimeri bigosimekwa,
Ensure sufficient moisture and fertilizer for good growth. The ideal temperature range is 20–25 °C and humidity 2–6.,Otakeire ogese chintetere chinkendu konyara komera buya. Ineka chintetere ase amache abwate riberera goika 20–25 °C ase chinsa 2–6.,
Continue: 1-1 Go to the top of the archive,Continue: 1-1 Go to the top of the archive,
Minto FM: They said today that women's groups are preparing to support their candidates fully this year.,Minto FM: Kera omonto nabwate ribaga ase obora bwechinsemo ao ao ime yense,
The association of women candidates (Kenya Women Candidates Association) has announced that they will support women's groups fully this year.,Omokonyi bwomonyakerogo bwekiombe gia kia Abasubati bakorigia amabaga yoborai (Kenya Women Candidates Association) Otebiri Ng’a kera omonto nabwate ribaga ase obora bwechinsemo ao ao ime yense.,
It was reported that there is enough time for people Bwakire and Evans Makori to prepare for the upcoming election campaign.,Nigo arenge koyakwana ime yomoroberio o’minto Bwakire na Evans Makori eng’era Ya Inanirituko ria rero.,
Minto FM: The situation with the politics of the Kenyan electricity company,Minto FM: Richiko na siasa chie Ebiama ime ya Kenya,
"The politics of the electricity company are currently being discussed extensively. The country is facing a crisis where electricity bills are increasing rapidly, causing concern among citizens and various interests. Lawyer Ken Nyaencha Ngosanga has also been involved in the issue of the electricity company and the politics of the Kenyan electricity company.",Siasa chie ebiama nigo chigendererete kobwata nse. Richiko ndireo erio rikwerera buna ebiama bibwenerete gokora egasi asengencho yo’gotiotereria oborai obuya na amagenderero. Omowakili Ken Nyaencha Ngosanga are amo naintwe igoro ye richiko rie ebiama na siasa chie ebiama ime ya Kenya,
Minto FM: Effects of Covid -19 on higher learning,Minto FM: Effects of Covid -19 on higher learning,
"The impact of Covid – 19 has greatly affected education, and studies have been disrupted a lot. The impact has been felt in colleges and universities. This issue has caused many students to drop out. Ogato Orina, a student of communication and media, says the situation has worsened for those pursuing higher education.","Korwa buna oborwaire bwa Covid – 19 bwasoete ense yaito, amasomo nigo atenenete rimo rioka. Korwa abaorokigwa be ebirasi ebike goika chi -college amo ne chi University. Korwa erio amange abeire gakoenekigwa. Orina Ogato, nomworokia ase amasomo a igoro,(Communication and media), nigo agotoerera emechando ereo ase amasomo a higher leaning.",
Residents are protesting roads,Abagichora bangire epara,
"Nyamira County's Bogichora ward residents have united to protest the Tente-Marindi-Kenyorora road, claiming its poor state hinders development",Abamenyi be wadi ya Bogichora ekaunti ya Nyamira anene mono baria bagoetera epara ya Tente-Marindi-Kenyorora baemurunganiri igoro yemeremo yomonyakonda okogacha epara eyio bagoteba buna teri goeteka,
"They met with Ngesa FM presenter Elijah Bwoma, demanding the road be repaired before the rains begin",bagokwana negesa fm bakoraua na Elijah Bwoma nigo batebire buna epara eyio nigo esaregete nonya yaagachwa eiki yaeta,
They also requested Governor John Nyagarama to intervene so the road can be fixed permanently,nigo bono bamoboriri omogavana bwekaunti eyio John Nyagarama goesoyia gati erio koenekia buna nkoagachwa ere buna ebwenerete,
Today we talk about this,Ekiage ki’amariko onsi,
This information concerns the use of Botanix products in Ekegusii.,Aiga nonyore omariko onsi ime ya Botanix arikire ase Ekegusii.,
Category: Traditional medicine and herbs,Category: Ebimeri bi’amache na nyancha,
This explains how to use traditional medicine and herbs,Amariko igoro y’ogosimeka ebimeri bia amache na nyancha,
Boindi Lotus Flower,Egesicha Lotus ya Boindi,
The Boindi Lotus (Nelumbo nucifera) is a medicinal plant that grows in muddy areas within herbs. Its leaves are large and can reach up to several centimeters in size when used in medicine.,Lotus ya Boindi (Nelumbo nucifera) nigo ere ekemeri ki’amache ekiya mono n’amato machani agocheng’enena ase amache. Amaoga amabariri agotoka ase amatina amanetu agotira chisentimita chinyinge igoro y’amache.,
"Today is Sunday. Yes indeed. My heart is happy. I will eat sweet potatoes tomorrow. Bananas and meat. Let us respect elders. The youths who post on Youtube are also important to the Gusii people. Good news. Tomorrow I will look at the website and see what is new. They say things should be done well. Remember my friends and help me carry sweet potatoes which are important. Anyone who forgets good deeds from last year, they are foolish. Kenya is developing.","Igaa ni Irongo. Eee bono. Magokoro okanire. Nigo ateba inga ebisukari. Amatoke amo ne chinkara. Bionsi bibekwe irongo. Amang'ana are muhimu ase Abagusii korwa Youtube nao are irongo. Amang'ana amakoro. Sokoro nigo atebete inga ewebusaiti eye yaansire koba siloo. Agateba inga ebinto binde bibekwe kiage. Rakini magokoro akamwebereria na komotebia inga tiga ebisukari ebio bibekwe irongo. Onye gotagete kororora amangana amayia abete omwaka oria, aye genda irongo. Kenya egenderere.",
These are the news:,Aya amwabo aya:,
"The meeting that was planned has been postponed. That person is Christopher Monyoncho. The big gathering of the Gusii people is happening there which is known as the River of Ebasweti. A large story is being told, a sad story. Welcome to come and see this sad story with a small child, Father Virus and White dog of the moon…Until Bosongo Seito. Sweet mothers exist. Seito Bosongo is hot. Finish.","Chingiti chintagani nigo chiaigorete amakori. Chingiti buna Omosike Christopher Monyoncho. Engongo enene ya Gusii naende eyio emanyire buna Riiyo rie Ebasweti. Ororeri oronene rwaereria ororeri oroke. karibuni koumera omosae bwo ororeri oroke naende omwana omino, Papa Virusi amo na Bwanchi mbwa mweri...Mpaka Bosongo Seito. amatera amansu bori. Seito Bosongo is hot. Egokie.",
These are the things:,Aya amwabo aya:,
"Seek advice from wise people who understand well. Seek help always and remember God the Creator who cares for his children greatly. Greet the people of Mwamoigusii and their many children of Mwanyagetinge, Merry Christmas 2011 courtesy of Gusii.com.","Tiga amandasi amo n' obosontoto boichore. Tiga tooche aamo na goakera Omonene Tata Nyasae ng'a mbuya mono ase ogotoikia ase chingaki buna echi. Gochia ase Mwamoigusii amo n' abana bonsi b' Mwanyagetinge babeta, Merry Christmas 2011 korwa ase Gusii.com.",
"The child of Mwanyagetinge, going around and praising Gusii, namely John Arisi O Sababu and Engaki Yesuguku. Enjoy","Omwana o Mwanyagetinge, naende eng'ong'o ende enene y' Gusii, omosike John Arisi O Sababu oyio n' Engaki Yesuguku. Enjoy",
Minto FM: Governor Maangi addresses the Gusii people on development and ongoing projects.,Minto FM: Maangi oboririe abagusii mbaaba na ebiama ebinge bia gesiasa,
"County Governor of Kisii County Joash Maangi has stated that the road construction work will be completed soon and the remaining sections will be done properly, adding that Minto FM reports that Maangi said the project will be completed and the road construction will continue, and he also added that this road is very important for the residents of this area.","Omokonyi bwo Omogavana bwe Ecounty ya Kisii Joash Maangi otebire buna esegi mamicha yo obokurumi nigo eranyarekana ekero oboisati naboigo obweene bokobwateraniwa ase esegi eywoo,gokwana amo na minto fm nigo maangi atebire buna ekero siasa ekobwateriniwa no obokurumi nigo erabee akongu gokora embwaa eywooo ime ye ense.",
"It has been reported that due to heavy rainfall, areas of Kisii and Nyamira Counties have been rendered impassable. These affected areas include roads which have become dangerous for travel, and bridges have collapsed making movement difficult.","Nigo egotwa botuko na mogaso. Embura, eyio yarentire etoigo enyinge ime ya Kisii na Nyamira Counties nigo egendererete gotwa ase obonge. Ase chinsemo chinyinge, ogoichora kw' amache kwagerire chinyomba chiaguure, n' ebimeri gosareka ase chindemero.",
"Residents of Kinonga, West Mugirango, led by Anna Moraa, 95 years old, were left stranded after heavy rains destroyed their homes. The NTV crew in West Mugirango, in Nyamira County, reported this.","Aaria ase ekenyoro gia' Kinonga, West Mugirango, omongina Anna Moraa, 95 tabwati enyomba, nyuma y' embura enyinge n' amache koiyeria enyomba yaye. Igwa bono korwa NTV aaria West Mugirango, in Nyamira County.",
Villagers are saying that the election was rigged because of the results announced by the electoral commission headed by Isaac Hassan. People are wondering why they were given results different from what they saw at the polling stations. The people of Bomachoge have rejected Omojumbe led by Joel Onyancha Omangwa claiming there was a lot of cheating. They say they understand how the results were manipulated by Omotienyi and Sita so that they could win.,Abakori emeremo be chikura baansire korikwa erinde bachie gokora egasi ya okobara chikura ase Bomachoge ekero chikura chigocha goakwa. E Nation nigo egoteba inga omoteneneri bwe chikura Issack Hassan otebire bo. Abaaki chikura naende goika berike ase obuya erinde bamanye goaka chikura echio. Bomachoge tiyanya gotwara Omojumbe gesa Joel Onyancha Omagwa abuwa ekina ase ekoti enene. Bari batagete egasi ya okobara chikura imbabwate impaka chitariki isano Omotienyi o Sita erinde berike.,
The truth about this matter is: Report in Nation,Magokoro ingoaka are ekura yaye:Korwa e Nation,
The tourism sector has lost approximately 80 billion shillings due to the Covid-19 pandemic.,Esekta yobotali nigo yasiria chibilion 80 kobwatekana noborwaire bwa covid 19,
The tourism sector has lost approximately 80 billion shillings due to the Covid-19 pandemic.,esekta yobotali nigo yasiria chibilion 80 kobwatekana noborwaire bwa covid 19,
"Also, Tourism and Wildlife Cabinet Secretary Najib Balala said that about two million people in the tourism sector could lose their jobs because of the pandemic.",ayio noreng’na nomowaziri bwobotali Najib Balala oyio otebire buna abanto goeani chimilion 2 abwo konyora bagokora emeremo ase esekta yobotali nigo basiria emeremo yabo kobwatekana noborwaire obwo,
Balala also said that Kenya is working to ensure that tourists do not travel more than once a year.,balala nigo atebire buna kenya nabo erachi kobaaregania abatali korwa omotienyi o 1 bwomwaka ogocha,
"Bomachoge is a renowned elder. It has been reported that this elder Joel Onyancha retired and returned home. This retirement occurred in 2007, and many people were saddened. However, this elder intends to continue serving his community. The date of his return is being awaited by those who support the elder and have not given up. Hopefully, those supporters will be rewarded, Bomachoge is a renowned elder. So let us unite.","Bomachoge tebwati omogambi. Nigo kiabete inga oyo orenge omogambi Joel Onyancha tairete chikura buya. Ekero chikura chiaagetwe omwaka 2007, amagosa narenge aroro. Bono chikura naende goika chiaakwe buya. Chitariki chia ogoaka chikura tichirabekwa ase engencho abateneneri be chikura batarachorwa. Imbaka abateneneri bachoririrwe, Bomachoge tebwati omogambi.Bono tiga toganye.",
This matter concerns the elder of Bomachoge Joel Onyancha.,Oyo okabeire omogambi o Bomachoge Joel Onyancha,
Minto FM: The Advocates Complaints Commission has issued a warning regarding complaints about advocates.,Minto FM: Ensemo Ye’abisi Ya Advocates Complaints Commission Ase Esegi Mamincha Yo’bokurumi,
"It has been noted that some advocates are failing to respond to clients' concerns and are neglecting their duties (lawyers), which affects their practice. Furthermore, some lawyers are not properly handling client funds and are exploiting their clients, leading to dissatisfaction with the services provided. Tom Ombori Momanyi was appointed to the Advocates Complaints Commission to investigate and address these issues concerning advocates.","Chingaki ebina bikogambwa nonya mbiria bi’obokurumi omoteja nigo akorigia omwegereri (Omowakili) erio komogambera ekina. Nonya nabo abawakili mbareo batari gokora buya na kobwatia richiko ase obokoreri bwabo, na kobakorera bobe abateja babo, naboigo abande babwateranigwa ne ebikorwa bi’ obokurumi. Tom Ombori Momanyi korwa abisi ya Advocates Complaints Commission ngotosemia are igoro ye ensemo yabo ase esegi mamincha yo’.bokurumi.",
440 people were found to be infected with coronavirus today,440 abayia bakoenekigwa koambokerigwa ebinyinyi bia korona korwa igoro,
today's figure shows 440 people were found to be infected with coronavirus today,ase ekero ekio ewizara yobochenu yaenekirie abanto 440 abayia bakoenekigwa koambokerigwa ebinyinyi bia korona korwa igoro,
"there are now 3,197 total cases reported today","aya nmagega yabanto 3,197 gopimwa korwa igoro",
"however, some people have recovered from this disease and so far 285 cases have been discharged, 5 died due to the illness today",boigo baria bakure kobwatekana nendwari eyio nigo oikire abanto 285 magega yanato bande 5 gosiria amagima abo korwa igoro,
today's figure also shows 90 people are currently on ventilators in intensive care units,ase ekero ekio abanto 90 baigire buna na kobwatokwa gochia ase chinsobo,
"The Gusii people and their neighbors. The old woman who has been known to cause problems with land. With the arrival of mobile printers and digital cameras, the old woman is now being seen spreading rumors like wildfires in Kitutu Masaba.","Omogusii no omongaini. Omoaki chibicha oyo namanyete koroisia etongoro. Ase engencho ya mobile printers ne chikamera chia digital, omoaki chibicha oyo nigo arerorekana ase omoyeya bwe ebirero aaria Kitutu Masaba.",
"She also stole the property of mourners, stealing Ks550 and a cooking pot. This and the Kenyan neighbor who knows her secret of obstructing the implementation of Vision 2030.","Nigo agoaka chibicha chia abareri, omanya kobachioneria goansera Ks550 na gochia igoro. Oyo no Omokenya omongaini omanyire enchera yaye yo ogocha goikerania Vision 2030.",
Minto FM: Honorable Christopher Obure celebrates Mashujaa Day,Minto FM: Hon Christopher Obure gokwanera Mashujaa Day,
