English,Kiswahili,Ekegusii,Domain
"Now the rest of the acts of Josiah and his good deeds, according to that which is written in Yahweh’s law,","Matukio mengine ya utawala wa Yosia na matendo yake mema, kulingana na yale yaliyoandikwa katika sheria ya Bwana:","Bono amang’ana ande onsi ay’ogokora kwa Yosia, na amaya aya akorete koreng’ana naya ariikire ase amachiiko ’Omonene,",Religion
"and his acts, first and last, behold, they are written in the book of the kings of Israel and Judah.","matukio yote, kuanzia mwanzo hadi mwisho, yameandikwa katika kitabu cha wafalme wa Israeli na Yuda.",na ogokora kwaye kw’eritang’ani goika okw’omoerio nigo korikire ase Egetabu ki’ogokora kw’Abarwoti b’Abaisraeli na ab’Abayuda.,Religion
"Then the people of the land took Jehoahaz the son of Josiah, and made him king in his father’s place in Jerusalem.",Watu wa nchi wakamchukua Yehoahazi mwana wa Yosia na kumfanya mfalme mahali pa baba yake huko Yerusalemu.,"Abanto b’ense eria bakabeeka Yehoahasi, mosinto o Yosia, akaba omorwoti agwo Yerusalemu ase ribaga ria ise.",Religion
Joahaz was twenty-three years old when he began to reign; and he reigned three months in Jerusalem.,"Yehoahazi alikuwa na umri wa miaka ishirini na mitatu alipoanza kutawala, akatawala huko Yerusalemu kwa miezi mitatu.","Yehoahasi nigo arenge nemiaka emerongo ebere na etato, ekero achagete kogamba, na akagamba emetienyi etato agwo Yerusalemu.",Religion
"The king of Egypt removed him from office at Jerusalem, and fined the land one hundred talents of silver and a talent of gold.",Mfalme wa Misri akamwondoa madarakani huko Yerusalemu na akatoza Yuda kodi ya talanta 100 za fedha na talanta moja ya dhahabu.,"Omorwoti o Misiri agacha Yerusalemu akarusia Yehoahasi ase oborwoti, erio akabeekera abanto b’ense eria ebango ye chitalanta rigana erimo chi’echifeta, na etalanta eyemo y’etaabu.",Religion
"The king of Egypt made Eliakim his brother king over Judah and Jerusalem, and changed his name to Jehoiakim. Neco took Joahaz his brother, and carried him to Egypt.","Mfalme wa Misri akamweka Eliakimu, nduguye Yehoahazi, kuwa mfalme juu ya Yuda na Yerusalemu na kubadili jina la Eliakimu kuwa Yehoyakimu. Lakini Neko akamchukua Yehoahazi, Nduguye Eliakimu akampeleka Misri.","Neko, omorwoti oyio o Misiri, akabeeka Eliakimu, momura omwabo omorwoti oria arusetie, akaba omorwoti igoro ase Abayuda, na ase abanto ba Yerusalemu, na akaonchora erieta riaye, akamoroka Yehoyakimu. Neko akaira Yehoahasi, omomura omwabo Eliakimu, Misiri.",Religion
"Jehoiakim was twenty-five years old when he began to reign, and he reigned eleven years in Jerusalem. He did that which was evil in Yahweh his God’s sight.","Yehoyakimu alikuwa na umri wa miaka ishirini na mitano alipoanza kutawala, naye akatawala huko Yerusalemu miaka kumi na mmoja. Akafanya maovu machoni pa Bwana Mungu wake.","Yehoyakimu nigo arenge nemiaka emerongo ebere, na etano, ekero achagete kogamba, akagamba emiaka ikomi nomo, agwo Yerusalemu. Nere agakora ayare amabe ase obosio bw’Omonene, Nyasae oye.",Religion
"Nebuchadnezzar king of Babylon came up against him, and bound him in fetters to carry him to Babylon.",Nebukadneza mfalme wa Babeli akamshambulia na kumfunga kwa pingu za shaba akampeleka Babeli.,"Nebukadinesaro, omorwoti o Babiloni, agacha akarwana nere, akamobwata akamosiba ne chingataare, akamoira Babiloni.",Religion
"Nebuchadnezzar also carried some of the vessels of Yahweh’s house to Babylon, and put them in his temple at Babylon.",Nebukadneza akachukua pia vyombo kutoka Hekalu la Bwana na kuviweka katika hekalu lake huko Babeli.,"Nebukadinesaro boigo akaira ebikorero binde bi’enyomba y’Omonene goika Babiloni, akabibeka ase Hekalu yaye agwo Babiloni.",Religion
"Now the rest of the acts of Jehoiakim, and his abominations which he did, and that which was found in him, behold, they are written in the book of the kings of Israel and Judah; and Jehoiachin his son reigned in his place.","Matukio mengine ya utawala wa Yehoyakimu, machukizo aliyoyafanya na yote yaliyoonekana dhidi yake, yameandikwa katika kitabu cha wafalme wa Israeli na Yuda. Naye Yehoyakini mwanawe akawa mfalme baada yake.","Bono amang’ana ande onsi Yehoyakimu akorete, na okogechia akorete, na okomocha kwanyorekanete asare, nigo ariikire ase Egetabu ki’Abarwoti b’Abaisraeli na ab’Abayuda, na Yehoyakini, omwana oye omomura, akaba okogamba ase ribaga riaye.",Religion
"Jehoiachin was eight years old when he began to reign, and he reigned three months and ten days in Jerusalem. He did that which was evil in Yahweh’s sight.","Yehoyakini alikuwa na miaka kumi na minane alipoanza kutawala, naye akatawala huko Yerusalemu miezi mitatu na siku kumi. Akafanya yaliyo maovu machoni pa Bwana.","Yehoyakini nigo arenge nemiaka etano na etato ekero achagete kogamba; akagamba emetienyi etato na amatuko ikomi, agwo Yerusalemu. Nere agakora ayare amabe ase obosio bw’Omonene.",Religion
"At the return of the year, King Nebuchadnezzar sent and brought him to Babylon, with the valuable vessels of Yahweh’s house, and made Zedekiah his brother king over Judah and Jerusalem.","Mnamo majira ya vuli, Mfalme Nebukadneza akatuma watu, nao wakamleta Babeli, pamoja na vyombo vya thamani kutoka Hekalu la Bwana. Naye akamfanya Sedekia, ndugu yake Yehoyakimu kuwa mfalme wa Yuda na Yerusalemu.","Ekero ki’ogoseboka kw’ebimeri, Nebukadinesaro omorwoti agatoma abanto bakamoira Babiloni; akaira nebikorero bi’erigori rinene bi’enyomba y’Omonene, erio akabeeka Zedekia, omomura omwabo Yehoyakini, akaba omorwoti igoro ase Abayuda na ase abanto ba Yerusalemu.",Religion
"Zedekiah was twenty-one years old when he began to reign, and he reigned eleven years in Jerusalem.","Sedekia alikuwa na umri wa miaka ishirini na mmoja alipoanza kutawala, naye akatawala huko Yerusalemu kwa miaka kumi na mmoja.","Zedekia nigo arenge nemiaka emerongo ebere nomo, ekero achagete kogamba; akagamba emiaka ikomi nomo agwo Yerusalemu.",Religion
He did that which was evil in Yahweh his God’s sight. He didn’t humble himself before Jeremiah the prophet speaking from Yahweh’s mouth.,"Alifanya maovu machoni pa Bwana Mungu wake, wala hakujinyenyekeza mbele ya nabii Yeremia, ambaye alinena neno la Bwana.","Nere agakora ayare amabe ase obosio bw’Omonene, Nyasae oye, ekiagera tekeetie abe omoitongo ase obosio bwa Yeremia omobani, oria okwanete ay’Omonene ateebete.",Religion
"He also rebelled against King Nebuchadnezzar, who had made him swear by God; but he stiffened his neck, and hardened his heart against turning to Yahweh, the God of Israel.","Pia alimwasi Mfalme Nebukadneza, ambaye alikuwa amemwapisha kwa jina la Mungu. Akashupaza shingo na akafanya moyo wake kuwa mgumu wala hakutaka kumgeukia Bwana, Mungu wa Israeli.","Zedekia akaanga koigwera Nebukadinesaro omorwoti, oria omoboretie gotiana ase erieta ria Nyasae. Agekora omonyabigoti bikong’u, na enkoro yaye ekaenena, tancha komoiranera Omonene, Nyasae bw’Abaisraeli.",Religion
Moreover all the chiefs of the priests and the people trespassed very greatly after all the abominations of the nations; and they polluted Yahweh’s house which he had made holy in Jerusalem.,"Zaidi ya hayo viongozi wote wa makuhani pamoja na watu wakazidi kukosa uaminifu zaidi na zaidi, wakafanya machukizo yote kama walivyofanya mataifa wakinajisi Hekalu la Bwana alilokuwa amelitakasa huko Yerusalemu.","Abakuani bonsi baria barenge abatang’ani babo, na abanto boigo bagasaria mono, tibaaba abegenwa, bakabwatia okogechia gwonsi kw’abaanto b’ebisaku, na enyomba y’Omonene eyio akorete ekaba enchenu agwo Yerusalemu, bakayekora ekaba eyetachenegeti.",Religion
"Yahweh, the God of their fathers, sent to them by his messengers, rising up early and sending, because he had compassion on his people and on his dwelling place;","Bwana, Mungu wa baba zao, akawapelekea neno kupitia wajumbe wake tena na tena, kwa sababu alikuwa anawahurumia watu wake pamoja na mahali pa maskani yake.","Omonene, Nyasae bwe chisokoro chiabo, akagenderera kobatomera amang’ana ay’okob akuurera goetera ase abatomwa baye, ekiagera arorerete abanto baye, na obomenyo bwaye, amaabera.",Religion
"but they mocked the messengers of God, despised his words, and scoffed at his prophets, until Yahweh’s wrath arose against his people, until there was no remedy.",Lakini waliwadhihaki wajumbe wa Bwana wakayadharau maneno yake na kuwacheka manabii wake mpaka ghadhabu ya Bwana ikawa kubwa dhidi ya watu wake na hakukuwa na namna ya kuituliza.,"Korende bakagenderera gochecheria abatomwa ba Nyasae, bagachaya amang’ana aye, na bagachecheria ababani baye. Ase igo endamwamu y’Omonene ekaba enene igoro ase abanto baye, na gotooreka tikwanyorekana ase bare.",Religion
"Therefore he brought on them the king of the Chaldeans, who killed their young men with the sword in the house of their sanctuary, and had no compassion on young man or virgin, old man or infirm. He gave them all into his hand.","Mungu akamwinua dhidi yao mfalme wa Wakaldayo, aliyewaua vijana wao wa kiume kwa upanga ndani ya mahali patakatifu, ambaye hakumbakiza kijana mwanaume wala kijana mwanamke, wazee wala vikongwe. Mungu akawatia wote mikononi mwa Nebukadneza.","Ase ayio Omonene akarenta omorwoti bw’Abakalidayo oyobarwanetie, agaita abana babo abamura n’omoro, agwo ase Hekalu yabo Enchenu, na tabeete namaabera ase onde bwensi, abamura gose abaiseke abekungi, ase abagotu gose abare ne chinguru. Bonsi bakabeekwa ase amaboko ’omorwoti bw’Abakalidayo.",Religion
"All the vessels of God’s house, great and small, and the treasures of Yahweh’s house, and the treasures of the king and of his princes, all these he brought to Babylon.","Akavichukua kwenda Babeli vyombo vyote kutoka Hekalu la Mungu, vikubwa na vidogo, hazina za Hekalu la Bwana pamoja na hazina za mfalme na za maafisa wake.","Ebikorero bionsi bi’enyomba ya Nyasae, ebinene na ebike, ne chinibo chionsi chiarenge ase enyomba y’Omonene na ase enyomba y’omorwoti, na ase echi’abagaambi barenge amo nere, ebinto ebio bionsi akabiira Babiloni.",Religion
"They burned God’s house, broke down the wall of Jerusalem, burned all its palaces with fire, and destroyed all of its valuable vessels.","Wakalichoma Hekalu la Mungu na kuzibomoa kuta za Yerusalemu, wakachoma moto majumba yote ya kifalme na kuharibu kila kitu chake cha thamani.","Agasamba enyomba ya Nyasae na agatagora chindwaki chia Yerusalemu, agasamba ne chinyomba chionsi chi’oborwoti na agasaria ebikorero bionsi bi’erigori rinene biarengeo.",Religion
"He carried those who had escaped from the sword away to Babylon, and they were servants to him and his sons until the reign of the kingdom of Persia,",Wale watu walionusurika kuuawa kwa upanga wakachukuliwa kwenda uhamishoni Babeli. Nao wakawa watumishi wake na wa wanawe mpaka wakati wa utawala wa ufalme wa Uajemi ulifika.,"Abanto baria batooregete bataitetwe nemioro akabang’anyia gochia Babiloni, barabwo bakaba abasomba asare na ase abanto b’ororeria rwaye, goika ekero oborwoti bw’Abaayemi bwabeete ne chinguru.",Religion
"to fulfill Yahweh’s word by Jeremiah’s mouth, until the land had enjoyed its Sabbaths. As long as it lay desolate, it kept Sabbath, to fulfill seventy years.","Nchi ikaendelea kufurahia pumziko lake la Sabato, wakati wote wa kufanywa kwake ukiwa ilipumzika mpaka ile miaka sabini ilipotimia katika kutimiza neno la Bwana lililonenwa na Yeremia.","Igo ring’ana riri’Omonene akwanete goetera ase Yeremia rigaikeranigwa, na ense eria nigo yatimogete. Ekero ense eria yatigarete ere amatongo, nigo yarendete Esabato, goika emiaka emerongo etano na ebere ekaera.",Religion
"Now in the first year of Cyrus king of Persia, that Yahweh’s word by the mouth of Jeremiah might be accomplished, Yahweh stirred up the spirit of Cyrus king of Persia, so that he made a proclamation throughout all his kingdom, and put it also in writing, saying,","Katika mwaka wa kwanza wa utawala wa Koreshi mfalme wa Uajemi, ili kulitimiza neno la Bwana lililosemwa na nabii Yeremia, Bwana aliusukuma moyo wa Koreshi mfalme wa Uajemi kutangaza katika himaya yake yote kwa maandishi:","Ase omwaka bw’eritang’ani bw’okogamba gwa Koresi, omorwoti bw’Abaayemi, Omonene agaikerania ayakwanete goetera ase Yeremia. Agaseegeta na koberora omoika o Koresi, omorwoti oria, akamosukia arike ring’ana na koriraria ase chinsemo chionsi chi’oborwoti bwaye, ogoteeba.",Religion
"“Cyrus king of Persia says, ‘Yahweh, the God of heaven, has given all the kingdoms of the earth to me; and he has commanded me to build him a house in Jerusalem, which is in Judah. Whoever there is among you of all his people, Yahweh his God be with him, and let him go up.’”","“Hili ndilo asemalo Koreshi mfalme wa Uajemi: “ ‘Bwana, Mungu wa mbinguni, amenipa falme zote duniani, na ameniagiza kumjengea Hekalu huko Yerusalemu katika Yuda. Yeyote wa watu wake miongoni mwenu, Mungu wake na awe pamoja naye, wacha huyo mtu na apande.’ ”","“Amang’ana aya naro inche Koresi, omorwoti bw’Abaayemi, ngoteeba: Omonene, Nyasae o igoro, ong’eire amarwoti onsi are ase ense. Ere onchikiire imoagachere enyomba aaria Yerusalemu, omochie ore ase ense y’Abayuda. Onde bwensi ore ase egati yaino, ore bw’abaanto baye, tiga atiire agende aroro, n’Omonene, Nyasae oye, abe amo nere.”",Religion
"Now in the first year of Cyrus king of Persia, that Yahweh’s word by Jeremiah’s mouth might be accomplished, Yahweh stirred up the spirit of Cyrus king of Persia, so that he made a proclamation throughout all his kingdom, and put it also in writing, saying,","Katika mwaka wa kwanza wa utawala wa Koreshi mfalme wa Uajemi, ili kulitimiza neno la Bwana lililosemwa na nabii Yeremia, Bwana aliusukuma moyo wa Koreshi mfalme wa Uajemi kutangaza katika himaya yake yote kwa maandishi:","Ase omwaka bw’eritang’ani bw’okogamba gwa Koresi, omorwoti bw’Abaayemi, Omonene agaikerania ayakwanete goetera ase Yeremia. Agaseegeta na koberora omoika bw’omorwoti oria, akamosukia arike ring’ana na koriraria ase chinsemo chionsi chi’oborwoti bwaye, ogoteeba.",Religion
"“Cyrus king of Persia says, ‘Yahweh, the God of heaven, has given me all the kingdoms of the earth; and he has commanded me to build him a house in Jerusalem, which is in Judah.","“Hili ndilo asemalo Koreshi mfalme wa Uajemi: “ ‘Bwana, Mungu wa mbinguni, amenipa falme zote duniani, na ameniagiza kumjengea Hekalu huko Yerusalemu katika Yuda.","“Amang’ana aya naro inche Koresi, omorwoti bw’Abaayemi, ngoteeba: Omonene, Nyasae o igoro, ong’eire amarwoti onsi are ase ense. Ere onchikiire imoagachere enyomba aaria Yerusalemu, omochie ore ase ense y’Abayuda.",Religion
"Whoever there is among you of all his people, may his God be with him, and let him go up to Jerusalem, which is in Judah, and build the house of Yahweh, the God of Israel (he is God), which is in Jerusalem.","Yeyote wa watu wake miongoni mwenu, Mungu wake na awe pamoja naye, wacha apande kwenda Yerusalemu katika Yuda na kujenga Hekalu la Bwana, Mungu wa Israeli, Mungu aliyeko huko Yerusalemu.","Onde bwensi ore ase egati yaino, ore bw’abaanto baye, tiga atiire gochia Yerusalemu, aaria ase ense y’Abayuda, erinde aagache enyomba y’Omonene, Nyasae bw’Abaisraeli, na Nyasae oye abe amo nere. Ere nere Nyasae ogosasimwa Yerusalemu.",Religion
"Whoever is left, in any place where he lives, let the men of his place help him with silver, with gold, with goods, and with animals, in addition to the free will offering for God’s house which is in Jerusalem.’”","Nao watu wa mahali popote wale walionusurika wanapoishi sasa, watu hao wampe fedha na dhahabu, pamoja na vifaa na mifugo, mbali na sadaka za hiari kwa ajili ya Hekalu la Mungu huko Yerusalemu.’ ”","Onye onde bw’abaanto baye otigarete ase obosomba, nere origetie akonywe airane, abaamate b’aase agwo babakonye chifeta, ne chitaabu, na ebinto binde, ne chitugo, amo nebiegwa bi’ogwancha ase enyomba ya Nyasae aaria Yerusalemu.”",Religion
"Then the heads of fathers’ households of Judah and Benjamin, the priests and the Levites, all whose spirit God had stirred to go up, rose up to build Yahweh’s house which is in Jerusalem.","Kisha viongozi wa jamaa ya Yuda na Benyamini na makuhani na Walawi kila mmoja ambaye moyo wake ulisukumwa na Mungu, akajiandaa kupanda ili kuijenga nyumba ya Bwana huko Yerusalemu.","Erio abateneneri be chiamate chi’Abayuda na Ababenjamini amo nabakuani na Abalawi, kera omonto oyo Nyasae akunire omoika oye ng’a atiire, erinde aagache naende enyomba y’Omonene aaria Yerusalemu, bakebeka ang’e.",Religion
"All those who were around them strengthened their hands with vessels of silver, with gold, with goods, with animals, and with precious things, in addition to all that was willingly offered.","Majirani zao wote wakawasaidia vyombo vya fedha na dhahabu, pamoja na vifaa na mifugo, pia na zawadi za thamani, pamoja na sadaka zote za hiari.","Abanto bonsi abamenyete amo nabarabwo bakabakonya ase okobaa ebikorero bie chifeta, na ebie chitaabu na ebinto binde, ne chitugo, na ebinto bi’erigori rinene, amo n’ebinto baruete ase ogwancha.",Religion
"Also Cyrus the king brought out the vessels of Yahweh’s house, which Nebuchadnezzar had brought out of Jerusalem, and had put in the house of his gods;","Zaidi ya hayo, Mfalme Koreshi akavitoa vyombo vilivyokuwa mali ya Hekalu la Bwana, ambavyo Nebukadneza alikuwa amevichukua kutoka Yerusalemu na kuviweka katika hekalu la mungu wake.","Boigo omorwoti Koresi akairania ebikorero bi’enyomba y’Omonene, biria Nebukadinesaro arusetie Yerusalemu na akabigacha ase enyomba ye chinyasae chiaye.",Religion
"even those, Cyrus king of Persia brought out by the hand of Mithredath the treasurer, and counted them out to Sheshbazzar the prince of Judah.","Koreshi mfalme wa Uajemi akavitoa kwa mkono wa Mithredathi mtunza hazina, aliyevihesabu mbele ya Sheshbaza mkuu wa Yuda.","Ebikorero ebio Koresi, omorwoti bw’Abaayemi, akabia Mitiredati, omoteneneri bwe chikungo. Mitiredati akabibara, akabirika inse erio akabia Sesibasari, omogambi bw’Abayuda.",Religion
"This is the number of them: thirty platters of gold, one thousand platters of silver, twenty-nine knives,","Hii ilikuwa ndio orodha ya vifaa: masinia ya dhahabu yalikuwa 30 masinia ya fedha yalikuwa 1,000 vyetezo vya fedha vilikuwa 29","Oyo noro omobaro bw’ebinto ebio: Chibakuri chiroisirie korwa ase chitaabu, emerongo etato (30), ne chibakuri chiroisirie korwa ase chifeta, elifu eyemo (1,000), na ebitaabo bi’ogosambera ubani, emerongo ebere na kianda (29);",Religion
"thirty bowls of gold, four hundred ten silver bowls of a second kind, and one thousand other vessels.","mabakuli ya dhahabu yalikuwa 30 mabakuli ya fedha yanayofanana yalikuwa 410 vifaa vingine vilikuwa 1,000.","chibakuri chinke chiroisirie korwa ase chitaabu, emerongo etato (30), na echiroisirie korwa ase chifeta, amagana ane, na ikomi (410), naende ebikorero binde, elifu eyemo (1,000).",Religion
All the vessels of gold and of silver were five thousand four hundred. Sheshbazzar brought all these up when the captives were brought up from Babylon to Jerusalem.,"Kwa ujumla, kulikuwa na vyombo 5,400 vya dhahabu na vya fedha. Sheshbaza akavileta hivi vyote wakati watu walipotoka uhamishoni Babeli kwenda Yerusalemu.","Ebikorero bionsi biaroisirie korwa ase chitaabu ne chifeta nigo biarenge chilifu isano, na amagana ane (5,400). Ebio bionsi Sesibasari akabiira Yerusalemu; ekero abanto baria barenge ase obosomba baruete Babiloni, bakagenda Yerusalemu.",Religion
"Now these are the children of the province who went up out of the captivity of those who had been carried away, whom Nebuchadnezzar the king of Babylon had carried away to Babylon, and who returned to Jerusalem and Judah, everyone to his city;","Basi hawa ndio watu wa jimbo waliotoka uhamishoni, ambao Nebukadneza mfalme wa Babeli alikuwa amewachukua mateka hadi Babeli (walirudi Yerusalemu na Yuda, kila mmoja kwenye mji wake,","Aba nabwo abanto b’orogongo rwa Yuda, baria Nebukadinesaro, omorwoti o Babiloni, airete Babiloni ase obosomba, bairanete gocha Yerusalemu na ase ense y’Abayuda.",Religion
"who came with Zerubbabel, Jeshua, Nehemiah, Seraiah, Reelaiah, Mordecai, Bilshan, Mispar, Bigvai, Rehum, and Baanah. The number of the men of the people of Israel:","wakiwa wamefuatana na Zerubabeli, Yeshua, Nehemia, Seraya, Reelaya, Mordekai, Bilshani, Mispari, Bigwai, Rehumu na Baana): Orodha ya wanaume kati ya watu wa Israeli ilikuwa:","Abarai babo nabwo aba, Serubabeli na Yesua, Nehemia na Seraya, Reelaya na Moredekai, Bilisani na Misipari, Bigiwai na Rehumu, na Baana. Oyo noro omobaro bw’chinderia chia abanto bonsi ba Israeli abwo bairanete korwa obosomba",Religion
"The children of Parosh, two thousand one hundred seventy-two.","wazao wa Paroshi 2,172","Abanto b’ororeria rwa Parosi: chilifu ibere, ne rigana erimo, na emerongo etano na ebere, na babere (2,172);",Religion
"The children of Shephatiah, three hundred seventy-two.",wazao wa Shefatia 372,"aba orwa Sefatia: amagana atato, na emerongo etano na ebere, na babere (372);",Religion
"The children of Arah, seven hundred seventy-five.",wazao wa Ara 775,"aba orwa Ara: amagana atano na abere, na emerongo etano na ebere, na batano (775);",Religion
"The children of Pahathmoab, of the children of Jeshua and Joab, two thousand eight hundred twelve.","wazao wa Pahath-Moabu (wa jamaa ya Yeshua na Yoabu) 2,812","aba orwa Pahati‐Moabu be chiamate chia Yesua na Yoabu: chilifu ibere, na amagana atano na atato, na ikomi na babere (2,812);",Religion
"The children of Elam, one thousand two hundred fifty-four.","wazao wa Elamu 1,254","aba orwa Elamu: elifu eyemo, na amagana abere, na emerongo etano, na baane (1,254);",Religion
"The children of Zattu, nine hundred forty-five.",wazao wa Zatu 945,"aba orwa Satu: amagana kianda, na emerongo ene, na batano (945);",Religion
"The children of Zaccai, seven hundred sixty.",wazao wa Zakai 760,"aba orwa Sakai: amagana atano na abere, na emerongo etano nomo (760);",Religion
"The children of Bani, six hundred forty-two.",wazao wa Bani 642,"aba orwa Bani: amagana atano na rimo, na emerongo ene, na babere (642);",Religion
"The children of Bebai, six hundred twenty-three.",wazao wa Bebai 623,"aba orwa Bebai: amagana atano na rimo, na emerongo ebere, na batato (623);",Religion
"The children of Azgad, one thousand two hundred twenty-two.","wazao wa Azgadi 1,222","aba orwa Asigadi: elifu eyemo, na amagana abere, na emerongo ebere, na babere (1,222);",Religion
"The children of Adonikam, six hundred sixty-six.",wazao wa Adonikamu 666,"aba orw’Adonikamu: amagana atano na rimo, na emerongo etano nomo, na batano nomo (666);",Religion
"The children of Bigvai, two thousand fifty-six.","wazao wa Bigwai 2,056","aba orwa Bigiwai: chilifu ibere, na emerongo etano, na batano nomo (2,056);",Religion
"The children of Adin, four hundred fifty-four.",wazao wa Adini 454,"aba orw’Adini: amagana ane, na emerongo etano, na baane (454);",Religion
"The children of Ater, of Hezekiah, ninety-eight.",wazao wa Ateri (kupitia Hezekia) 98,"aba orw’Ateri oyio okorokwa Hezekia: emerongo kianda, na batano na batato (98);",Religion
"The children of Bezai, three hundred twenty-three.",wazao wa Besai 323,"aba orwa Besai: amagana atato, na emerongo ebere, na batato (323);",Religion
"The children of Jorah, one hundred twelve.",wazao wa Yora 112,"aba orwa Yora: rigana erimo, na ikomi na babere (112);",Religion
"The children of Hashum, two hundred twenty-three.",wazao wa Hashumu 223,"aba orwa Hasumu: amagana abere, na emerongo ebere, na batato (223);",Religion
"The children of Gibbar, ninety-five.",wazao wa Gibari 95,"aba orwa Gibari: emerongo kianda, na batano (95).",Religion
"The children of Bethlehem, one hundred twenty-three.",watu wa Bethlehemu 123,"Abanto ba Bethlehemu: rigana erimo, na emerongo ebere, na batato (123);",Religion
"The men of Netophah, fifty-six.",watu wa Netofa 56,"abanto ba Netofa: emerongo etano, na batano nomo (56);",Religion
"The men of Anathoth, one hundred twenty-eight.",watu wa Anathothi 128,"abanto b’Anatoti: rigana erimo, na emerongo ebere, na batano na batato (128);",Religion
"The children of Azmaveth, forty-two.",watu wa Azmawethi 42,"abanto b’Asimaweti: emerongo ene, na babere (42);",Religion
"The children of Kiriath Arim, Chephirah, and Beeroth, seven hundred forty-three.","wazao wa Kiriath-Yearimu, Kefira na Beerothi 743","abanto ba Kiriati‐Arimu, na Kefira, na Beroti: amagana atano na abere, na emerongo ene, na batato (743);",Religion
"The children of Ramah and Geba, six hundred twenty-one.",wazao wa Rama na Geba 621,"abanto ba Rama na Geba: amagana atano na rimo, na emerongo ebere, na oyomo (621);",Religion
"The men of Michmas, one hundred twenty-two.",watu wa Mikmashi 122,"abanto ba Mikimasi: rigana erimo, na emerongo ebere, na babere (122);",Religion
"The men of Bethel and Ai, two hundred twenty-three.",watu wa Betheli na Ai 223,"abanto ba Beteli na Ai: amagana abere, na emerongo ebere, na batato (223);",Religion
"The children of Nebo, fifty-two.",wazao wa Nebo 52,"abanto ba Nebo: emerongo etano, na babere (52);",Religion
"The children of Magbish, one hundred fifty-six.",wazao wa Magbishi 156,"abanto ba Magibisi: rigana erimo, na emerongo etano, na batano nomo (156);",Religion
"The children of the other Elam, one thousand two hundred fifty-four.","wazao wa Elamu ile ingine 1,254","abanto ba Elamu o kabere: elifu eyemo, na amagana abere, na emerongo etano, na baane (1,254);",Religion
"The children of Harim, three hundred twenty.",wazao wa Harimu 320,"abanto ba Harimu: amagana atato, na emerongo ebere (320);",Religion
"The children of Lod, Hadid, and Ono, seven hundred twenty-five.","wazao wa Lodi, Hadidi na Ono 725","abanto ba Lodi, na Hadidi, na Ono: amagana atano na abere, na emerongo ebere, na batano (725);",Religion
"The children of Jericho, three hundred forty-five.",wazao wa Yeriko 345,"abanto ba Yeriko: amagana atato, na emerongo ene, na batano (345);",Religion
"The children of Senaah, three thousand six hundred thirty.","wazao wa Senaa 3,630","abanto ba Senaa: chilifu isato, na amagana atano na rimo, na emerongo etato (3,630).",Religion
"The priests: the children of Jedaiah, of the house of Jeshua, nine hundred seventy-three.",Makuhani: wazao wa Yedaya (kwa jamaa ya Yeshua) 973,"Oyo noro omobaro bw’abakuani bairanete korwa obosomba: Abwo b’ororeria rwa Yedaya be chiamate chia Yesua: amagana kianda, na emerongo etano na ebere, na batato (973);",Religion
"The children of Immer, one thousand fifty-two.","wazao wa Imeri 1,052","aba orwa Imeri: elifu eyemo, na emerongo etano, na babere (1,052);",Religion
"The children of Pashhur, one thousand two hundred forty-seven.","wazao wa Pashuri 1,247","aba orwa Pasuri: elifu eyemo, na amagana abere, na emerongo ene, na batano na babere (1,247);",Religion
"The children of Harim, one thousand seventeen.","wazao wa Harimu 1,017","aba orwa Harimu: elifu eyemo, na ikomi na batano na babere (1,017).",Religion
"The Levites: the children of Jeshua and Kadmiel, of the children of Hodaviah, seventy-four.",Walawi: wazao wa Yeshua na Kadmieli (kupitia jamaa ya Hodavia) 74,"Abalawi bo’ororeria rwa Yeshua na orwa Kadimieli, oroiboro rwa Hodavia abairanete korwa obosomba nigo barenge emerongo etano na ebere, na baane (74).",Religion
"The singers: the children of Asaph, one hundred twenty-eight.",Waimbaji: wazao wa Asafu 128,"Abateri nabwo abanto b’ororeria rw’Asafu: rigana erimo, na emerongo ebere, na batano na batato (128).",Religion
"The children of the gatekeepers: the children of Shallum, the children of Ater, the children of Talmon, the children of Akkub, the children of Hatita, the children of Shobai, in all one hundred thirty-nine.","Mabawabu wa lango la Hekalu: wazao wa Shalumu, Ateri, Talmoni, Akubu, Hatita na Shobai 139","Abarendi b’ebiita nabwo abe chiamate chia Salumu, na Ateri, na Talimoni, na Akubu, na Hatita, na Sobai; bonsi nigo barenge rigana erimo, na emerongo etato, na kianda (139).",Religion
"The temple servants: the children of Ziha, the children of Hasupha, the children of Tabbaoth,","Watumishi wa Hekalu: wazao wa Siha, Hasufa, Tabaothi,","Abakori emeremo be Hekalu nabwo aba: Abanto be chiamate chia Siha, na Hasufa, na Tabaoti;",Religion
"the children of Keros, the children of Siaha, the children of Padon,","wazao wa Kerosi, Siaha, Padoni,","Kerosi, na Sia, na Padoni;",Religion
"the children of Lebanah, the children of Hagabah, the children of Akkub,","wazao wa Lebana, Hagaba, Akubu,","Lebana, na Hagaba, na Akubu;",Religion
"the children of Hagab, the children of Shamlai, the children of Hanan,","wazao wa Hagabu, Shalmai, Hanani,","Hagabu, na Shamlai na Hanani;",Religion
"the children of Giddel, the children of Gahar, the children of Reaiah,","wazao wa Gideli, Gahari, Reaya,","Gideli, na Gahari, na Reaya:",Religion
