concept_id,Kiswahili,Ekegusii,source
132922,"Yakobo, mtumwa wa Mungu na wa Bwana Yesu Kristo: Kwa makabila kumi na mawili yaliyotawanyika ulimwenguni: Salamu.","Korwa ase Yakobo, omosomba o Nyasae na Omonene Yeso Kristo, nabakwanirie inwe abanto ba Nyasae, abamwatananekire gochia chinse chire ao ao.",Trilingual-Bible
117344,ili kwamba aishi milele na asione uharibifu.,"eyio eragere omonto agenderere koba moyo botambe, tabaisa kogenda ase embeera.",Trilingual-Bible
102579,"Jifunze huduma ya msingi ya kwanza kwa matukio ya kuungua, kukatwa, na kusongwa na koo.","Manya chinchera chia bwango buna oranyare gokora ekero kwayire, kwenachire gose kwangentirwe nandagera gose amache.",PSA
113771,"ya ishirini na nne ikamwangukia Romamti-Ezeri, wanawe na jamaa zake, 12.",Obwa emerongo ebere na kane (24) bokagwera Romamuti‐Eseri; ere amo nabana baye abamura na abamwabo nigo barenge ikomi na babere (12).,Trilingual-Bible
110051,"Hivyo Waisraeli wakaweka mbali Mabaali yao na Maashtorethi, nao wakamtumikia Bwana peke yake.","Erio Abaisraeli bakarusia korwa ase bare chinyasae chiria Baali na Asitaroti, bakamokorera Omonene bweka.",Trilingual-Bible
119152,"ndipo ghala zako zitakapojaa hadi kufurika, viriba vyako vitafurika kwa mvinyo mpya.",Erio ebiage biao mbiichore n’endagera enyinge na ebimitero biao biichore n’edivai engiya.,Trilingual-Bible
103404,"Rebeka alikuwa na kaka aliyeitwa Labani, huyo akaharakisha kukutana na yule mtumishi kule kisimani.","Rebeka nabwate momura omwabo ore korokwa Labani. Ekero Labani arooche ekegera na ebitange ase amaboko ’omoiseke omwabo, na kaigure amang’ana omonto oria ateebetie Rebeka, agasoka, akaminyoka gochia ase ensoko ase omonto oria areenge, akamorora oteneine ase chingamia chiaye,",Trilingual-Bible
108973,"Basi Selofehadi mwana wa Heferi, mwana wa Gileadi, mwana wa Makiri, mwana wa Manase hakuwa na wana waume ila mabinti tu, ambao majina yao yalikuwa Mahla, Noa, Hogla, Milka na Tirsa.","Korende Selofehadi, mosinto o Heferi, o Gileadi, o Makiri, o Manase, taiborete abana abamura, otatiga abaiseke boka. Amarieta ’abaiseke aba naro aya: Mala, na Nuhu, na Hogila, na Milka, na Tirisa.",Trilingual-Bible
101208,Wazazi: Muulize mtoto wako kama amejiandikisha kupiga kura. Mwongozo unapatikana kwenye education.go.ke,"Abaibiri: Boria abana baino gose mberigete buna abaaki chikura, ayakobakonya eki babwenerete gokora nao kere as omoroberio- education.go.ke",PSA
131837,"kuabudu sanamu, uchawi, uadui, ugomvi, wivu, hasira, fitina, faraka, uzushi,","ogosasiima emegwekano, oborogi, obobisa, eriomana, ribero, endamwamu, obong’iti, okwerusanania, ogweatanana,",Trilingual-Bible
106119,"Waoneni kuwa watakatifu, kwa sababu ndio wanaotoa chakula cha Mungu wenu. Kumbukeni kuwa ni watakatifu, kwa sababu Mimi Bwana ni mtakatifu, Mimi niwafanyaye ninyi kuwa watakatifu.","Goika omobare ng’a nomochenu, ekiagera nere okorua okoruegwa kw’endagera ase ’nde inche Omonene oo; nabe omochenu ase ore, ekiagera inche Omonene nomochenu inde, ninche nkobachena.",Trilingual-Bible
119687,"Mtu anayepotea kutoka mapito ya ufahamu, hupumzika katika kundi la waliokufa.","Omonto ogotiga enchera y’obomanyi, oyio nabeere ase omosangererekano bw’abaanto bakwete.",Trilingual-Bible
117494,"Ee uliye Nguvu zangu, ninakuimbia sifa. Wewe, Ee Mungu, ndiwe ngome yangu, Mungu unipendaye.","Aye Nyasae ore chinguru chiane, nintere ogoteera gw’okogotogia; aye naye egekengero kiane, aye naye Nyasae onyanchete mono.",Trilingual-Bible
132421,Waheshimu wanawake wajane ambao ni wajane kweli kweli.,Osike abatakanwa abare abataakanwa bori.,Trilingual-Bible
108307,"Kama ukimtii Bwana Mungu wako kwa bidii na kufuata amri zake zote ninazokupa leo kwa bidii, Bwana Mungu wako atakuweka juu ya mataifa yote katika dunia.","“Komoramoigwere Omonene Nyasae oino, erinde morende na kobwata amachiiko aye onsi inche nabachiikire ase rituko ria reero, Omonene Nyasae oino, nabakore mobe abanene kobua ebisaku bionsi bire ase ense.",Trilingual-Bible
127649,"Leo katika mji wa Daudi kwa ajili yenu amezaliwa Mwokozi, ndiye Kristo Bwana.","naki reero ase Omochie o Daudi oiboirwe Omotooria ase engencho yaino, nere Kristo Omonene.",Trilingual-Bible
102384,"Jielimishe kuhusu masuala ya afya ya akili, ili uweze kuwa balozi wa mabadiliko, ukipinga unyanyapaa wa afya ya akili. Unyanyapaa na ubaguzi ni vikwazo vikubwa vya kupata huduma za afya ya akili. Chagua kuishi maisha yenye uwezo, pambana na unyanyapaa.","Esemie ase amang'ana ya oborwaria bw'obongo, erinde obe omoteneneri bw'oboonchoreria, okonengeta ase amang'ana ya oborwaria bw'obongo. Okonengeta ne eyemo ase ebikongo ebinene ase abanto korigia korwarigwa oborwaire bw'obongo. Chora komenya obogima Bwe chinguru ,rwania okonengeta.",PSA
105920,"Kuta zote za ndani ya nyumba hiyo ni lazima zikwanguliwe, na kifusi chake kitupwe mahali najisi nje ya mji.","Magega y’ayio chinyasi chionsi chia ime chiomorwe, erio amaoomo atugutwe aase are neubi isiko y’omochie.",Trilingual-Bible
107595,"Hii ilikuwa baada ya kumshinda Sihoni mfalme wa Waamori, ambaye alitawala Heshboni, na pia huko Edrei alikuwa amemshinda Ogu mfalme wa Bashani, ambaye alitawala huko Ashtarothi.","Amang’ana aya nigo abeete ekero Omonene konya abuire Sihoni, omorwoti bw’Abaamori, oyio ogambete ase omochie o Hesiboni, amo n’omorwoti Ogi o Basani, oyio ogambete ase emechie ya Asitaroti na Edirei.",Trilingual-Bible
120039,Kwa hiyo moyo wangu ukaanza kukata tamaa juu ya kazi yangu yote niliyoifanya kwa taabu chini ya jua.,Ase ayio ngachaka goichana na gokwa omoyo ase engencho y’emeremo yonsi nechanderete inse y’erioba.,Trilingual-Bible
123691,"Akafanya ukahaba na wasomi wote wa Ashuru, na kujinajisi kwa sanamu zote za kila mwanaume aliyemtamani.","Ase ayio agakora obonyaka nabasaacha bonsi b’Abaasuri, abarenge nebieni ebiya, na ase enchera eyio agesoyia ase ogotacheneka ase ogosasiima emegwekano y’abwo barenge nokogania okobe ase are.",Trilingual-Bible
131441,"kwa maana mlango mkubwa umefunguliwa kwangu kufanya kazi yenye matunda, nako huko kuna adui wengi wanaonipinga.","naki naigoreirwe egesieri ekegare keraarente okwama, korende abange mbareo bakong’amereria.",Trilingual-Bible
121770,"Kama vitundu vilivyojaa ndege, nyumba zao zimejaa udanganyifu; wamekuwa matajiri na wenye nguvu,","Buna koreng’ana egesera geichire ne chinyoni, naboigo ne chinyomba chiabo chiaichoire n’ebinto bisakoire; ase engencho eyio babeire ne chinguru, na abanda mono.",Trilingual-Bible
121042,"Yamkini Bwana, Mungu wako atayasikia maneno ya jemadari wa jeshi, ambaye bwana wake, mfalme wa Ashuru, amemtuma kumdhihaki Mungu aliye hai, tena kwamba atamkemea kwa maneno ambayo Bwana, Mungu wako ameyasikia. Kwa hiyo omba kwa ajili ya mabaki ambao bado wako.”","Ande nabo erabe ng’a ekero omorwoti bw’Abaasuri atomete Rabi‐Sake korama Nyasae ore moyo, ere Omonene, Nyasae oino naigwete ayio. Ere nabae egesusuro ase amang’ana ayio. Ase ayio sabera abanto abwo batigarete bare moyo.”",Trilingual-Bible
128583,"Mtumishi mmoja wa kike akamwona kwa mwanga wa moto akiwa ameketi pale. Akamtazama sana, akasema, “Huyu mtu pia alikuwa pamoja na Yesu!”","Erio omoiseke oyomo akamorora oikaransete ang’e nomorero, akamobeta amaiso akabora, “Oyo nere igo arenge amo nere.”",Trilingual-Bible
132372,"Awali ya yote, nasihi kwamba dua, sala, maombezi na shukrani zifanyike kwa ajili ya watu wote:","Gaaki, ritang’ani ase amang’ana onsi nabasoroire ng’a okoboria, na ogosaba, na okogaramera amo nokoiraneria Nyasae ng’a mbuya mono, bikoreke ase engencho y’abanto bonsi,",Trilingual-Bible
123555,"Kama mtu mwenye haki akiacha haki yake na kutenda dhambi, atakufa kwa ajili ya dhambi yake, kwa sababu ya dhambi alizotenda, atakufa.","Ekero omonto omonyaboronge akoonchoka otiga gokora ay’oboronge, erio okora ebibe, oyio goika akwe ase engencho y’ayio; ee, ase engencho y’ebibe akorire goika akwe.",Trilingual-Bible
110925,"Mfalme akauliza, “Je, hakuna yeyote ambaye amebaki wa nyumba ya Sauli ninayeweza kumwonyesha wema wa Mungu?” Siba akamjibu mfalme, “Bado yupo mwana wa Yonathani, yeye ni kiwete miguu yote.”","Naende omorwoti akamobooria, “Inee! Monto onde natigarete ase enka ya Saulo inyare komokorera obuya bwa Nyasae?” Siba akamoiraneria, “Ee, nareo omonto oyomo, mosinto o Yonathani, ore ekerema.”",Trilingual-Bible
133376,“Lakini nina neno dhidi yako: Umeuacha upendo wako wa kwanza.,Korende ninde ne ring’ana eri igoro ase ore: Gwatigire obwanchani bwao bw’eritang’ani.,Trilingual-Bible
115439,"Maafisa wote wa mfalme waliokaa langoni mwa mfalme walipiga magoti na kumpa Hamani heshima, kwa kuwa mfalme alikuwa ameamuru hili kuhusu Hamani. Lakini Mordekai hakumpigia magoti wala kumheshimu.","Omorwoti akarua ogochika ng’a abasomba baye bonsi barenge kobeera ase egeita kiaye batung’ame bosio bwa Hamani ase okomosasiima. Bonsi bagakora bo, korende Moredekai ere akanga gokora bo.",Trilingual-Bible
112283,"Yehoshafati akasema, “Neno la Bwana liko pamoja naye.” Kwa hiyo mfalme wa Israeli na Yehoshafati pamoja na mfalme wa Edomu wakamwendea.","Yehosafati agateeba, “oyo n’omobani bw’ekeene.” Ase igo omorwoti bw’Abaisraeli, na Yehosafati, na omorwoti bw’Abaedomu bakagenda asare.",Trilingual-Bible
123158,"Kila mmoja alikwenda kuelekea mbele moja kwa moja. Popote roho alipotaka kwenda, ndipo walipokwenda pasipo kugeuka.","Kera ekemo gekaba gekogenda gochia bosio rioka; aase omoika orenge kogenda gochia, nao biarenge kogenda. Ekero biarenge kogenda tibiarenge koonchoka, korende bikaba bikogenda bosio rioka.",Trilingual-Bible
127393,"“Lakini ninyi jihadharini. Kwa maana watawapeleka katika mabaraza yao na kupigwa mijeledi katika masinagogi. Mtashtakiwa mbele ya watawala na wafalme kwa ajili yangu, ili kuwa ushuhuda kwao.","“Mwerende inwe abanyene, ekiagera nababaire ase ebigambero, na ase chisinagogi, moakwe. Naende inamoirwe gotenena ase amasio y’abagabana na ase abarwoti ase engencho y’ane, koba kirori ase bare.",Trilingual-Bible
129525,"Tena Andiko lingine lasema, “Watamtazama yeye waliyemchoma.”","Naende rituko rinde ribora, “Nabamorigererie oyobabetete.”",Trilingual-Bible
125762,"Mtayaona kwa macho yenu wenyewe na kusema, ‘Bwana ni mkuu, hata nje ya mipaka ya Israeli!’",Namwerorere amang’ana ayio namaiso aino; erio moteebe: “Omonene nigo are omonene nonya nisiko y’ense y’Abaisraeli.”,Trilingual-Bible
127537,"Hivyo Yosefu akanunua kitambaa cha kitani safi, akaushusha mwili kutoka msalabani, akaufunga katika kile kitambaa cha kitani, na kuuweka ndani ya kaburi lililochongwa kwenye mwamba. Kisha akavingirisha jiwe kwenye ingilio la kaburi.","Yusufu akagora egetambaa ki’egatani, akamoikia, akamoboyia egetambaa keria, akamobeka ase oboina bwabaachetwe ase egetare. Naende agaturunkania rigena gochia ase egesieri ki’oboina.",Trilingual-Bible
110575,"Kisha akawaambia watumishi wake, “Tangulieni; mimi nitakuja nyuma yenu.” Lakini hakumwambia Nabali mumewe.","Abigaeli agateebia abasomba baye: “Tang’ana mogende, nainche nkobabwatia inde.” Korende tatebeetie Nabali, omosacha oye.",Trilingual-Bible
121471,"Mungu wangu asema, “Hakuna amani kwa waovu.”",Nyasae one nigo agoteeba iga: “Omokori amabe tari nomorembe.”,Trilingual-Bible
130111,"Baada ya majadiliano mengi, Petro akasimama na kusema, “Ndugu zangu, mnajua kwamba siku za kwanza Mungu alinichagua ili kwa midomo yangu watu wa Mataifa wapate kusikia ujumbe wa Injili na kuamini.","Na magega y’okoamererania okonge Petero agatenena akabateebia: “Abaminto, inwe mwamanyire ng’a ase ekero giaetire Nyasae nakorete ogochora egati yaino, ng’a korwa ase omonwa one abanto b’Ebisaku baigwe ring’ana ri’enchiri na koriegena.",Trilingual-Bible
116345,"“Lakini umesema nikiwa ninakusikia, nami nilisikia maneno yenyewe:","“Ekeene, gwakwanire ase ntegererete, na inche naigure amang’ana ao.",Trilingual-Bible
132966,"Lakini mtu mwingine atasema, “Wewe unayo imani; mimi ninayo matendo.” Nionyeshe imani yako pasipo matendo nami nitakuonyesha imani yangu kwa matendo.","Aande gose omonto nateebe, “Aye nore nokwegena, na inche ninde nogokora.” Nimoiranerie, “Nyorokia okwegena kwao gotari nogokora, na inche nkworokie okwegena kwane ase ogokora kwane.”",Trilingual-Bible
109382,"Basi Wamidiani wote, Waamaleki na mataifa mengine ya mashariki wakaunganisha majeshi yao, wakavuka ngʼambo ya Yordani na kupiga kambi katika Bonde la Yezreeli.","Erio Abamidiani n’Abaameleki, n’abanto ba moocha bagasangererekana amo, na ekero bambokire Yorodani bagatoora ase ense ye rikura ria Yesireeli.",Trilingual-Bible
115310,"katika Anathothi, Nobu na Anania,","Anatoti, na Nobu, na Anania;",Trilingual-Bible
122814,"Kwa nini unajivunia mabonde yako, kujivunia mabonde yako yaliyozaa sana? Ee binti usiye mwaminifu, unayeutumainia utajiri wako na kusema, ‘Ni nani atakayenishambulia?’","Inwe abaiseke baane ababiare motari abegenwa, nase ki mogwetogia ng’a amakura aino naichire chindagera? Inwe mwegenete obonda bwaino mogoteeba ng’a onde tari oranyare kobarwania.",Trilingual-Bible
120232,"Mpenzi wangu, ninakufananisha na farasi jike aliyefungwa katika mojawapo ya magari ya vita ya Farao.","Aye omwanchi one, nigo ngokoreng’ania nebarasi eaberi ekong’usa egari ya Farao.",Trilingual-Bible
133796,"Anansi alifanya hivyo. Kisha akamfunga yule nyoka kwenye kijiti kile kwa kutumia kamba ili kumnyoosha sawasawa. Baada ya kumfunga huyo nyoka vizuri, alimbeba hadi juu mbinguni.","Igo anansi agakora igo nagosiba eng’iti eria nomogoye oria erinde eng’iti eria enyare koramboka kabisa ase egete keria. Ekero akorete gosiba eng’iti eria nemegoye eria, anansi akayebogoria akayeira mbaka igoro onyasae.",Trilingual-Stories
121309,"Tazama, nimekusafisha, ingawa si kama fedha, nimekujaribu katika tanuru ya mateso.","Rora nabachenire, ko tari buna efeta egochenwa; nabateemire ase okobaetia ase omorero bw’emechando.",Trilingual-Bible
124540,"Mataifa yote ya dunia yanahesabiwa kuwa si kitu. Hufanya kama atakavyo kwa majeshi ya mbinguni, na kwa mataifa ya dunia. Hakuna anayeweza kuuzuia mkono wake au kumwambia, “Umefanya nini wewe?”","Abanto bonsi bamenyete ase ense nigo baabarire ng’a nigo bare bosa. Ere nigo agokorera emeganda ya igoro buna anchete, akorera na Mwanyabaanto bare ase ense boigo. Onde tari oramotange, gose komoboria: Ngento ki ekio ogokora?”",Trilingual-Bible
124787,“Kwa hiyo sasa nitamshawishi; nitamwongoza hadi jangwani na kuzungumza naye kwa upole.,"Ase ayio nimoebererie, imoire ase erooro, erinde nkwane nere amang’ana y’obwanchani.",Trilingual-Bible
132834,"Kwa imani, Noa alipoonywa na Mungu kuhusu mambo ambayo hayajaonekana bado, kwa kumcha Mungu alitengeneza safina ili kuokoa jamaa yake. Kwa imani yake aliuhukumu ulimwengu na akawa mrithi wa haki ipatikanayo kwa imani.","Ase okwegena Nuhu, gaikire g okuurerwa na Nyasae ase amang’ana atararorekana, ase okoba namasikani amaya asare akaroisia obwato, erinde atoorie abanto b’enyomba yaye. Ase ayio, akagambia ense ekiina, na akaba omonyamwando bw’oboronge bokonyorekana ase okwegena.",Trilingual-Bible
126799,"Yuda, ambaye alikuwa amemsaliti Yesu, alipoona kuwa Yesu amehukumiwa, akajuta na akarudisha vile vipande thelathini vya fedha alivyopewa na viongozi wa makuhani na wazee wa watu.","Ekero Yudasi, oria omoruete achia korora ng’a onacheirwe ekiina, ageitia, akairania chitaabu chiria chi’echifeta emerongo etato ase abakuani abanene na abagaaka,",Trilingual-Bible
109799,"Watu wakaenda Betheli, wakaketi mbele za Mungu mpaka jioni, wakapaza sauti zao, wakalia sana.","Abanto bakageenda Beteli, bagaikaransa aroro ase obosio bwa Nyasae goika mogoroba, bagaaka amariogi, bakarera nobororo,",Trilingual-Bible
106193,Hamtafanya kazi kamwe. Hili litakuwa agizo la kudumu kwa vizazi vijavyo popote mnapoishi.,"Timokora emeremo ende yonsi. Okwo nogochika koragenderere ase more, ebiaare ase ebiaare aande onsi ase moramenye.",Trilingual-Bible
120182,"Hata anapotembea barabarani, mpumbavu hukosa ufahamu na kudhihirisha kwa kila mmoja jinsi alivyo mpumbavu.","Nonya nekero omonto omoriri agotaara inchera nigo akoborwa okomanya, na igo omanyia kera omonto ng’a ere nomoriri.",Trilingual-Bible
132075,"Kwa hiyo mpokeeni katika Bwana kwa furaha kubwa, nanyi wapeni heshima watu kama hawa,","Momooroisie gaki ase Omonene ase omogooko bwonsi. Mosike abanto banga buna oyio,",Trilingual-Bible
112078,"Hivyo Ahabu akaondoka ili kula na kunywa. Lakini Eliya akapanda kileleni mwa Karmeli, akasujudu na akaweka kichwa chake katikati ya magoti yake.","Ase ayio Ahabu akaimoka, akaria na akanywa, korende Elija agatiira gochia ase egetunwa gia Karimeli igoro, agatugama inse akaumama, akabeeka obosio bwaye gati‐gati y’amaru aye.",Trilingual-Bible
105497,Paka sinia mafuta pamoja na kishikilio chake na uviweke wakfu.,"Oake egetuba amaguta amo nenterekerero yaye, na kogiatanana.",Trilingual-Bible
106188,"Msifanye kazi zenu zozote za kawaida, lakini toeni sadaka kwa Bwana iliyoteketezwa kwa moto.’ ”","Tibakora emeremo yabo ya kera rituko, nabanduere inche Omonene ekeng’wanso kegosaambwa n’omorero.”",Trilingual-Bible
124024,"kwa hiyo hakika kama niishivyo, asema Bwana Mwenyezi, nitakutenda kwa kadiri ya hasira na wivu uliouonyesha katika chuki yako juu yao nami nitafanya nijulikane miongoni mwao wakati nitakapokuhukumu.","Ase ayio, inche Omonene Nyasae nigo ngoteeba iga: Ekeene, buna inche inde moyo, ningokorere koreng’ana nendamwamu yao, ne ribero ria’o, erio kwaorogetie, ekiagera ogechete Abaisraeli. Ekero ndakonachere ekiina, nimanyekane ase egati yabo.",Trilingual-Bible
104992,"“Tengeneza kifuniko cha upatanisho cha dhahabu safi, chenye urefu wa dhiraa mbili na nusu, na upana wa dhiraa moja na nusu.","“Oroisie ekemumeko gi’etaabu echenire kebe Oboikaranso bwa amaabera. Obotaambe bwaye bobe ekerengo ki’amaboko abere na ekeng’ese, na obogare bwaye okoboko okomo na ekeng’ese.",Trilingual-Bible
117868,"lakini alilichagua kabila la Yuda, Mlima Sayuni, ambao aliupenda.","korende agachora abanto b’egesaku kia Yuda, na egetunwa gia Sayoni ekio anchete.",Trilingual-Bible
113019,"Kalebu mwana wa Hesroni akazaa wana na mkewe Azuba (na pia na Yeriothi). Hawa ndio wana Azuba aliomzalia Kalebu: Yesheri, Shobabu na Ardoni.","Kalebu, mosinto o Hezironi, akanyuoma Asuba. Asuba akamoiborera Yerioti omoiseke. Na abana abamura baye nabwo aba: Yeseri na Sobabu, na Aridoni.",Trilingual-Bible
122396,"Je, Efraimu si mwanangu mpendwa, mtoto ninayependezwa naye? Ingawa mara kwa mara ninanena dhidi yake, bado ninamkumbuka. Kwa hiyo moyo wangu unamwonea shauku, nina huruma kubwa kwa ajili yake,” asema Bwana.","“Inee! Efraimu tari omwana one nyanchete? Ere nere ongogetie mono. Nonya nkomotianera, nigo imorengereretie botambe. Enkoro yane nigo emwechanderete, ekeene, nimororere amaabera.” Nab’Omonene atebiire.",Trilingual-Bible
110573,"Sasa fikiri juu ya jambo hili na uone unaweza kufanya nini, kwa sababu maafa yanakaribia juu ya bwana wetu na nyumba yake yote. Yeye ni mtu mwovu kiasi kwamba hakuna mtu awezaye kuzungumza naye.”","Bono omanye amang’ana ayio, na orengererie inki orakore, ekiagera omonene oito ngochia are gokorerwa bobe, amo n’baanto b’enka yaye. Ere nomotindi mono, onde tari oranyare gokwana nere.”",Trilingual-Bible
111146,"Nitamshambulia wakati akiwa amechoka na ni dhaifu. Nitampiga na hofu, na kisha watu wote walio pamoja naye watakimbia. Nitampiga mfalme peke yake","Inche imochiere mobosokano imogose ekero arosire na erusirie moyo. Abanto abwo bonsi bare komo mbatame, nainche ninyare goita omorwoti kare bweka.",Trilingual-Bible
102681,Fanya siku za urithi 2020.,kabe nomoroberio bwogochengera na gosegeta chingencho chiobogesaku ase oboama 2020.,PSA
116233,Niliivaa haki kama vazi langu; uadilifu ulikuwa joho langu na kilemba changu.,"Nigo neboyetie oboronge, naborobwo bogantuba; ekeene kiane nigo kiarenge buna omwambaro na ekegogwa.",Trilingual-Bible
129364,"Kila tawi ndani yangu lisilozaa matunda, Baba yangu hulikata, nalo kila tawi lizaalo, hulisafisha ili lipate kuzaa matunda zaidi.","Kera orosagia ime ase ’nde orotameti, nigo akoronacha, na kera orokwama nigo akorososa, erinde romente kwama.",Trilingual-Bible
125306,"Naye atakuwa amani yao. Wakati Mwashuru atakapovamia nchi yetu na kupita katika ngome zetu, tutawainua wachungaji saba dhidi yake, hata viongozi wanane wa watu.","Omorisia oyio nabe omorembe oito. Ekero Abaasuri barache ase ense yaito gotorwania na basoe ase chinyomba chiaito chi’obonene, intwe ntosokie abarisia batano na babere, na abagaambi batano na batato, baabatange.",Trilingual-Bible
105662,"Nayo kila sadaka ya nafaka, iwe imechanganywa na mafuta au iko kavu, itakuwa ya wana wa Aroni, nayo itagawanywa sawa kati yao.","Kera okoruegwa kw’endagera gwochoganirie namaguta, gose ogotari namaguta, abamura ba Aroni baegwe, baatananerwe bareng’anerigwe.",Trilingual-Bible
105697,"Kisha akamvika Aroni kilemba kichwani pake, akaweka lile bamba la dhahabu, yaani ile taji takatifu, upande wa mbele wa kilemba, kama Bwana alivyomwagiza Mose.","Akamobeekera ekegogwa ase omotwe oye, na bosio ase ekegogwa ekio agasiberania ekemanyererio egechenu gi’etaabu kiareenge kworokia ng’a bwatananirwe. Ase igo Musa agakora buna Omonene amochiigete.",Trilingual-Bible
121094,"Walio hai, walio hai: hao wanakusifu, kama ninavyofanya leo. Baba huwaambia watoto wao habari za uaminifu wako.","Omonto ore moyo nere orakoiranerie ng’a mbuya mono, buna inche ngokoiraneria ng’a mbuya mono ase rituko ria reero; ise abana nere agokora obwegenwa bwao bwamanyekana ase abana baye.",Trilingual-Bible
131069,"Ninyi bado ni watu wa mwilini. Kwa kuwa bado kuna wivu na magombano miongoni mwenu, je, ninyi si watu wa mwilini? Je, si mwaendelea kama watu wa kawaida?","ekiagera nonya mbono nigo more abanto b’engencho y’ebibe. Naki onye more ne ribero na eriomana ase egati yaino, Inee, timori abanto b’engencho y’ebibe, naende nigo mogendererete buna banto bande bonsi?",Trilingual-Bible
130027,"Ndipo baada ya kufunga na kuomba, wakawawekea mikono yao na wakawatuma waende zao.","Erio kobakoorire okweng’ata na ogosaba bakababeekera amaboko, bakabatiga bagende.",Trilingual-Bible
113730,"Kwa wa Rehabia, kutoka kwa wanawe: Ishia alikuwa wa kwanza.","Isia, omoteneneri korwa ase ororeria rwa Rehabia;",Trilingual-Bible
128030,Haya! nendeni. Ninawatuma kama wana-kondoo katikati ya mbwa mwitu.,"Bwatia enchera; rigereria, nabatomire inwe buna chimanwa chi’eching’ondi gati‐gati ye chisese chi’orosana.",Trilingual-Bible
132176,"Wakati Kristo, aliye uzima wenu, atakapotokea, ndipo nanyi mtakapotokea pamoja naye katika utukufu.","Obogima bwaino nigo bore Kristo na ekero ararorekane, erio nario nainwe morarorekane amo nere ase obonene.",Trilingual-Bible
101922,Ulimaji wa bustani mijini huwawezesha wakazi wa mijini kulima chakula. Chunguza mbinu kama vile ulimaji wa vyombo na ulimaji wa vitunguu wima.,Abanto bamenyete emechie yechitaoni nabo baranyare korema endagera. Rigia komanya buna chisemi chiogotumia emebuko gosimeka ching'eni nebitunguo.,PSA
119985,Yeye huamka kungali bado giza huwapa jamaa yake chakula na mafungu kwa watumishi wake wa kike.,"Nigo akoboka kobore botuko, oroiseria abanto b’enyomba yaye endagera, na oa abasomba baye abaiseke eyebatungetie.",Trilingual-Bible
130927,"Kwa hiyo yeye anayeasi dhidi ya mamlaka inayotawala anaasi dhidi ya kile kilichowekwa na Mungu, nao wale wafanyao hivyo watajiletea hukumu juu yao wenyewe.","Naboigo oy’otari koigwera oyore n’okobua, nigo akoamererania naya Nyasae achiikire; na barabwo abakoamererania inabenyorere ekiina.",Trilingual-Bible
130254,"Paulo akaingia katika sinagogi na kunena humo kwa ujasiri kwa muda wa miezi mitatu, akijadiliana na watu na kuwashawishi katika mambo ya Ufalme wa Mungu.","Agasoa ase esinagogi ime, agakwana noboremu, akaorokereria abanto engaki y’emetienyi etato, okobaebereria ase amang’ana y’oborwoti bwa Nyasae.",Trilingual-Bible
126407,"Naye akishampata, amin, nawaambia, hufurahi zaidi kwa ajili ya huyo kondoo mmoja kuliko wale tisini na tisa ambao hawakupotea.","Kayenyorire, nekeene nabateebirie: Nagoke ase eria kobua ase chiria emerongo kianda na kianda chitasirete.",Trilingual-Bible
118831,"Lakini kwako kuna msamaha, kwa hiyo wewe unaogopwa.","Korende aye nigo ore omwaberi, erinde onyaare koirokwa.",Trilingual-Bible
103470,"Siku moja Yakobo alipika mchuzi wa dengu, Esau akarudi kutoka porini akiwa na njaa kali.","Rituko erimo Yakobo naiyegete omosori gete. Esau agacha korwa orosana, konya orosire mono, ogoyire ase engencho y’enchara.",Trilingual-Bible
105504,"Mose alipoweka wakfu Maskani ya Mungu, aliweka vitako mahali pake, akasimamisha mihimili, akatia mataruma na kusimamisha nguzo.","Musa agatenenia Obomenyo boria, akabeeka chinterekerero aase abo, agatenenia ne chibao chiaye, agasoyia emeriibo, na gotenenia chisiiro.",Trilingual-Bible
124736,"Kwa udanganyifu atapotosha wale walionajisi agano, lakini watu wanaomjua Mungu wao watampinga kwa uthabiti.","Abwo bagokora amabe ase okobwatana okwo ere nabang’use namang’ana y’okweansia goika bagotige kegima, korende abanto baria bamomanyete Nyasae obo mbatenene bokong’u bakore ayabagwenerete bakore.",Trilingual-Bible
106476,"Kwa Kohathi kulikuwepo koo za Waamramu, Waishari, Wahebroni na Wauzieli; hizi ndizo zilizokuwa koo za Wakohathi.","Abanto b’eamate y’Amuramu, na eya Isari, na eya Heburoni, na eya Usieli; abwo nabwo barenge abanto b’ororeria rwa Kohati.",Trilingual-Bible
119732,"Uketipo kula chakula na mtawala, angalia vyema kile kilicho mbele yako,","Ekero ogoikaransa koria endagera amo nomogaambi, orengererie mono ng’a ning’o ore ase obosio bwao.",Trilingual-Bible
114937,"“Lakini sasa, kwa muda mfupi, Bwana Mungu wetu amekuwa na neema kwa kutuachia mabaki na kutupa mahali imara katika mahali pake patakatifu, hivyo Mungu wetu atupa mwanga machoni petu na unafuu katika utumwa wetu.","Omonene Nyasae oito ase engaki enke kwaorokirie obuya bw’amaabera ase tore, gwatotigire abatigari abatwatoorekire; gwatonyoreire obotamero ime y’Aase ao Aachenu. Nigo kwamorekeire amaiso aito ase engaki, erinde totimoke na tobe abayia ase obosibwa bwaito.",Trilingual-Bible
